,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
10108,5040,0,0,0,0,0,63041,5,1129,1038,1129,1018
10110,5040,0,0,0,0,0,63041,6,1029,1029,1019,1018
10117,1540,1,0,0,0,1,5,1128,1128,1128,1137,1138
10118,00,2,0,0,0,0,4,1227,1129,1027,104038,112
10119,015,2,0,0,0,0,43241,4,1139,1138,1028,1022934
10121,1530,2,0,0,0,0,6,1039,1129,1017,1038,1112934
10124,00,2,1,0,0,1,394,1028,1138,1119,1019,1029
10129,4030,2,1,0,0,1,4,1139,1137,1328,1038,1138
10130,4040,2,1,0,0,1,4,1029,1138,213,244337,1139
10132,4040,2,1,0,0,1,5,1029,1028,1029,1018,1018
10134,4040,2,1,0,0,1,63141,6,1339,1128,1319,1033034
10139,3015,3,1,0,0,0,43041,5,1137,1128,1119,10383035
10147,3040,4,1,0,0,1,6,1028,1029,1129,104228,1012934
10148,4040,4,1,0,0,1,6,1338,1139,1128,1018,1028
10150,4040,4,1,0,0,1,6,1329,1127,134039,113,15383035
10159,1530,5,2,0,0,1,396,1029,1038,1329,1019,1012934
10161,4030,5,2,0,0,1,42941,6,1028,1038,1338,1113234
10162,4040,5,2,0,0,1,63141,5,1328,1118,1038,1138
10165,015,5,3,0,0,0,42941,5,1028,1019,1018,1028
10167,040,5,3,0,0,0,3943141,4,1137,1138,1118,1018
10171,3015,5,4,0,0,1,42941,5,1129,1129,1038,1119
10175,1515,5,5,0,0,0,4403141,6,1139,1127,1129,1127
10176,1530,5,5,0,0,0,6,1039,1039,1138,1137,1129
10177,1540,5,5,0,0,0,63141,4,1018,104028,112,1537
10181,00,6,5,0,0,1,5,1338,1138,1339,1139,1339
10183,1515,6,5,0,0,1,63041,5,1338,1139,1329,1018
10190,03,6,6,0,0,0,3963141,4,1138,1128,1138,1118
10191,13,6,6,0,0,0,43041,4,1028,1037,1118,1018
10193,51,6,6,0,0,1,62941,4,1027,1039,1937,19401728
10196,150,0,0,0,1,1,43141,6,1028,1139,1139,1118
10200,00,0,1,0,1,0,63141,6,1129,1029,1029,1022934
10202,1515,0,1,0,1,0,63041,4,1029,1038,1137,114018
10203,1530,0,1,0,1,0,63141,395,1028,1038,1129,1038
10209,150,1,1,0,1,1,6,1038,113,193,131,1212935
10214,300,1,2,0,1,0,4,1029,1029,1138,1339,1119
10218,00,2,2,0,1,1,4,1239,1128,1018,1018,10383034
10224,150,2,3,0,1,0,43041,5,1039,1137,1139,1135
10226,1530,2,3,0,1,0,6,1227,104039,113,1528,103
10234,3015,3,3,0,1,1,43241,395,1338,1139,1128,1029
10237,150,3,4,0,1,0,4,1129,1028,1039,1137,1128
10241,015,4,4,0,1,1,43141,5,1339,1139,1339,1018
10248,3015,4,5,0,1,0,4,1139,1128,1038,1338,1039
10253,00,0,0,0,2,1,4,1029,111,101,101,101
10254,150,0,0,0,2,1,4,1128,1129,104238,1139,1339
10262,3030,0,1,0,2,0,43241,4,1017,1027,1118,103928
10264,00,1,1,0,2,1,6,1339,1118,1029,1038,1338
10265,150,1,1,0,2,1,4,1128,1019,1017,1038,1319
10270,00,1,2,0,2,0,63041,5,1129,104038,132,141728
10274,00,2,2,0,2,1,63141,4,1027,1339,1039,11193034
10277,3015,2,2,0,2,1,3943141,6,1038,1139,1128,1037
10279,00,2,3,0,2,0,6,131,2427,111,1437,214029
10283,4015,2,3,0,2,0,6,1129,1027,1119,203,252728
10284,4030,2,3,0,2,0,3962941,5,1139,1137,1138,1112934
10285,4040,2,3,0,2,0,6,1128,1028,1018,1019,1029
10286,4050,2,3,0,2,0,43141,4,1139,1119,1018,1028
10287,00,2,4,0,2,1,6,1139,1139,1128,1038,1129
10288,015,2,4,0,2,1,6,1017,104217,104039,113,151728
10289,030,2,4,0,2,1,5,1228,1018,1018,1039,1332935
10301,300,3,5,0,2,1,42941,5,1328,1139,1127,1039
10302,3015,3,5,0,2,1,42941,6,1029,1138,1018,1017
10307,300,0,0,0,0,1,6,1129,1029,1138,1139,1029
10308,400,0,0,0,0,1,63141,5,1029,1028,1018,1018
10310,150,1,0,0,0,0,43041,5,1127,1018,1019,1018
10311,1515,1,0,0,0,0,62941,5,1029,1037,1329,103928
10314,00,1,1,0,0,1,5,1118,1019,1028,1339,1038
10321,3015,2,1,0,0,0,52941,5,1029,1029,1038,1012934
10324,4040,2,1,0,0,0,6,1127,134039,213,1639,112
10334,300,2,2,0,0,1,5,1129,1128,1029,1029,1039
10337,015,3,2,0,0,0,4,1329,1039,1138,1018,1018
10341,3040,3,2,0,0,0,4324241,5,1139,1039,1139,1137
10344,00,3,3,0,0,1,5,1129,1129,1038,1119,1027
10346,300,3,3,0,0,1,63041,5,1018,1029,1039,1129
10361,5040,4,3,0,0,0,52941,4,1129,1019,1218,1033034
10364,00,4,4,0,0,1,5,1119,1018,1029,114228,1012934
10365,150,4,4,0,0,1,5,1029,1018,1018,1028,111828
10370,015,5,4,0,0,0,5,1229,1038,1137,1038,1139
10371,030,5,4,0,0,0,4,1027,104028,113,1538,2123135
10375,4040,5,4,0,0,0,4,1229,1038,1139,1138,1119
10379,4040,5,4,0,0,0,63041,4,1017,1028,1119,104218
10380,4050,5,4,0,0,0,6,1239,1139,1129,1038,1328
10384,4050,5,4,0,0,0,42941,4,1139,1037,1138,1038
10388,3015,0,0,1,0,1,43041,5,1037,1129,1018,1039
10402,00,2,1,1,0,0,3943041,6,1129,1138,1339,1038
10404,1515,2,1,1,0,0,63041,5,1119,1018,1039,1128
10405,1530,2,1,1,0,0,42941,4,1139,1127,1019,1029
10406,3030,2,1,1,0,0,63141,5,1329,1039,1139,1028
10407,3040,2,1,1,0,0,42941,4,1129,1038,1119,1019
10411,4050,2,1,1,0,0,42941,5,1029,104217,1027,104038
10414,300,3,1,1,0,1,6,1128,1039,1128,1319,1018
10420,4015,4,1,1,0,0,42941,5,1227,104039,112,154422934
10427,4030,4,2,1,0,1,63141,5,1029,1038,1339,1138
10432,4040,4,2,1,0,1,4,1017,1028,1338,1138,1332934
10439,00,5,3,1,0,1,4,1019,1029,1127,1038,1329
10440,150,5,3,1,0,1,43141,4,1128,1039,1137,1319
10446,300,0,0,2,0,0,5,1129,1028,1118,1018,1017
10450,00,0,1,2,0,1,43041,5,1128,1038,1128,1017
10451,015,0,1,2,0,1,6,1227,1039,1139,1119,1037
10453,3015,0,1,2,0,1,62941,5,1038,1129,1018,1039
10454,3030,0,1,2,0,1,63141,5,1017,1038,1338,1139
10456,4040,0,1,2,0,1,5,1118,1019,1038,1129,1318
10460,300,1,1,2,0,0,63141,5,1139,1338,1119,1017
10463,00,1,2,2,0,1,43141,6,1127,1028,1119,1017
10466,1530,1,2,2,0,1,4,1338,1837,134519,2029,1228
10468,4030,1,2,2,0,1,63141,6,1028,1018,1029,1132934
10469,4040,1,2,2,0,1,4,1029,1038,1339,1138,1329
10470,5040,1,2,2,0,1,6,1029,1128,1329,1138,1339
10477,1515,2,3,2,0,1,4,1019,1028,1339,1119,1018
10479,4015,2,3,2,0,1,4,1018,1039,1138,1129,1018
10480,4030,2,3,2,0,1,4,1138,1139,114228,1029,1138
10482,015,3,3,2,0,0,43041,4,1138,1029,1127,1018
10483,1515,3,3,2,0,0,4,1227,104039,113,1519,103928
10486,4030,3,3,2,0,0,43141,5,1129,1018,1217,104038
10487,00,3,4,2,0,1,43141,5,1127,1139,1128,1138
10492,00,4,4,2,0,0,42941,5,1129,1038,1129,1019
10498,300,4,5,2,0,1,4,1029,1128,1119,1229,104038
10499,3015,4,5,2,0,1,6,1038,1139,1339,1129,1338
10503,5040,4,5,2,0,1,6,1018,1018,1018,1039,1329
10505,150,5,5,2,0,0,43241,5,1229,1038,1139,1138
10506,1515,5,5,2,0,0,4,1029,1139,1139,1339,1038
10508,3030,5,5,2,0,0,43041,4,1018,1039,1138,1333034
10514,4040,5,5,2,0,0,39394,1028,1138,1138,1339,1139
10519,5040,5,5,2,0,0,6,1039,1338,1139,1339,1038
10520,4040,5,5,2,0,0,4,1029,1028,1328,104038,211
10524,300,5,6,2,0,1,62941,6,1129,1029,1028,1018
10528,20,6,6,2,0,1,3963041,5,1039,1138,1339,1138
10530,13,6,6,2,0,0,4,1029,1027,134038,112,1418
10534,00,0,0,0,0,1,396,1328,104038,112,1417,10451
10537,3015,0,0,0,0,1,6,1028,1029,1029,1137,1128
10542,00,1,0,0,0,0,4,1028,1128,1328,1339,1138
10543,015,1,0,0,0,0,6,1028,1127,1328,1039,1138
10545,1530,1,0,0,0,0,5,1128,1129,1117,1019,1028
10548,00,1,1,0,0,1,43141,5,1127,1128,1038,1139
10549,150,1,1,0,0,1,42941,5,1027,1117,1017,104038
10551,400,1,1,0,0,1,6,1039,1029,1027,1029,1128
10553,00,2,1,0,0,0,5,1037,1139,1139,114038,1112935
10554,150,2,1,0,0,0,4,1137,1019,2038,104037,1117
10556,3015,2,1,0,0,0,42941,5,1139,1128,1128,1028
10557,3030,2,1,0,0,0,6,1127,1039,1129,1037,1129
10559,00,2,2,0,0,1,6,1137,1129,1018,1039,1129
10562,400,2,2,0,0,1,43041,6,1027,104039,112,1439
10563,00,3,2,0,0,0,5,104218,1018,1028,1118,1017
10564,015,3,2,0,0,0,63041,5,1129,1039,1138,1129
10565,030,3,2,0,0,0,43241,6,1127,1038,1138,1018
10568,4030,3,2,0,0,0,43141,6,1028,1129,104228,10401828
10569,00,3,3,0,0,1,43041,5,1018,1038,1137,1912934
10571,1515,3,3,0,0,1,5,1127,104039,1138,1119,1017
10573,4015,3,3,0,0,1,395,1129,1128,1119,1027,10403928
10576,150,4,3,0,0,0,5,1129,1038,1128,1138,1119
10580,4030,4,3,0,0,0,6,1027,1128,1338,1128,1119
10583,4040,4,3,0,0,0,6,1337,1129,1139,1128,1329
10584,4050,4,3,0,0,0,42941,5,1128,1018,1039,1129
10593,1515,0,0,1,0,0,5,1119,1039,1119,1019,1018
10594,3015,0,0,1,0,0,396,1028,114218,1029,114238,1328
10595,3030,0,0,1,0,0,4,1018,1029,1118,1019,1019
10596,3040,0,0,1,0,0,6,1039,1138,1338,1339,1138
10597,00,1,0,1,0,1,63141,5,1118,1019,1028,1019
10600,3015,1,0,1,0,1,5,1028,1128,1028,1129,1027
10602,00,2,0,1,0,0,53141,6,1119,1018,1039,1138
10603,015,2,0,1,0,0,6,1029,1019,1039,1129,1329
10604,030,2,0,1,0,0,43041,4,1029,1128,1328,1328
10608,015,3,0,1,0,1,6,1029,1039,1129,1018,1018
10610,1530,3,0,1,0,1,6,1237,114518,202,1617,101
10612,3040,3,0,1,0,1,394,1139,1917,184537,134537,11451828
10617,4015,3,1,1,0,0,5,1129,1129,1128,1029,1017
10618,4030,3,1,1,0,0,63141,5,1018,1227,104019,101
10621,300,3,2,1,0,1,52941,4,1028,1039,1127,104039
10623,00,4,2,1,0,0,4,1029,104238,1339,1038,1133134
10627,4015,4,2,1,0,0,4,1018,1028,1338,1129,1129
10628,4030,4,2,1,0,0,62941,6,1029,1028,1039,1137
10633,4015,4,3,1,0,1,43241,5,1127,1138,1138,1112934
10641,00,5,4,1,0,1,63141,5,1128,1038,1128,1018
10644,400,5,4,1,0,1,63141,6,1039,1129,1038,1129
10649,4015,0,0,2,0,0,63141,5,1029,1127,1339,1129
10650,00,0,1,2,0,1,4,1029,1138,1139,1128,1119
10651,150,0,1,2,0,1,6,1037,1139,1129,1127,10403928
10652,1515,0,1,2,0,1,4,1019,1039,1937,114529,202928
10659,3015,1,1,2,0,0,6,1028,1017,1017,104039,113
10663,300,1,2,2,0,1,42941,5,1129,1117,1027,1128
10666,015,2,2,2,0,0,6,1028,1019,1039,1138,1327
10669,00,3,2,2,0,1,63141,4,1019,1017,1027,1028
10670,015,3,2,2,0,1,5,1027,1038,1137,1139,1129
10673,3030,3,2,2,0,1,5,1127,1129,1129,1138,1127
10675,4040,3,2,2,0,1,63141,4,1027,1128,1129,1018
10676,5040,3,2,2,0,1,42941,4,1128,1118,1029,1018
10678,4050,3,2,2,0,1,43041,4,1129,1017,1018,103928
10680,5040,3,2,2,0,1,6,1029,1038,1129,1018,1019
10686,3040,4,2,2,0,0,63141,5,1028,1137,138,1339
10687,4040,4,2,2,0,0,42941,5,1139,1139,1128,1129
10689,4040,4,2,2,0,0,43141,5,1138,1139,1119,1027
10693,00,4,3,2,0,1,6,1328,104039,2128,164329,1037
10694,150,4,3,2,0,1,42941,6,1018,1029,1138,1119
10696,3015,4,3,2,0,1,63141,5,1027,1139,1138,1128
10699,00,5,3,2,0,0,5,1119,1017,1018,1018,1029
10701,1515,5,3,2,0,0,63141,5,1128,1029,1129,1017
10705,00,5,4,2,0,1,63141,4,1029,1138,1139,1138
10707,300,5,4,2,0,1,63041,5,1129,1128,1138,1138
10709,00,0,0,0,0,1,63141,394,1019,1028,1118,1017
10710,150,0,0,0,0,1,63141,6,1038,1129,1128,1128
10712,400,0,0,0,0,1,6,1229,1038,1128,1029,1132934
10713,00,1,0,0,0,0,63141,5,1027,1117,1228,104018
10714,150,1,0,0,0,0,42941,5,1139,1139,1128,1019
10717,3030,1,0,0,0,0,4,1229,1129,1339,1129,1337
10718,3040,1,0,0,0,0,63141,6,1028,1138,1338,1018
10721,00,1,1,0,0,1,63141,5,1018,1038,1138,1118
10726,00,2,1,0,0,0,6,1127,1917,104518,1027,234437
10727,015,2,1,0,0,0,6,2029,1039,1128,1019,1018
10728,1515,2,1,0,0,0,63141,6,1128,1139,1139,1128
10730,3030,2,1,0,0,0,43741,5,1028,1038,1128,1018
10733,4050,2,1,0,0,0,63141,4,1137,1138,1129,1138
10735,4050,2,1,0,0,0,4,212,244329,1127,104039,112
10741,00,4,1,0,0,0,5,1117,1017,1017,1037,11451828
10742,015,4,1,0,0,0,3963041,4,1137,1138,1338,1139
10744,040,4,1,0,0,0,43141,4,1129,1029,1039,1138
10747,030,5,1,0,0,1,42941,6,1129,1127,1018,1038
10753,4040,5,1,0,0,1,4,1019,104238,1128,1119,1029
10756,150,0,0,1,0,0,6,1229,1038,1129,1039,1129
10759,4015,0,0,1,0,0,4,1029,1128,1329,114237,13451
10760,4030,0,0,1,0,0,6,1229,1018,1039,1139,1138
10763,00,1,0,1,0,1,6,1128,1038,1138,1339,1138
10764,015,1,0,1,0,1,63041,5,1129,1039,1128,1128
10766,3015,1,0,1,0,1,4,1128,1917,184517,104517,124539
10767,4015,1,0,1,0,1,42941,5,1029,1038,1138,194037
10768,4030,1,0,1,0,1,4,1137,1138,1129,1128,1139
10769,4040,1,0,1,0,1,4,1029,114039,1327,114538,212
10770,5040,1,0,1,0,1,42941,6,1029,1038,1139,1139
10772,5040,1,0,1,0,1,6,1028,104039,112,1529,102928
10775,4040,1,0,1,0,1,6,1128,1039,1129,1038,1138
10779,4040,1,0,1,0,1,6,1138,1129,1019,1019,1028
10780,4050,1,0,1,0,1,394,1129,1018,1017,1039,1137
10782,5040,1,0,1,0,1,5,1019,1017,1028,1139,1138
10791,015,1,2,1,0,1,63141,4,1138,1138,1138,1128
10792,1515,1,2,1,0,1,42941,4,1028,1039,1128,1028
10797,150,1,3,1,0,0,42941,5,1037,1118,1019,1038
10799,3015,1,3,1,0,0,63741,6,1037,1138,1129,1127
10800,3030,1,3,1,0,0,63141,5,1028,1138,1328,1329
10801,3040,1,3,1,0,0,4,1319,1019,1027,1039,1127
10803,5040,1,3,1,0,0,43741,4,1138,1129,1019,1028
10805,150,1,4,1,0,1,43141,4,1137,1339,1138,1113034
10814,4030,2,4,1,0,0,4,1129,1129,1019,1229,104038
10815,4040,2,4,1,0,0,6,1137,1138,1128,1018,1019
10816,4050,2,4,1,0,0,5,1119,1017,1018,1028,1128
10818,4050,2,4,1,0,0,43141,5,1138,1139,1139,1129
10827,3015,4,4,1,0,0,63741,4,1129,1038,1118,1019
10829,4030,4,4,1,0,0,62941,6,1029,1137,1329,1138
10831,5040,4,4,1,0,0,6,1029,1129,1019,1018,1038
10834,4040,4,4,1,0,0,4,1029,1137,1329,1139,1338
10835,5040,4,4,1,0,0,4,1137,1138,1138,1128,1018
10836,4040,4,4,1,0,0,62941,6,1329,1019,2029,164319
10838,00,4,5,1,0,1,6,1118,1039,1128,1327,1318
10840,1515,4,5,1,0,1,4,1027,1039,1137,1339,1139
10843,00,5,5,1,0,0,62941,5,1128,1029,1128,1039
10846,3015,5,5,1,0,0,6,1238,1039,1128,1019,1017
10848,4030,5,5,1,0,0,63141,4,1138,1129,1019,1023134
10852,5040,5,5,1,0,0,6,1037,1138,1119,1019,1019
10853,00,5,6,1,0,1,63141,4,1019,1038,1138,1112934
10855,1515,5,6,1,0,1,43141,5,1138,1138,1138,1138
10858,3040,5,6,1,0,1,440,112,1519,103,1537,111928
10859,00,0,0,1,1,0,6,1128,1038,1129,1139,1137
10861,1515,0,0,1,1,0,62941,4,1029,1128,1018,1038
10862,3015,0,0,1,1,0,62941,5,1138,114228,1019,1018
10863,3030,0,0,1,1,0,62941,4,1027,1027,1139,1138
10864,4030,0,0,1,1,0,63141,5,1129,1028,1029,1128
10867,300,0,1,1,1,1,63141,4,1019,104039,132,15441728
10868,400,0,1,1,1,1,43041,4,1118,1017,1837,194512935
10869,4015,0,1,1,1,1,63141,5,1028,1129,1129,1029
10874,00,1,2,1,1,1,6,1128,1018,1039,1129,1139
10875,015,1,2,1,1,1,6,1029,1029,1018,1018,1028
10878,3030,1,2,1,1,1,4,1027,1029,1138,1917,124538
10879,4030,1,2,1,1,1,6,1029,1129,1039,1138,1139
10882,00,2,2,1,1,0,43741,5,1129,1128,1329,1138
10883,015,2,2,1,1,0,43241,6,1027,1018,1018,1029
10885,1530,2,2,1,1,0,63141,4,1137,1129,1019,1038
10886,3030,2,2,1,1,0,6,1119,1038,1139,1118,101828
10888,4040,2,2,1,1,0,43741,4,1029,1039,1138,1138
10891,5040,2,2,1,1,0,43741,4,1138,1917,124518,102
10893,4050,2,2,1,1,0,4403741,5,1138,1139,1138,1138
10895,015,3,2,1,1,1,42941,5,1028,1019,1228,1038
10897,1530,3,2,1,1,1,393943141,6,1027,1019,1029,1128
10899,4030,3,2,1,1,1,63041,5,1138,1118,1019,1019
10901,015,4,2,1,1,0,6,1229,1018,1018,1029,1039
10906,150,4,3,1,1,1,3943141,6,1027,1029,1039,1129
10911,150,5,3,1,1,0,43041,4,1138,1139,1129,1018
10915,150,5,4,1,1,1,63141,6,1028,1027,1028,1118
10916,300,5,4,1,1,1,3963141,4,1029,1038,1139,1128
10917,3015,5,4,1,1,1,5,1028,1128,1139,1137,1129
10918,3030,5,4,1,1,1,43241,5,1128,1138,1129,1118
10919,3040,5,4,1,1,1,6,1029,1019,1039,1139,1328
10921,4050,5,4,1,1,1,6,1227,104518,103,154427,194527
10922,4040,5,4,1,1,1,42941,5,1128,1139,1129,1137
10923,5040,5,4,1,1,1,4,1128,1119,1039,1137,1139
10924,4040,5,4,1,1,1,6,1127,1038,1139,1138,1139
10927,5040,5,4,1,1,1,4,1128,1018,1018,1028,1128
10929,150,0,0,0,0,1,6,1038,113,111,101,101
10930,300,0,0,0,0,1,62941,4,1018,10403,132,151
10933,4030,0,0,0,0,1,6,1028,102,10403,113,151
10934,4040,0,0,0,0,1,62941,4,1327,113,133,111
10935,4050,0,0,0,0,1,5,1327,103,133,101,1033135
10945,030,1,1,0,0,1,6,1127,101,103,113,131
10946,040,1,1,0,0,1,63141,5,1328,103,132,101
10953,00,1,3,0,0,1,63141,6,1129,103,112,103
10954,150,1,3,0,0,1,43141,6,1028,101,102,101
10958,4030,1,3,0,0,1,62941,4,1018,103,101,101
10963,00,2,4,0,0,1,6,1338,111,103,113,1135
10973,00,3,5,0,0,1,4,1028,113,111,101,103
10974,015,3,5,0,0,1,6,1028,103,112,101,103
10976,1530,3,5,0,0,1,6,1018,101,103,133,183
10977,3030,3,5,0,0,1,43041,6,1328,101,101,101
10983,00,0,0,0,1,1,4,1028,112,131,101,101
10984,150,0,0,0,1,1,63141,6,1028,101,101,123
10986,1530,0,0,0,1,1,4,1138,113,113,113,111
10988,3040,0,0,0,1,1,4,1139,103,102,102,10403
10990,5040,0,0,0,1,1,62941,5,1328,113,111,101
10992,5040,0,0,0,1,1,4,1138,113,103,111,103
10998,4030,1,0,0,1,0,4,1138,10401,101,223,113
11004,3015,1,1,0,1,1,6,1027,113,113,111,1032935
11006,4030,1,1,0,1,1,6,1028,103,111,101,102
11011,3030,2,1,0,1,0,6,1128,103,111,101,101
11012,3040,2,1,0,1,0,43041,6,1038,103,113,10401
11015,00,2,2,0,1,1,4,1028,113,133,112,102
11019,1540,2,2,0,1,1,6,1327,113,133,101,101
11024,4015,2,3,0,1,0,43041,4,1128,101,101,102
11025,4030,2,3,0,1,0,6,1038,112,101,10402,2122935
11026,00,2,4,0,1,1,4,1028,113,112,103,133
11031,00,3,4,0,1,0,63141,4,1017,10403,112,15128
11036,015,3,5,0,1,1,4,1338,111,102,112,112
11046,1515,1,0,0,0,0,63041,4,1029,1039,1137,101928
11052,300,1,1,0,0,1,5,1118,1038,1129,1139,1133134
11055,150,2,1,0,0,0,62941,6,1037,1139,1119,1029
11056,300,2,1,0,0,0,43241,5,1128,1039,1138,1033034
11057,3015,2,1,0,0,0,62941,5,1137,1339,1138,1138
11061,4050,2,1,0,0,0,43041,5,1039,1139,1139,1128
11063,015,3,1,0,0,1,4,1137,114018,2029,164338,1127
11064,030,3,1,0,0,1,63141,5,1118,1017,1029,1137
11065,040,3,1,0,0,1,4,1129,1018,1018,1038,111928
11067,150,3,2,0,0,0,6,1038,1018,1018,1817,104519
11072,4040,3,2,0,0,0,5,1128,1128,1028,1038,1129
11074,4040,3,2,0,0,0,43041,5,1129,1128,1129,1038
11077,5040,3,2,0,0,0,42941,5,1138,1338,1019,1017
11078,00,3,3,0,0,1,43041,6,1129,1139,1138,1119
11080,1515,3,3,0,0,1,4,1029,1138,1138,1119,1222935
11081,3015,3,3,0,0,1,5,1138,1138,1129,1029,1038
11089,150,4,4,0,0,1,42941,5,1039,1138,1139,1128
11090,1515,4,4,0,0,1,62941,5,1029,1128,1329,1338
11092,3030,4,4,0,0,1,393962941,5,1329,1038,1129,1028
11095,150,5,4,0,0,0,63041,5,1128,1037,1129,1028
11096,1515,5,4,0,0,0,63141,5,1037,1139,1138,1123134
11098,3030,5,4,0,0,0,63041,5,1029,1018,1018,1017
11102,00,5,5,0,0,1,4,1029,1129,1339,1138,1139
11103,150,5,5,0,0,1,4,1139,1139,1129,1129,1039
11111,00,6,6,0,0,1,396,2139,1018,1029,1028,1129
11112,01,6,6,0,0,0,43041,5,1028,1128,1018,1018
11113,02,6,6,0,0,0,5,1129,1038,1138,1138,1122935
11115,31,6,6,0,0,1,42941,5,1039,1138,1138,1123135
11117,24,6,6,0,0,0,62941,5,1029,1019,1229,1019
11118,43,6,6,0,0,1,63041,5,1038,1129,1037,1139
11120,45,6,6,0,0,0,43041,5,1129,1019,1229,1019
11121,55,6,6,0,0,0,63041,5,1038,1338,1139,1129
11123,00,0,0,1,0,0,43041,5,1128,114019,201,143728
11126,3015,0,0,1,0,0,43241,5,1139,1139,1138,1139
11129,015,0,1,1,0,1,6,1018,1018,1019,1028,103828
11134,4040,0,1,1,0,1,63141,5,1027,1139,1338,1139
11137,150,0,2,1,0,0,62941,5,1127,1038,1138,113728
11150,3015,1,3,1,0,0,3963041,5,1037,1328,1019,1019
11152,4030,1,3,1,0,0,63041,5,1137,1329,1018,1029
11155,4040,1,3,1,0,0,4314241,5,1128,104039,211,163828
11161,3030,1,4,1,0,1,4,1029,1129,1338,1119,1019
11162,4030,1,4,1,0,1,43041,4,1337,114019,202,1629
11163,4040,1,4,1,0,1,6314241,5,1028,1129,1328,1019
11166,015,2,4,1,0,0,4,1329,104019,101,144437,11451
11177,3015,3,5,1,0,0,43041,6,1028,1029,1027,1029
11180,015,0,0,1,1,1,53141,6,1029,1139,1339,1039
11181,1515,0,0,1,1,1,3963041,4,1029,1139,1337,1139
11182,1530,0,0,1,1,1,42941,5,1338,1037,1138,1112934
11184,00,0,1,1,1,0,6324241,5,1027,1029,1138,1129
11191,4050,0,1,1,1,0,5,1138,1029,1018,1017,1028
11193,5040,0,1,1,1,0,42941,5,1129,1019,1018,1039
11194,00,0,2,1,1,1,4,1029,1039,132,24434019,2033835
11195,150,0,2,1,1,1,53141,4,1129,1118,1019,1022934
11196,1515,0,2,1,1,1,42941,5,1329,1138,1328,1119
11201,300,1,2,1,1,0,62941,5,1129,1028,1128,1012934
11205,00,1,3,1,1,1,6,1119,1029,1028,1029,1328
11206,150,1,3,1,1,1,42941,6,1029,1027,1329,1127
11209,4015,1,3,1,1,1,53141,5,1029,1127,1328,1119
11210,4030,1,3,1,1,1,43041,5,1339,1038,1137,1128
11213,030,2,3,1,1,0,6,1127,1039,1129,1028,1028
11215,1540,2,3,1,1,0,5,1129,1339,1128,1129,101728
11216,00,3,3,1,1,1,5,1129,1138,1129,1128,1029
11217,150,3,3,1,1,1,63141,5,1027,1129,1019,1218
11221,150,4,3,1,1,0,43241,5,1139,1328,1039,1338
11225,150,4,4,1,1,1,5,1018,1029,1017,1019,1013134
11229,150,5,4,1,1,0,6,1038,1119,1038,1339,1138
11232,3030,5,4,1,1,0,4,1027,1138,1339,1119,1228
11235,5040,5,4,1,1,0,5,1128,1039,1117,1018,1018
11236,00,5,5,1,1,1,5,1329,1019,1029,1029,1137
11238,030,5,5,1,1,1,6314241,5,1038,1138,1128,1132934
11240,00,5,6,1,1,0,63141,5,1019,1019,1039,1332934
11241,015,5,6,1,1,0,42941,5,1028,1029,1129,1328
11242,030,5,6,1,1,0,3942941,4,1018,104039,212,141728
11244,1540,5,6,1,1,0,63041,5,1129,1338,1139,1138
11245,00,6,6,1,1,1,6,1338,1039,1138,1138,1028
11247,02,6,6,1,1,0,5,1129,1138,1128,114018,122
11252,43,6,6,1,1,1,6,1029,1038,1328,1018,1029
11253,44,6,6,1,1,1,4,1037,1128,1329,1018,103928
11256,56,6,6,1,1,1,6,1029,1017,1029,1038,1339
11257,00,0,0,0,0,1,6,1129,103,112,101,102
11262,015,1,0,0,0,0,6,1229,101,101,10403,212
11264,1530,1,0,0,0,0,62941,5,1137,133,113,103
11280,00,2,2,0,0,1,6,1138,111,101,103,133
11283,3015,2,2,0,0,1,43041,6,1028,101,102,101
11285,00,3,2,0,0,0,63141,5,1128,112,112,101
11286,015,3,2,0,0,0,62941,5,1137,132,111,101
11287,1515,3,2,0,0,0,4,1029,101,103,113,112
11288,1530,3,2,0,0,0,6,1229,103,113,112,101
11289,1540,3,2,0,0,0,4,1028,112,113,112,102
11290,3040,3,2,0,0,0,62941,4,1128,103,111,1032934
11291,00,4,2,0,0,1,6,1127,101,102,113,112
11294,1530,4,2,0,0,1,42941,5,1129,113,113,113
11296,4030,4,2,0,0,1,53141,5,11298,101,101,102
11297,00,5,2,0,0,0,4,1229,103,112,101,103
11299,030,5,2,0,0,0,6,1128,101,102,112,101
11303,300,0,0,1,0,1,63141,6,1127,101,102,102
11306,015,1,0,1,0,0,6,1229,102,112,102,101
11307,1515,1,0,1,0,0,62941,6,1139,113,111,101
11309,3030,1,0,1,0,0,43041,5,1128,102,101,102
11311,4040,1,0,1,0,0,4,1229,113,103,112,101
11315,1515,2,0,1,0,1,6,1129,101,102,101,103
11316,3015,2,0,1,0,1,4,1128,101,101,103,133
11322,3030,3,0,1,0,0,43041,5,1128,101,102,112
11325,4050,3,0,1,0,0,6,1229,103,111,123,113
11326,00,4,0,1,0,1,4,1229,101,101,103,132
11329,1530,4,0,1,0,1,43041,6,1037,112,112,111
11330,3030,4,0,1,0,1,62941,6,1128,102,112,112
11332,00,4,1,1,0,0,62941,5,1039,112,111,122
11336,3030,4,1,1,0,0,6,1127,10403,113,151,103
