,Pts,Gm1,Gm2,Set1,Set2,Serving,0,1,2,3,4,5
17787,3015,4,3,0,0,0,43041,4,1128,111,1032,103
17788,4015,4,3,0,0,0,4,1029,102,112,132,10401
17789,00,4,4,0,0,1,6,1328,101,101,102,101
17791,1515,4,4,0,0,1,43041,6,1328,101,10421,103
17798,1540,5,4,0,0,0,43141,4,1028,133,112,112
17803,400,0,0,1,0,1,43241,4,1139,112,102,102
17805,00,1,0,1,0,0,42941,6,1128,103,112,101
17809,3030,1,0,1,0,0,4,1017,103,212,161,2023135
17810,4030,1,0,1,0,0,63141,5,1028,101,10421,101
17813,00,1,1,1,0,1,43041,5,1029,112,102,102
17814,150,1,1,1,0,1,6,1029,102,103,11422,101
17823,3040,2,1,1,0,0,4,1139,101,102,112,113
17824,00,3,1,1,0,1,4,1029,113,132,101,101
17831,1530,4,1,1,0,0,63041,4,1128,113,113,113
17833,3040,4,1,1,0,0,6,1027,102,101,101,102
17838,3030,5,1,1,0,1,5,1338,101,102,113,133
17840,4040,5,1,1,0,1,6,1328,113,132,112,1313034
17842,4040,5,1,1,0,1,42941,5,1028,112,133,133
17843,5040,5,1,1,0,1,43141,5,1328,113,132,112
17845,5040,5,1,1,0,1,43141,4,1329,112,101,122
17846,4040,5,1,1,0,1,4,1029,113,133,133,1322934
17848,00,0,0,0,0,0,52941,6,1139,112,101,122
17850,1515,0,0,0,0,0,5,1018,103,113,113,113
17851,3015,0,0,0,0,0,42941,4,1137,113,113,111
17852,4015,0,0,0,0,0,43041,6,1128,103,111,101
17854,150,1,0,0,0,1,4,1138,101,202,243,103
17859,4040,1,0,0,0,1,6,1137,113,113,113,113
17861,00,1,1,0,0,0,6,1129,103,113,113,113
17872,4050,2,1,0,0,1,43141,6,1028,103,113,1132934
17873,00,3,1,0,0,0,6,1128,103,113,102,1012934
17884,4030,4,1,0,0,1,6,1038,103,113,113,103
17888,3015,4,2,0,0,0,5,1039,113,113,111,101
17889,4015,4,2,0,0,0,6,1118,103,113,113,113
17890,00,5,2,0,0,1,3963041,4,1019,102,112,1013034
17892,1515,5,2,0,0,1,6,1128,103,111,103,113
17893,3015,5,2,0,0,1,6,1139,102,102,103,112
17898,300,5,3,0,0,0,43241,6,1138,112,111,102
17901,00,0,0,1,0,1,62941,5,1037,112,112,10128
17903,1515,0,0,1,0,1,6,1137,103,113,113,181
17906,3040,0,0,1,0,1,6,1037,113,113,113,103
17912,00,2,0,1,0,1,4,1017,101,121,103,113
17913,015,2,0,1,0,1,4,1139,101,101,121,10403
17914,030,2,0,1,0,1,5,1127,101,101,103,111
17918,00,2,1,1,0,0,0273,113,113,103,113,1112934
17920,030,2,1,1,0,0,3943141,6,1128,113,113,1132934
17922,00,2,2,1,0,1,4,1018,103,113,111,201
17927,150,2,3,1,0,0,43041,5,1138,113,113,113
17928,300,2,3,1,0,0,6,1338,103,111,103,1132934
17930,4015,2,3,1,0,0,63141,6,1139,132,10401,103
17933,015,3,3,1,0,1,43241,5,1038,103,113,103
17935,1530,3,3,1,0,1,63041,4,1129,103,101,101
17936,1540,3,3,1,0,1,5,1128,113,113,113,112
17940,00,3,4,1,0,0,6,1117,181,10453,212,201
17949,4015,4,4,1,0,1,4,1029,113,133,103,133
17950,00,4,5,1,0,0,027273,113,112,101,101,103
17952,1515,4,5,1,0,0,4,1029,103,113,113,113
17953,3015,4,5,1,0,0,63041,4,1139,112,101,101
17955,4030,4,5,1,0,0,42941,4,1137,133,113,1133134
17959,150,5,5,1,0,1,39394,1128,103,113,103,101
17960,1515,5,5,1,0,1,6,1328,103,133,11402,101
17964,015,5,6,1,0,0,4,1139,102,101,103,113
17966,1530,5,6,1,0,0,4,1137,103,132,10401,101
17967,3030,5,6,1,0,0,6,1339,10401,203,163,112
17968,3040,5,6,1,0,0,6,1039,23432,101,101,103
17969,4040,5,6,1,0,0,43241,6,1128,113,113,11401
17971,4040,5,6,1,0,0,6,1137,113,113,133,113
17978,12,6,6,1,0,1,4,1127,101,101,101,10328
17981,33,6,6,1,0,0,6,1138,113,112,101,201
17982,43,6,6,1,0,1,4,1138,113,112,103,113
17983,44,6,6,1,0,1,5,1139,113,113,112,103
17986,00,0,0,2,0,0,4,1028,103,111,121,101
17987,015,0,0,2,0,0,4,1139,103,131,101,1033135
17988,1515,0,0,2,0,0,42941,5,1029,111,102,191
17991,00,0,1,2,0,1,43041,6,1029,112,103,113
18000,1540,1,1,2,0,0,4,1019,102,19401,10453,1535
18004,4040,1,1,2,0,0,4,1028,102,113,103,113
18011,4030,1,2,2,0,1,42941,5,1128,103,111,101
18012,00,1,3,2,0,0,62941,6,1129,101,101,18328
18013,150,1,3,2,0,0,6,1038,101,102,102,101
18021,4050,1,3,2,0,0,4,1128,103,113,133,11128
18022,00,1,4,2,0,1,62941,4,1028,113,113,111
18032,150,0,0,2,1,1,6,1037,101,101,103,1133034
18035,00,0,1,2,1,0,63141,6,1138,113,113,112
18037,1515,0,1,2,1,0,43141,6,1129,113,111,1032934
18038,1530,0,1,2,1,0,4,1137,101,101,183,1345328
18042,300,0,2,2,1,1,5,1128,101,101,101,10328
18046,015,0,3,2,1,0,4,1128,103,132,24403,113
18050,00,1,3,2,1,1,63141,5,1017,103,113,113
18053,3015,1,3,2,1,1,43141,4,1138,113,113,1133034
18060,3030,1,4,2,1,0,4,1029,113,113,112,10421
18061,4030,1,4,2,1,0,6,1039,101,101,102,191
18068,4040,1,4,2,1,0,6,1129,102,103,112,103
18070,4040,1,4,2,1,0,6,1139,103,113,101,102
18072,4040,1,4,2,1,0,4,1029,112,133,113,1113134
18074,00,2,4,2,1,1,63141,5,1029,112,101,103
18085,300,3,5,2,1,1,63141,6,1139,113,103,112
18086,3015,3,5,2,1,1,6,1018,101,101,101,101
18092,400,4,5,2,1,0,4,1119,101,102,113,19128
18093,4015,4,5,2,1,0,6,1328,10403,112,15443,1145128
18095,00,5,5,2,1,1,5,1128,103,112,103,113
18097,1515,5,5,2,1,1,42941,5,1028,102,102,101
18098,3015,5,5,2,1,1,6,1029,103,103,113,102
18099,3030,5,5,2,1,1,43041,4,1029,102,103,1113034
18100,3040,5,5,2,1,1,43041,4,1038,103,103,113
18101,4040,5,5,2,1,1,43041,4,1018,103,112,101
18104,150,5,6,2,1,0,42941,4,1137,133,113,113
18108,00,6,6,2,1,1,53141,4,1029,102,113,103
18109,10,6,6,2,1,0,4,1138,113,132,10421,102
18114,33,6,6,2,1,0,6,1138,103,113,103,113
18116,44,6,6,2,1,1,62941,5,1027,103,103,113
18117,54,6,6,2,1,0,6,1039,103,103,133,10401
18118,55,6,6,2,1,0,63041,6,1128,103,113,103
18119,56,6,6,2,1,1,43141,5,1038,113,103,113
18120,66,6,6,2,1,1,394,1029,103,133,103,113
18121,67,6,6,2,1,0,4,1138,111,101,101,102
18122,77,6,6,2,1,0,6,1128,101,101,101,102
18123,87,6,6,2,1,1,42941,5,1119,101,102,103
18126,99,6,6,2,1,0,43241,6,1138,113,111,10328
18129,1110,6,6,2,1,0,42941,4,1139,132,103,1332935
18130,1111,6,6,2,1,0,4,1029,103,113,112,103
18132,00,0,0,0,0,1,43241,5,1119,101,102,1132934
18134,030,0,0,0,0,1,4,1019,102,113,113,113
18136,3030,0,0,0,0,1,62941,4,1019,102,103,213
18138,00,0,1,0,0,0,4,1029,102,101,102,101
18140,1515,0,1,0,0,0,43241,6,1139,113,113,113
18141,1530,0,1,0,0,0,43241,5,1138,113,103,111
18142,1540,0,1,0,0,0,4,1028,103,113,102,10128
18149,150,2,1,0,0,0,43241,4,1138,111,103,19328
18152,3030,2,1,0,0,0,4,1028,102,103,113,113
18156,00,3,1,0,0,1,43041,5,1118,101,103,113
18162,300,4,1,0,0,0,63141,6,1138,113,112,101
18165,4030,4,1,0,0,0,63141,4,1139,112,103,111
18166,00,4,2,0,0,1,42941,6,1129,103,112,101
18167,150,4,2,0,0,1,4,1138,113,113,103,132
18170,4015,4,2,0,0,1,6,1127,111,102,111,101
18176,00,5,3,0,0,1,6,1118,101,101,102,102
18180,1540,5,3,0,0,1,63141,6,1029,101,122,103
18181,3040,5,3,0,0,1,43141,6,1017,102,113,1133134
18183,150,5,4,0,0,0,42941,5,1128,103,212,24431
18187,4030,5,4,0,0,0,4,1139,111,101,101,101
18193,150,6,5,0,0,0,43141,5,1129,101,101,1013134
18196,4015,6,5,0,0,0,4,1029,112,113,111,1013035
18200,30,6,6,0,0,1,4,1127,10401,202,163,211
18203,06,6,6,0,0,0,6,1119,101,101,103,113
18209,4015,0,0,1,0,0,43141,5,1127,113,113,113
18212,5040,0,0,1,0,0,63141,4,1139,112,101,101
18215,00,0,1,1,0,1,6,1138,113,112,102,101
18218,3015,0,1,1,0,1,4,1138,111,102,113,133
18220,00,1,1,1,0,0,4,1029,102,113,113,113
18221,015,1,1,1,0,0,62941,6,1028,103,113,1133135
18222,030,1,1,1,0,0,43241,6,1138,111,103,111
18223,040,1,1,1,0,0,4,1138,113,113,113,111
18224,00,2,1,1,0,1,6,1129,102,101,103,111
18228,3030,2,1,1,0,1,6,1329,101,122,111,101
18230,4040,2,1,1,0,1,6,1327,103,112,101,101
18232,00,2,2,1,0,0,43041,5,1028,111,101,101
18235,3015,2,2,1,0,0,4,1138,103,213,2443401,202
18237,4030,2,2,1,0,0,43041,4,1138,101,101,10403
18241,3015,2,3,1,0,1,4,1128,103,112,101,101
18245,5040,2,3,1,0,1,4,1128,103,133,101,103
18248,300,3,3,1,0,0,43041,4,1028,101,101,103
18251,150,3,4,1,0,1,4,1129,101,101,103,113
18252,300,3,4,1,0,1,43141,6,1327,10403,212,1633134
18253,3015,3,4,1,0,1,4,1138,113,11422,103,112
18257,015,4,4,1,0,0,4,1138,113,111,103,113
18258,030,4,4,1,0,0,42941,5,1128,103,113,113
18259,040,4,4,1,0,0,43241,4,1137,112,103,113
18260,1540,4,4,1,0,0,4,1029,102,113,111,101
18261,00,5,4,1,0,1,43041,4,1039,113,113,113
18262,015,5,4,1,0,1,6,1038,103,112,103,112
18263,030,5,4,1,0,1,3963141,6,1117,103,112,103
18265,3030,5,4,1,0,1,62941,5,1019,101,103,113
18269,00,0,0,2,0,0,42941,5,1138,112,111,101
18270,150,0,0,2,0,0,42941,4,1137,113,112,103
18272,3015,0,0,2,0,0,63241,4,1138,133,101,1012935
18276,015,0,1,2,0,1,42941,4,1127,112,102,102
18277,1515,0,1,2,0,1,6,1118,101,101,101,101
18281,4040,0,1,2,0,1,6,1119,103,113,113,113
18282,5040,0,1,2,0,1,6,1029,103,112,101,101
18283,4040,0,1,2,0,1,4,1029,103,111,101,103
18289,00,1,2,2,0,1,4,1238,113,113,101,1222935
18291,300,1,2,2,0,1,6,1128,101,101,10423,133
18293,4015,1,2,2,0,1,6,1129,103,10401,201,163
18296,300,2,2,2,0,0,4,1027,103,113,101,102
18297,3015,2,2,2,0,0,4,1137,111,121,10403,113
18298,4015,2,2,2,0,0,63141,5,1029,113,111,101
18303,00,3,3,2,0,0,4,1028,101,101,102,101
18304,015,3,3,2,0,0,63141,5,1139,102,101,103
18306,1530,3,3,2,0,0,4,1139,103,113,111,101
18307,1540,3,3,2,0,0,4,1028,112,113,111,1223135
18308,3040,3,3,2,0,0,6,1029,102,113,113,112
18309,00,4,3,2,0,1,4,1018,102,112,103,113
18311,030,4,3,2,0,1,3943041,6,1128,103,113,111
18312,1530,4,3,2,0,1,396,1038,113,113,113,113
18313,3030,4,3,2,0,1,43141,4,1018,102,113,113
18317,300,5,3,2,0,0,43241,5,1019,101,102,113
18321,150,5,4,2,0,1,63141,5,1128,101,101,101
18325,00,0,0,0,0,0,62941,6,1128,103,112,1033134
18328,1530,0,0,0,0,0,5,1028,101,103,102,10423
18329,1540,0,0,0,0,0,62941,5,1018,111,103,103
18333,00,1,0,0,0,1,4,1139,112,103,112,1113034
18338,150,1,1,0,0,0,62941,6,1019,111,103,123
18342,00,2,1,0,0,1,5,1028,103,103,103,101
18345,400,2,1,0,0,1,43141,4,1037,111,133,191
18347,150,2,2,0,0,0,53141,5,1029,101,101,111
18348,1515,2,2,0,0,0,6,1128,103,111,111,103
18349,3015,2,2,0,0,0,6,1027,103,111,111,101
18350,4015,2,2,0,0,0,4,1028,24402,202,16401,1012935
18351,00,3,2,0,0,1,4,1338,111,113,11401,11328
18352,015,3,2,0,0,1,42941,6,1139,103,103,112
18356,3040,3,2,0,0,1,43141,5,1038,113,103,111
18358,4050,3,2,0,0,1,43141,6,1138,113,101,101
18360,015,4,2,0,0,0,62941,5,1038,101,101,111
18361,030,4,2,0,0,0,42941,5,1127,101,121,10403
18362,1530,4,2,0,0,0,5,1029,103,101,113,111
18365,00,5,2,0,0,1,5,1029,113,103,113,103
18366,015,5,2,0,0,1,43141,4,1029,101,103,113
18370,00,5,3,0,0,0,63141,6,1119,111,101,111
18371,150,5,3,0,0,0,5,1029,103,111,111,103
18373,1530,5,3,0,0,0,63141,5,1139,103,113,103
18377,1515,5,4,0,0,1,42941,4,1117,102,103,113
18378,3015,5,4,0,0,1,4,1037,193,12453,211,16128
18382,150,5,5,0,0,0,63041,6,1037,103,132,10128
18384,400,5,5,0,0,0,4,1128,111,102,101,1032935
18385,00,6,5,0,0,1,5,1029,101,111,101,111
18387,1515,6,5,0,0,1,63141,4,1138,111,111,102
18388,3015,6,5,0,0,1,42941,6,1128,103,103,10128
18389,4015,6,5,0,0,1,6,1029,101,111,103,103
18390,00,6,6,0,0,0,62941,6,1118,111,103,103
18391,10,6,6,0,0,1,6,1128,103,103,111,131
18392,11,6,6,0,0,1,43041,4,1129,113,103,111
18393,21,6,6,0,0,0,52941,5,1028,111,101,113
18394,31,6,6,0,0,0,6,1128,103,131,111,101
18395,23,6,6,0,0,1,6,1329,101,113,101,1135
18396,33,6,6,0,0,1,394,1129,103,103,113,10128
18397,43,6,6,0,0,0,6,1029,103,113,103,111
18398,53,6,6,0,0,0,43141,6,1118,111,101,113
18399,45,6,6,0,0,1,6,1138,112,101,101,113
18401,00,0,0,1,0,1,43241,4,1119,103,103,113
18406,150,0,1,1,0,0,63141,5,1029,112,103,103
18410,00,1,1,1,0,1,62941,4,1128,103,103,103
18412,030,1,1,1,0,1,4,1127,103,103,19401,1345128
18413,040,1,1,1,0,1,6,1137,10401,111,143,101
18416,300,2,1,1,0,0,4,1018,113,113,103,11128
18424,4015,3,1,1,0,1,63141,4,1129,102,102,1023134
18425,4030,3,1,1,0,1,6,1137,11401,213,171,131
18426,00,3,2,1,0,0,63041,6,1128,101,102,10403
18429,400,3,2,1,0,0,43041,5,1027,101,102,103
18430,00,4,2,1,0,1,394,1329,101,132,10401,1132935
18433,400,4,2,1,0,1,42941,5,1117,102,103,113
18435,00,4,3,1,0,0,6,114218,103,113,103,112
18436,150,4,3,1,0,0,6,1028,101,101,101,101
18439,3030,4,3,1,0,0,63041,5,1018,113,113,103
18445,4040,4,3,1,0,0,42941,6,1119,103,112,102
18452,3040,5,3,1,0,1,6,1127,101,111,101,11328
18454,150,0,0,0,0,1,5,1029,103,103,113,101
18455,1515,0,0,0,0,1,4,1019,103,113,111,103
18459,4040,0,0,0,0,1,4,1039,112,103,113,132
18460,5040,0,0,0,0,1,3963141,4,1138,113,113,113
18461,00,1,0,0,0,0,62941,5,1128,102,112,101
18468,030,1,1,0,0,1,63041,6,1329,103,113,113
18471,3040,1,1,0,0,1,4,1138,113,133,111,101
18472,4040,1,1,0,0,1,6,1138,113,102,101,101
18473,4050,1,1,0,0,1,53141,5,1039,113,11422,102
18475,015,1,2,0,0,0,43141,4,1137,113,111,101
18478,1540,1,2,0,0,0,62941,5,1029,113,113,103
18479,00,2,2,0,0,1,62941,395,1038,113,133,101
18480,015,2,2,0,0,1,42941,4,1128,113,113,102
18482,3015,2,2,0,0,1,5,1037,113,112,103,113
18484,4030,2,2,0,0,1,4,1137,111,102,113,113
18485,4040,2,2,0,0,1,42941,5,1038,113,113,113
18486,4050,2,2,0,0,1,4,1139,113,133,113,112
18487,4040,2,2,0,0,1,43041,5,1039,113,112,113
18488,5040,2,2,0,0,1,5,1038,113,133,103,133
18490,5040,2,2,0,0,1,4,1138,111,103,111,101
18491,4040,2,2,0,0,1,4,1028,113,133,111,101
18494,5040,2,2,0,0,1,6,1039,113,103,112,101
18497,00,3,2,0,0,0,4,1028,103,113,112,103
18498,015,3,2,0,0,0,6,1028,101,102,101,102
18499,030,3,2,0,0,0,6,1129,103,132,10403,113
18507,3040,4,2,0,0,1,63041,5,1128,103,113,1033034
18510,300,4,3,0,0,0,63041,6,1119,103,133,10128
18512,4015,4,3,0,0,0,6,1329,103,113,103,113
18518,015,5,4,0,0,0,4,1137,133,113,113,113
18519,1515,5,4,0,0,0,4,1017,101,102,11403,113
18520,1530,5,4,0,0,0,43041,4,1138,113,103,101
18524,5040,5,4,0,0,0,4,1129,101,103,102,1113034
18529,3030,5,5,0,0,1,43041,6,1128,112,103,111
18532,150,6,5,0,0,0,42941,5,1128,101,102,103
18535,4015,6,5,0,0,0,63041,6,1138,113,113,1113134
18536,4030,6,5,0,0,0,42941,4,1138,112,102,101
18537,00,6,6,0,0,1,62941,4,1028,102,103,113
18539,11,6,6,0,0,0,42941,6,1127,103,111,101
18540,21,6,6,0,0,1,4,1129,103,103,113,103
18541,22,6,6,0,0,1,4,1039,113,113,101,101
18544,34,6,6,0,0,1,43141,5,1129,103,103,103
18546,54,6,6,0,0,0,6,1038,112,102,101,103
18548,56,6,6,0,0,1,43141,5,1118,101,101,103
18551,030,0,0,0,1,0,62941,4,1018,103,133,10128
18553,3030,0,0,0,1,0,6,1129,103,113,102,101
18555,00,0,1,0,1,1,63141,4,1029,112,133,113
18556,150,0,1,0,1,1,4,1138,111,101,102,112
18557,300,0,1,0,1,1,6,1139,112,103,191,12453
18560,4030,0,1,0,1,1,3952941,5,1138,102,102,101
18562,4050,0,1,0,1,1,4,1128,101,102,11403,133
18564,5040,0,1,0,1,1,396,1029,101,101,101,101
18565,4040,0,1,0,1,1,42941,4,1018,101,102,1133134
18566,4050,0,1,0,1,1,3943141,4,1138,103,132,103
18567,4040,0,1,0,1,1,5,1138,113,133,111,101
18568,4050,0,1,0,1,1,63141,6,1038,113,113,103
18570,150,0,2,0,1,0,42941,4,1129,101,122,10328
18571,300,0,2,0,1,0,63141,5,1139,113,113,113
18574,150,0,3,0,1,1,53141,4,1129,103,113,101
18581,400,1,3,0,1,0,6,1029,103,112,101,1013234
18582,00,1,4,0,1,1,4,1029,103,132,10403,2135
18584,1515,1,4,0,1,1,6,1128,101,101,102,1123134
18587,00,2,4,0,1,0,42941,6,1129,111,101,102
18589,1515,2,4,0,1,0,43041,6,1139,111,102,113
18596,150,2,5,0,1,1,4,1137,111,103,112,101
18605,00,0,0,0,2,1,43041,5,1028,111,122,10403
18608,1530,0,0,0,2,1,4,1139,103,112,103,112
18610,3040,0,0,0,2,1,6,1038,113,113,113,133
18611,4040,0,0,0,2,1,4,1028,103,133,101,101
18613,4040,0,0,0,2,1,6,1118,101,101,102,10328
18614,4050,0,0,0,2,1,42941,5,1128,101,101,1012934
18615,00,0,1,0,2,0,4,1018,102,113,133,111
18624,00,0,3,0,2,0,63041,6,1138,111,102,103
18631,1530,0,4,0,2,1,63141,6,1027,113,132,101
18633,3040,0,4,0,2,1,42941,6,1028,113,101,101
18637,400,0,5,0,2,0,4,1118,121,10403,113,151
18641,030,0,0,0,0,1,42941,4,1128,112,113,112
18645,150,0,1,0,0,0,4,1118,102,111,101,101
18646,1515,0,1,0,0,0,42941,6,1129,112,102,113
18650,150,0,2,0,0,1,4,1138,113,113,112,111
18651,300,0,2,0,0,1,6,1118,103,113,111,101
18652,3015,0,2,0,0,1,4,1138,111,101,103,112
18655,150,1,2,0,0,0,43241,4,1138,113,112,113
18657,400,1,2,0,0,0,5,1228,101,101,102,10128
18660,150,1,3,0,0,1,4,1137,113,102,112,1033234
18661,300,1,3,0,0,1,5,1128,191,122,10403,132
18664,150,2,3,0,0,0,63041,4,1128,102,101,101
18665,1515,2,3,0,0,0,5,1128,111,101,101,103
18666,1530,2,3,0,0,0,5,1038,112,101,101,103
18670,150,2,4,0,0,1,4,1128,103,113,112,10328
18671,1515,2,4,0,0,1,5,1127,103,112,103,113
18679,1515,3,4,0,0,0,43141,5,1028,112,133,112
18682,00,3,5,0,0,1,4,1027,103,113,113,102
18683,015,3,5,0,0,1,63041,6,1027,103,112,102
18692,00,0,0,0,1,1,4,1027,113,113,111,101
18693,015,0,0,0,1,1,4,1128,101,101,101,101
18697,4030,0,0,0,1,1,53141,5,1028,113,111,101
18698,00,1,0,0,1,0,63041,5,1128,102,111,102
18699,150,1,0,0,1,0,4,1118,101,101,102,1133035
18704,015,1,1,0,1,1,42941,4,1128,111,102,112
18707,3030,1,1,0,1,1,5,1129,112,113,112,11128
18709,00,1,2,0,1,0,6,1329,112,103,113,112
18714,00,1,3,0,1,1,4,1018,102,113,111,121
18716,300,1,3,0,1,1,63141,4,1028,102,102,103
18719,4030,1,3,0,1,1,43141,5,1028,102,103,1133034
18720,4040,1,3,0,1,1,6,1118,103,112,103,113
18723,150,2,3,0,1,0,6,1027,112,103,113,113
18724,300,2,3,0,1,0,53141,5,1128,101,102,192
18731,3030,2,4,0,1,1,4,1027,101,101,102,112
18732,3040,2,4,0,1,1,43141,4,1138,113,112,112
18733,4040,2,4,0,1,1,4,1018,102,113,191,121
18734,5040,2,4,0,1,1,43141,4,1128,102,102,101
18743,1515,3,5,0,1,1,62941,5,1129,102,101,102
18751,00,0,0,0,0,1,62941,4,1018,101,102,101
18754,1530,0,0,0,0,1,4,1129,102,103,111,1013234
18757,4040,0,0,0,0,1,62941,4,1028,112,111,103
18758,4050,0,0,0,0,1,63141,5,1128,103,113,101
18761,4040,0,0,0,0,1,4,1237,133,112,101,102
18762,4050,0,0,0,0,1,4,1138,112,102,111,121
18763,4040,0,0,0,0,1,42941,5,1118,101,101,102
18765,4040,0,0,0,0,1,42941,5,1138,111,121,10401
18766,4050,0,0,0,0,1,396,1028,103,113,113,112
18769,4040,0,0,0,0,1,4,1039,113,111,103,193
18770,5040,0,0,0,0,1,62941,4,1138,112,112,103
18776,150,1,0,0,0,0,6,1029,113,113,113,193
18777,300,1,0,0,0,0,43041,5,1039,133,112,103
18778,3015,1,0,0,0,0,43241,6,1028,102,103,112
18783,400,1,1,0,0,1,43141,4,1137,113,113,1113034
18785,00,2,1,0,0,0,4,1028,113,111,101,102
18786,015,2,1,0,0,0,6,1038,113,113,113,133
18790,4030,2,1,0,0,0,42941,5,1128,101,103,1133034
18792,5040,2,1,0,0,0,6,1029,101,101,101,103
18793,4040,2,1,0,0,0,62941,5,1039,132,101,1022935
18795,4040,2,1,0,0,0,5,1038,113,113,111,1212935
18796,5040,2,1,0,0,0,6,1038,113,113,113,113
18800,3015,2,2,0,0,1,4,1338,10403,112,141,101
18803,150,3,2,0,0,0,6,1029,102,10401,203,16328
18804,1515,3,2,0,0,0,4,1018,102,103,113,113
18807,4030,3,2,0,0,0,4,1138,112,103,112,102
18808,4040,3,2,0,0,0,5,1029,102,102,101,102
18810,4040,3,2,0,0,0,4,1018,101,123,113,113
18813,5040,3,2,0,0,0,6,1027,103,112,103,111
18814,00,3,3,0,0,1,02729,112,111,101,101,101
18818,3030,3,3,0,0,1,43041,5,1129,102,113,111
18819,3040,3,3,0,0,1,4,1129,103,113,112,112
18820,00,3,4,0,0,0,6,1117,101,103,113,1113134
18823,3015,3,4,0,0,0,4,1038,113,133,112,103
18824,3030,3,4,0,0,0,4,1039,113,132,101,101
18826,4040,3,4,0,0,0,43241,5,1038,113,131,102
18827,4050,3,4,0,0,0,42941,6,1027,101,101,103
18828,4040,3,4,0,0,0,63141,6,1139,113,112,103
18829,5040,3,4,0,0,0,4,1319,101,101,101,103
18831,5040,3,4,0,0,0,42941,6,1028,113,113,111
18832,4040,3,4,0,0,0,3942941,6,1139,113,113,113
18834,00,4,4,0,0,1,62941,5,1129,103,132,103
18835,150,4,4,0,0,1,5,1139,133,103,111,102
18838,00,5,4,0,0,0,6,1138,11403,112,141,10451
18841,3015,5,4,0,0,0,4,1138,111,101,101,121
18843,00,5,5,0,0,1,63141,4,1027,112,113,113
18844,150,5,5,0,0,1,42941,6,1229,10403,133,16328
18848,00,6,5,0,0,0,62941,5,1018,101,101,1033034
18852,4015,6,5,0,0,0,4,1038,133,111,102,103
18854,01,6,6,0,0,0,4,1129,103,133,113,113
18855,02,6,6,0,0,0,63141,6,1128,101,101,101
18856,21,6,6,0,0,1,42941,4,1137,112,103,113
18857,31,6,6,0,0,1,42941,5,1038,111,101,101
18860,43,6,6,0,0,1,42941,5,1038,112,101,101
18862,54,6,6,0,0,0,6,1029,103,112,111,102
18863,55,6,6,0,0,0,63141,5,1128,112,102,101
18867,77,6,6,0,0,0,42941,5,1119,102,102,103
18868,87,6,6,0,0,1,42941,6,1038,112,111,102
18874,3015,0,0,0,1,0,6,1029,103,113,111,1013135
18875,4015,0,0,0,1,0,4,1128,113,113,191,10128
18877,00,0,1,0,1,1,63041,6,1128,111,121,10403
18881,4015,0,1,0,1,1,43041,5,1028,103,111,10328
18882,00,1,1,0,1,0,3962941,395,1128,103,133,1113034
18883,015,1,1,0,1,0,396,1029,102,113,113,133
18885,1530,1,1,0,1,0,43141,5,1129,112,101,122
18886,3030,1,1,0,1,0,5,1128,113,133,113,111
18889,015,1,2,0,1,1,6,1239,113,113,113,112
18893,00,2,2,0,1,0,43041,5,1129,112,111,101
18896,1530,2,2,0,1,0,6,1028,102,102,103,133
18897,3030,2,2,0,1,0,43041,5,1129,112,103,133
18898,3040,2,2,0,1,0,63141,5,1137,113,112,101
18901,4040,2,2,0,1,0,63141,4,1027,101,101,101
18908,4030,2,3,0,1,1,43241,5,1129,103,113,111
18910,5040,2,3,0,1,1,43141,5,1139,112,102,112
18911,00,3,3,0,1,0,4,1018,102,111,101,103
18920,4015,3,4,0,1,1,43141,6,1138,113,111,1013234
18921,4030,3,4,0,1,1,6,1039,113,113,113,1133134
18922,00,4,4,0,1,0,6,1329,103,111,101,101
18924,1515,4,4,0,1,0,6,1128,101,101,101,101
18928,015,4,5,0,1,1,42941,6,1028,111,103,112
18933,4040,4,5,0,1,1,4,1028,11403,133,151,103
18934,5040,4,5,0,1,1,62941,5,1139,111,103,113
18935,00,5,5,0,1,0,6,1129,102,103,112,103
18936,015,5,5,0,1,0,4,1339,111,101,103,113
18937,030,5,5,0,1,0,4,1228,103,113,112,101
18940,3040,5,5,0,1,0,42941,5,1129,102,101,102
18941,00,6,5,0,1,1,43041,5,1027,133,113,111
18943,300,6,5,0,1,1,43041,6,1139,113,113,112
18945,00,0,0,1,1,0,42941,5,1129,112,112,101
18951,1515,0,1,1,1,1,52941,4,1229,103,133,1033234
18952,1530,0,1,1,1,1,63041,5,1137,132,113,113
18958,015,1,1,1,1,0,6,1029,111,102,101,1033134
18961,3030,1,1,1,1,0,6,1329,101,102,102,11422
18962,3040,1,1,1,1,0,62941,4,1138,113,133,133
18963,00,2,1,1,1,1,43141,395,1129,111,101,10403
18964,150,2,1,1,1,1,5,1037,112,102,112,103
18968,00,2,2,1,1,0,4,1027,103,113,111,1012934
18969,150,2,2,1,1,0,42941,5,1138,113,113,113
18970,1515,2,2,1,1,0,6,1128,103,113,111,101
18971,1530,2,2,1,1,0,43041,395,1138,113,113,1113034
18972,1540,2,2,1,1,0,4,1028,112,133,112,102
18973,00,3,2,1,1,1,4,1039,111,101,101,102
18976,3015,3,2,1,1,1,43141,5,1138,112,111,101
18978,00,4,2,1,1,0,6,1128,103,133,113,131
18981,1530,4,2,1,1,0,6,1038,111,101,101,103
18982,1540,4,2,1,1,0,6,1138,111,101,102,112
18984,015,5,2,1,1,1,52941,6,1028,101,103,1942128
