,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
7884,40,15,3,2,2,0,4
7885,0,0,5,2,2,0,4
7886,0,15,5,2,2,0,4
7887,15,15,5,2,2,0,4
7889,30,30,5,2,2,0,6
7890,40,30,5,2,2,0,6
7891,40,40,5,2,2,0,4
7892,50,40,5,2,2,0,4
7893,0,0,1,0,0,0,6
7894,15,0,1,0,0,0,4
7895,30,0,1,0,0,0,4
7896,40,0,1,0,0,0,6
7897,0,0,2,1,0,0,5
7898,15,0,2,1,0,0,4
7899,15,15,2,1,0,0,4
7900,30,15,2,1,0,0,6
7901,30,30,2,1,0,0,6
7902,40,30,2,1,0,0,4
7903,0,0,3,2,0,0,4
7904,15,0,3,2,0,0,4
7905,30,0,3,2,0,0,4
7906,40,0,3,2,0,0,6
7907,0,0,3,4,0,0,4
7908,15,0,3,4,0,0,4
7909,30,0,3,4,0,0,4
7910,40,0,3,4,0,0,4
7911,40,15,3,4,0,0,6
7912,0,0,4,5,0,0,4
7913,0,15,4,5,0,0,5
7914,15,15,4,5,0,0,6
7915,30,15,4,5,0,0,6
7916,40,15,4,5,0,0,4
7917,0,0,1,0,0,1,4
7918,15,0,1,0,0,1,6
7919,30,0,1,0,0,1,5
7920,30,15,1,0,0,1,6
7921,40,15,1,0,0,1,6
7922,40,30,1,0,0,1,4
7923,40,40,1,0,0,1,6
7924,40,50,1,0,0,1,4
7925,0,0,2,1,0,1,4
7926,15,0,2,1,0,1,4
7927,30,0,2,1,0,1,4
7928,40,0,2,1,0,1,5
7929,0,0,3,2,0,1,6
7930,15,0,3,2,0,1,6
7931,15,15,3,2,0,1,6
7932,30,15,3,2,0,1,6
7933,40,15,3,2,0,1,4
7934,0,0,3,4,0,1,6
7935,15,0,3,4,0,1,6
7936,15,15,3,4,0,1,6
7937,30,15,3,4,0,1,5
7938,40,15,3,4,0,1,4
7939,40,30,3,4,0,1,6
7940,0,0,4,5,0,1,6
7941,15,0,4,5,0,1,4
7942,15,15,4,5,0,1,6
7943,30,15,4,5,0,1,4
7944,30,30,4,5,0,1,5
7945,40,30,4,5,0,1,5
7946,0,0,1,0,0,0,4
7947,0,15,1,0,0,0,4
7948,15,15,1,0,0,0,4
7949,30,15,1,0,0,0,6
7950,40,15,1,0,0,0,4
7951,0,0,1,2,0,0,6
7952,0,15,1,2,0,0,4
7953,0,30,1,2,0,0,5
7954,15,30,1,2,0,0,4
7955,30,30,1,2,0,0,6
7956,40,30,1,2,0,0,6
7957,40,40,1,2,0,0,4
7958,50,40,1,2,0,0,5
7959,0,0,2,3,0,0,4
7960,15,0,2,3,0,0,5
7961,15,15,2,3,0,0,4
7962,15,30,2,3,0,0,4
7963,30,30,2,3,0,0,6
7965,40,40,2,3,0,0,6
7966,50,40,2,3,0,0,5
7967,40,40,2,3,0,0,4
7968,50,40,2,3,0,0,6
7969,0,0,3,4,0,0,5
7970,15,0,3,4,0,0,6
7971,30,0,3,4,0,0,5
7972,40,0,3,4,0,0,6
7973,40,15,3,4,0,0,6
7974,40,30,3,4,0,0,6
7975,40,40,3,4,0,0,5
7976,50,40,3,4,0,0,6
7977,40,40,3,4,0,0,4
7978,50,40,3,4,0,0,5
7980,50,40,3,4,0,0,6
7981,40,40,3,4,0,0,4
7982,50,40,3,4,0,0,4
7983,0,0,4,5,0,0,4
7984,15,0,4,5,0,0,6
7985,30,0,4,5,0,0,4
7986,30,15,4,5,0,0,4
7987,30,30,4,5,0,0,6
7988,30,40,4,5,0,0,4
7990,50,40,4,5,0,0,4
7991,0,0,1,0,0,1,5
7992,0,15,1,0,0,1,4
7993,0,30,1,0,0,1,6
7994,0,40,1,0,0,1,5
7995,15,40,1,0,0,1,6
7996,30,40,1,0,0,1,6
7997,0,0,3,0,0,1,6
7998,15,0,3,0,0,1,6
7999,30,0,3,0,0,1,4
8000,40,0,3,0,0,1,4
8001,0,0,4,1,0,1,6
8002,0,15,4,1,0,1,4
8003,0,30,4,1,0,1,6
8004,15,30,4,1,0,1,4
8005,15,40,4,1,0,1,5
8006,0,0,5,2,0,1,6
8007,0,15,5,2,0,1,4
8008,0,30,5,2,0,1,6
8009,15,30,5,2,0,1,4
8010,15,40,5,2,0,1,5
8011,30,40,5,2,0,1,4
8012,40,40,5,2,0,1,6
8013,50,40,5,2,0,1,4
8014,0,0,0,0,1,1,6
8015,15,0,0,0,1,1,6
8016,30,0,0,0,1,1,5
8017,40,0,0,0,1,1,4
8018,0,0,1,1,1,1,4
8019,15,0,1,1,1,1,6
8020,30,0,1,1,1,1,4
8021,40,0,1,1,1,1,5
8023,0,0,1,3,1,1,4
8024,0,15,1,3,1,1,4
8025,0,30,1,3,1,1,4
8027,15,40,1,3,1,1,4
8028,30,40,1,3,1,1,6
8029,40,40,1,3,1,1,4
8030,40,50,1,3,1,1,5
8031,0,0,3,3,1,1,4
8032,15,0,3,3,1,1,4
8033,15,15,3,3,1,1,4
8034,30,15,3,3,1,1,4
8035,30,30,3,3,1,1,4
8036,40,30,3,3,1,1,6
8037,0,0,3,5,1,1,4
8038,15,0,3,5,1,1,4
8039,30,0,3,5,1,1,4
8040,40,0,3,5,1,1,4
8041,40,15,3,5,1,1,4
8042,0,0,0,1,0,0,4
8043,15,0,0,1,0,0,4
8044,15,15,0,1,0,0,6
8045,30,15,0,1,0,0,6
8046,40,15,0,1,0,0,6
8047,0,0,1,2,0,0,4
8048,15,0,1,2,0,0,6
8050,40,0,1,2,0,0,6
8051,40,15,1,2,0,0,6
8052,0,0,1,4,0,0,6
8053,15,0,1,4,0,0,6
8054,30,0,1,4,0,0,6
8055,40,0,1,4,0,0,6
8056,0,0,2,5,0,0,6
8057,15,0,2,5,0,0,4
8059,30,15,2,5,0,0,4
8060,40,15,2,5,0,0,6
8061,0,0,0,1,0,1,4
8062,0,15,0,1,0,1,4
8063,15,15,0,1,0,1,6
8064,30,15,0,1,0,1,6
8065,40,15,0,1,0,1,4
8066,0,0,1,2,0,1,4
8068,15,15,1,2,0,1,4
8069,30,15,1,2,0,1,4
8070,40,15,1,2,0,1,4
8071,0,0,1,4,0,1,6
8072,0,15,1,4,0,1,6
8073,15,15,1,4,0,1,6
8074,30,15,1,4,0,1,4
8075,40,15,1,4,0,1,4
8076,40,30,1,4,0,1,6
8077,40,40,1,4,0,1,4
8078,50,40,1,4,0,1,4
8079,40,40,1,4,0,1,6
8080,50,40,1,4,0,1,4
8081,0,0,2,5,0,1,6
8082,15,0,2,5,0,1,5
8083,30,0,2,5,0,1,4
8084,30,15,2,5,0,1,4
8085,30,30,2,5,0,1,4
8086,30,40,2,5,0,1,4
8087,40,40,2,5,0,1,6
8088,50,40,2,5,0,1,4
8089,0,0,1,0,0,2,5
8090,15,0,1,0,0,2,5
8091,30,0,1,0,0,2,6
8092,40,0,1,0,0,2,4
8093,0,0,2,1,0,2,6
8095,30,0,2,1,0,2,6
8096,40,0,2,1,0,2,4
8097,0,0,3,2,0,2,6
8098,15,0,3,2,0,2,6
8099,30,0,3,2,0,2,4
8100,40,0,3,2,0,2,6
8101,0,0,4,3,0,2,4
8102,0,15,4,3,0,2,4
8103,15,15,4,3,0,2,4
8104,30,15,4,3,0,2,4
8105,30,30,4,3,0,2,4
8106,30,40,4,3,0,2,4
8107,40,40,4,3,0,2,4
8108,50,40,4,3,0,2,4
8109,0,0,5,4,0,2,6
8110,15,0,5,4,0,2,6
8111,15,15,5,4,0,2,6
8112,30,15,5,4,0,2,6
8113,30,30,5,4,0,2,4
8114,30,40,5,4,0,2,6
8115,40,40,5,4,0,2,4
8116,40,50,5,4,0,2,6
8117,40,40,5,4,0,2,4
8118,50,40,5,4,0,2,6
8119,0,0,6,5,0,2,4
8120,0,15,6,5,0,2,5
8121,0,30,6,5,0,2,6
8122,15,30,6,5,0,2,6
8123,15,40,6,5,0,2,4
8124,30,40,6,5,0,2,6
8125,40,40,6,5,0,2,4
8126,40,50,6,5,0,2,6
8127,40,40,6,5,0,2,4
8128,50,40,6,5,0,2,6
8129,40,40,6,5,0,2,4
8130,50,40,6,5,0,2,6
8131,0,1,6,6,0,2,4
8132,1,1,6,6,0,2,6
8133,4,1,6,6,0,2,6
8134,5,1,6,6,0,2,4
8135,6,3,6,6,0,2,6
8136,0,0,1,0,0,0,4
8137,15,0,1,0,0,0,6
8138,15,15,1,0,0,0,4
8139,30,15,1,0,0,0,4
8140,40,15,1,0,0,0,4
8141,0,0,2,1,0,0,4
8142,15,0,2,1,0,0,4
8143,15,15,2,1,0,0,4
8144,30,15,2,1,0,0,4
8145,40,15,2,1,0,0,6
8146,0,0,3,2,0,0,6
8147,0,15,3,2,0,0,4
8148,15,15,3,2,0,0,4
8149,15,30,3,2,0,0,6
8150,30,30,3,2,0,0,4
8151,40,30,3,2,0,0,6
8152,40,40,3,2,0,0,4
8153,50,40,3,2,0,0,6
8154,0,0,3,4,0,0,5
8155,15,0,3,4,0,0,4
8156,30,0,3,4,0,0,4
8157,40,0,3,4,0,0,4
8158,40,15,3,4,0,0,4
8159,0,0,4,5,0,0,6
8160,15,0,4,5,0,0,4
8161,30,0,4,5,0,0,6
8162,40,0,4,5,0,0,6
8163,0,0,1,0,0,1,6
8164,15,0,1,0,0,1,4
8165,30,0,1,0,0,1,4
8166,30,15,1,0,0,1,4
8167,30,30,1,0,0,1,6
8168,40,30,1,0,0,1,4
8169,40,40,1,0,0,1,6
8170,50,40,1,0,0,1,4
8171,0,0,2,1,0,1,5
8172,0,15,2,1,0,1,6
8173,0,30,2,1,0,1,6
8174,15,30,2,1,0,1,6
8175,15,40,2,1,0,1,6
8176,0,0,3,2,0,1,4
8177,0,15,3,2,0,1,5
8178,0,30,3,2,0,1,6
8179,15,30,3,2,0,1,6
8180,30,30,3,2,0,1,6
8181,40,30,3,2,0,1,6
8182,40,40,3,2,0,1,5
8183,40,50,3,2,0,1,5
8184,40,40,3,2,0,1,6
8185,40,50,3,2,0,1,6
8186,0,0,5,2,0,1,6
8187,0,15,5,2,0,1,6
8188,15,15,5,2,0,1,6
8189,30,15,5,2,0,1,6
8190,40,15,5,2,0,1,4
8191,40,30,5,2,0,1,6
8192,0,0,0,0,1,1,4
8193,0,15,0,0,1,1,4
8194,15,15,0,0,1,1,4
8195,30,15,0,0,1,1,4
8196,30,30,0,0,1,1,6
8197,40,30,0,0,1,1,4
8198,0,0,1,1,1,1,6
8199,15,0,1,1,1,1,6
8200,30,0,1,1,1,1,6
8201,40,0,1,1,1,1,6
8202,40,15,1,1,1,1,6
8203,0,0,2,2,1,1,4
8204,15,0,2,2,1,1,6
8205,30,0,2,2,1,1,4
8206,40,0,2,2,1,1,4
8207,0,0,3,3,1,1,6
8208,15,0,3,3,1,1,4
8209,30,0,3,3,1,1,4
8210,30,15,3,3,1,1,4
8211,30,30,3,3,1,1,4
8212,40,30,3,3,1,1,4
8213,0,0,4,4,1,1,4
8214,0,15,4,4,1,1,6
8215,15,15,4,4,1,1,6
8216,30,15,4,4,1,1,6
8217,40,15,4,4,1,1,6
8218,0,0,5,5,1,1,4
8219,0,15,5,5,1,1,6
8220,0,30,5,5,1,1,6
8221,15,30,5,5,1,1,4
8222,30,30,5,5,1,1,6
8223,40,30,5,5,1,1,4
8224,0,0,6,6,1,1,6
8225,1,2,6,6,1,1,6
8226,2,2,6,6,1,1,6
8227,4,3,6,6,1,1,4
8229,5,6,6,6,1,1,4
8230,6,6,6,6,1,1,6
8234,0,0,1,0,1,2,4
8235,0,15,1,0,1,2,6
8236,0,30,1,0,1,2,4
8237,15,30,1,0,1,2,6
8238,15,40,1,0,1,2,6
8239,0,0,3,0,1,2,4
8240,15,0,3,0,1,2,5
8241,30,0,3,0,1,2,4
8242,40,0,3,0,1,2,6
8243,0,0,3,2,1,2,6
8244,15,0,3,2,1,2,4
8245,30,0,3,2,1,2,4
8246,40,0,3,2,1,2,5
8247,40,15,3,2,1,2,6
8248,0,0,4,3,1,2,6
8249,0,15,4,3,1,2,4
8250,15,15,4,3,1,2,6
8251,15,30,4,3,1,2,4
8252,15,40,4,3,1,2,6
8253,30,40,4,3,1,2,6
8254,0,0,0,0,2,2,6
8255,15,0,0,0,2,2,6
8256,30,0,0,0,2,2,6
8258,0,0,1,1,2,2,6
8260,15,15,1,1,2,2,6
8261,30,15,1,1,2,2,4
8262,40,15,1,1,2,2,4
8263,0,0,2,2,2,2,6
8264,0,15,2,2,2,2,6
8265,15,15,2,2,2,2,5
8266,30,15,2,2,2,2,4
8267,40,15,2,2,2,2,6
8268,0,0,3,3,2,2,6
8269,15,0,3,3,2,2,4
8270,30,0,3,3,2,2,6
8271,40,0,3,3,2,2,4
8272,40,15,3,3,2,2,6
8274,15,0,4,4,2,2,4
8275,15,15,4,4,2,2,6
8276,15,30,4,4,2,2,4
8277,15,40,4,4,2,2,4
8278,30,40,4,4,2,2,4
8279,40,40,4,4,2,2,6
8280,50,40,4,4,2,2,6
8281,0,0,5,5,2,2,6
8282,15,0,5,5,2,2,4
8283,30,0,5,5,2,2,4
8284,30,15,5,5,2,2,4
8285,40,15,5,5,2,2,6
8286,0,0,6,6,2,2,4
8287,15,0,6,6,2,2,6
8288,30,0,6,6,2,2,4
8289,40,0,6,6,2,2,4
8290,40,15,6,6,2,2,4
8291,0,0,7,7,2,2,4
8292,0,15,7,7,2,2,6
8293,15,15,7,7,2,2,6
8294,15,30,7,7,2,2,6
8295,15,40,7,7,2,2,6
8296,30,40,7,7,2,2,6
8297,40,40,7,7,2,2,5
8298,40,50,7,7,2,2,5
8299,40,40,7,7,2,2,5
8300,50,40,7,7,2,2,4
8301,40,40,7,7,2,2,6
8302,50,40,7,7,2,2,4
8303,40,40,7,7,2,2,6
8304,50,40,7,7,2,2,4
8305,40,40,7,7,2,2,6
8306,50,40,7,7,2,2,4
8308,15,0,8,8,2,2,4
8309,30,0,8,8,2,2,4
8310,30,15,8,8,2,2,4
8311,40,15,8,8,2,2,6
8312,0,0,0,0,0,0,6
8313,15,0,0,0,0,0,6
8314,30,0,0,0,0,0,6
8316,40,15,0,0,0,0,6
8317,40,30,0,0,0,0,4
8318,0,0,1,1,0,0,6
8319,15,0,1,1,0,0,5
8320,30,0,1,1,0,0,6
8321,40,0,1,1,0,0,4
8322,0,0,3,1,0,0,4
8323,15,0,3,1,0,0,6
8324,15,15,3,1,0,0,4
8325,15,30,3,1,0,0,6
8327,0,0,3,3,0,0,4
8328,0,15,3,3,0,0,6
8329,15,15,3,3,0,0,6
8330,30,15,3,3,0,0,6
8332,0,0,5,3,0,0,4
8333,0,15,5,3,0,0,6
8334,15,15,5,3,0,0,4
8335,30,15,5,3,0,0,4
8336,40,15,5,3,0,0,4
8337,40,30,5,3,0,0,6
8338,40,40,5,3,0,0,6
8339,50,40,5,3,0,0,4
8340,0,0,0,1,1,0,6
8341,15,0,0,1,1,0,4
8342,30,0,0,1,1,0,6
8343,40,0,0,1,1,0,6
8344,0,0,1,2,1,0,6
8345,0,15,1,2,1,0,4
8346,15,15,1,2,1,0,4
8347,15,30,1,2,1,0,6
8348,30,30,1,2,1,0,4
8349,30,40,1,2,1,0,4
8350,0,0,1,4,1,0,4
8351,15,0,1,4,1,0,4
8352,30,0,1,4,1,0,6
8353,40,0,1,4,1,0,4
8354,0,0,2,5,1,0,4
8355,0,15,2,5,1,0,6
8356,0,30,2,5,1,0,6
8357,15,30,2,5,1,0,6
8358,30,30,2,5,1,0,4
8359,40,30,2,5,1,0,6
8360,0,0,0,0,1,1,6
8361,15,0,0,0,1,1,6
8362,30,0,0,0,1,1,6
8363,40,0,0,0,1,1,4
8364,0,0,1,1,1,1,5
8365,15,0,1,1,1,1,4
8366,30,0,1,1,1,1,6
8367,40,0,1,1,1,1,6
8368,0,0,2,2,1,1,4
8369,0,15,2,2,1,1,6
8370,0,30,2,2,1,1,4
8372,15,40,2,2,1,1,4
8373,30,40,2,2,1,1,6
8374,40,40,2,2,1,1,5
8375,50,40,2,2,1,1,4
8376,40,40,2,2,1,1,4
8377,50,40,2,2,1,1,6
8378,0,0,4,2,1,1,6
8379,15,0,4,2,1,1,4
8380,30,0,4,2,1,1,6
8381,40,0,4,2,1,1,6
8382,0,0,0,0,2,1,4
8383,0,15,0,0,2,1,6
8384,15,15,0,0,2,1,4
8385,15,30,0,0,2,1,6
8386,15,40,0,0,2,1,6
8387,30,40,0,0,2,1,6
8388,0,0,1,1,2,1,4
8389,15,0,1,1,2,1,6
8390,30,0,1,1,2,1,6
8391,40,0,1,1,2,1,4
8393,15,0,3,1,2,1,6
8394,30,0,3,1,2,1,4
8395,30,15,3,1,2,1,6
8396,40,15,3,1,2,1,4
8397,0,0,4,2,2,1,5
8398,15,0,4,2,2,1,4
8399,30,0,4,2,2,1,6
8400,30,15,4,2,2,1,4
8401,30,30,4,2,2,1,4
8402,40,30,4,2,2,1,4
8403,0,0,0,0,0,0,6
8404,15,0,0,0,0,0,5
8405,15,15,0,0,0,0,6
8406,30,15,0,0,0,0,4
8407,30,30,0,0,0,0,4
8408,40,30,0,0,0,0,4
8409,0,0,1,1,0,0,6
8410,15,0,1,1,0,0,6
8411,15,15,1,1,0,0,6
8412,15,30,1,1,0,0,4
8413,30,30,1,1,0,0,6
8414,30,40,1,1,0,0,4
8415,40,40,1,1,0,0,6
8416,50,40,1,1,0,0,4
8417,0,0,2,2,0,0,4
8418,15,0,2,2,0,0,4
8419,30,0,2,2,0,0,4
8420,40,0,2,2,0,0,4
8421,0,0,3,3,0,0,4
8422,0,15,3,3,0,0,6
8423,0,30,3,3,0,0,4
8424,0,40,3,3,0,0,4
8425,15,40,3,3,0,0,4
8426,30,40,3,3,0,0,4
8427,40,40,3,3,0,0,4
8428,40,50,3,3,0,0,6
8429,40,40,3,3,0,0,4
8430,50,40,3,3,0,0,6
8431,40,40,3,3,0,0,5
8432,50,40,3,3,0,0,4
8433,40,40,3,3,0,0,6
8434,40,50,3,3,0,0,4
8436,50,40,3,3,0,0,4
8437,0,0,4,4,0,0,6
8438,0,15,4,4,0,0,6
8439,15,15,4,4,0,0,6
8440,30,15,4,4,0,0,6
8441,40,15,4,4,0,0,6
8442,0,0,5,5,0,0,6
8443,0,15,5,5,0,0,4
8444,15,15,5,5,0,0,6
8445,30,15,5,5,0,0,4
8446,40,15,5,5,0,0,6
8447,0,0,0,0,1,0,4
8448,15,0,0,0,1,0,4
8449,30,0,0,0,1,0,6
8450,40,0,0,0,1,0,6
8451,0,0,1,1,1,0,6
8452,15,0,1,1,1,0,4
8453,30,0,1,1,1,0,6
8454,40,0,1,1,1,0,6
8455,0,0,2,2,1,0,4
8457,30,0,2,2,1,0,4
8458,40,0,2,2,1,0,6
8459,0,0,3,3,1,0,4
8460,15,0,3,3,1,0,4
8461,30,0,3,3,1,0,4
8462,30,15,3,3,1,0,6
8463,40,15,3,3,1,0,6
8465,15,0,4,4,1,0,4
8466,30,0,4,4,1,0,6
8467,40,0,4,4,1,0,4
8468,40,15,4,4,1,0,6
8469,0,0,5,5,1,0,4
8470,15,0,5,5,1,0,6
8471,30,0,5,5,1,0,4
8472,40,0,5,5,1,0,4
8473,40,15,5,5,1,0,4
8474,40,30,5,5,1,0,4
8475,0,0,6,6,1,0,4
8476,2,1,6,6,1,0,6
8477,3,1,6,6,1,0,4
8478,4,3,6,6,1,0,6
8479,4,4,6,6,1,0,5
8480,0,0,0,1,1,1,4
8482,30,0,0,1,1,1,6
8483,40,0,0,1,1,1,6
8484,0,0,1,2,1,1,4
8485,0,15,1,2,1,1,4
8486,15,15,1,2,1,1,4
8487,30,15,1,2,1,1,4
8488,30,30,1,2,1,1,4
8489,40,30,1,2,1,1,4
8490,40,40,1,2,1,1,6
8491,50,40,1,2,1,1,6
8492,40,40,1,2,1,1,4
8493,50,40,1,2,1,1,4
8494,40,40,1,2,1,1,4
8495,50,40,1,2,1,1,4
8496,0,0,2,3,1,1,6
8497,0,15,2,3,1,1,4
8498,15,15,2,3,1,1,6
8499,15,30,2,3,1,1,6
8500,30,30,2,3,1,1,4
8501,40,30,2,3,1,1,6
8502,0,0,3,4,1,1,6
8503,15,0,3,4,1,1,6
8504,15,15,3,4,1,1,4
8505,15,30,3,4,1,1,6
8506,30,30,3,4,1,1,4
8507,40,30,3,4,1,1,4
8508,40,40,3,4,1,1,6
8509,40,50,3,4,1,1,6
8510,40,40,3,4,1,1,5
8512,0,0,0,0,0,0,6
8513,15,0,0,0,0,0,6
8514,30,0,0,0,0,0,6
8515,40,0,0,0,0,0,6
8516,0,0,1,1,0,0,6
8517,15,0,1,1,0,0,4
8518,15,15,1,1,0,0,6
8519,15,30,1,1,0,0,4
8520,30,30,1,1,0,0,6
8521,30,40,1,1,0,0,4
8522,0,0,1,3,0,0,4
8523,15,0,1,3,0,0,4
8524,15,15,1,3,0,0,4
8525,30,15,1,3,0,0,4
8526,30,30,1,3,0,0,6
8527,40,30,1,3,0,0,4
8528,0,0,2,4,0,0,6
8529,15,0,2,4,0,0,4
8530,15,15,2,4,0,0,4
8531,30,15,2,4,0,0,4
8532,40,15,2,4,0,0,6
8533,0,0,4,4,0,0,5
8534,15,0,4,4,0,0,4
8535,15,15,4,4,0,0,4
8536,30,15,4,4,0,0,4
8537,40,15,4,4,0,0,4
8538,0,0,5,5,0,0,4
8539,15,0,5,5,0,0,5
8540,30,0,5,5,0,0,4
8541,30,15,5,5,0,0,4
8542,40,15,5,5,0,0,4
8543,0,0,0,0,1,0,6
8544,15,0,0,0,1,0,6
8545,30,0,0,0,1,0,6
8546,40,0,0,0,1,0,6
8547,0,0,1,1,1,0,6
8548,0,15,1,1,1,0,4
8549,15,15,1,1,1,0,4
8550,30,15,1,1,1,0,6
8551,40,15,1,1,1,0,6
8552,40,30,1,1,1,0,6
8553,0,0,3,1,1,0,4
8554,15,0,3,1,1,0,4
8555,30,0,3,1,1,0,6
8556,40,0,3,1,1,0,4
8557,0,0,5,1,1,0,6
8558,0,15,5,1,1,0,4
8559,15,15,5,1,1,0,4
8560,30,15,5,1,1,0,4
8561,30,30,5,1,1,0,4
8562,30,40,5,1,1,0,4
8563,40,40,5,1,1,0,6
8564,50,40,5,1,1,0,6
8565,40,40,5,1,1,0,4
8566,50,40,5,1,1,0,6
8567,0,0,0,0,0,0,4
8568,15,0,0,0,0,0,6
8569,15,15,0,0,0,0,6
8570,30,15,0,0,0,0,4
8571,40,15,0,0,0,0,6
8572,0,0,1,1,0,0,6
8573,15,0,1,1,0,0,4
8574,30,0,1,1,0,0,6
8575,40,0,1,1,0,0,6
8576,0,0,2,2,0,0,6
8577,15,0,2,2,0,0,4
8578,30,0,2,2,0,0,6
8579,40,0,2,2,0,0,6
8580,0,0,3,3,0,0,4
8581,15,0,3,3,0,0,6
8582,15,15,3,3,0,0,6
8583,30,15,3,3,0,0,6
8584,40,15,3,3,0,0,4
8585,40,30,3,3,0,0,4
8586,0,0,4,4,0,0,6
8587,0,15,4,4,0,0,4
8588,15,15,4,4,0,0,4
8589,30,15,4,4,0,0,4
8590,40,15,4,4,0,0,6
8591,0,0,0,0,1,0,4
8592,15,0,0,0,1,0,4
8593,30,0,0,0,1,0,4
8594,40,0,0,0,1,0,4
8595,40,15,0,0,1,0,4
8596,0,0,1,1,1,0,4
8597,15,0,1,1,1,0,6
8598,15,15,1,1,1,0,5
8599,30,15,1,1,1,0,6
8600,40,15,1,1,1,0,6
8601,0,0,3,1,1,0,4
8602,15,0,3,1,1,0,4
8603,30,0,3,1,1,0,4
8604,40,0,3,1,1,0,4
8605,0,0,5,1,1,0,4
8606,0,15,5,1,1,0,4
8607,15,15,5,1,1,0,6
8608,15,30,5,1,1,0,6
8609,30,30,5,1,1,0,5
8610,30,40,5,1,1,0,6
8611,40,40,5,1,1,0,6
8612,50,40,5,1,1,0,4
8613,40,40,5,1,1,0,4
8614,50,40,5,1,1,0,4
8615,40,40,5,1,1,0,4
8616,50,40,5,1,1,0,4
8617,40,40,5,1,1,0,4
8618,50,40,5,1,1,0,5
8620,15,0,1,0,0,0,4
8622,15,30,1,0,0,0,4
8623,15,40,1,0,0,0,4
8624,30,40,1,0,0,0,6
8625,40,40,1,0,0,0,6
8626,50,40,1,0,0,0,4
8627,0,0,2,1,0,0,4
8628,15,0,2,1,0,0,4
8630,30,15,2,1,0,0,6
8631,40,15,2,1,0,0,4
8632,40,30,2,1,0,0,6
8633,40,40,2,1,0,0,4
8634,40,50,2,1,0,0,4
8637,30,0,4,1,0,0,4
8638,40,0,4,1,0,0,6
8639,40,15,4,1,0,0,6
8640,40,30,4,1,0,0,6
8642,0,15,5,2,0,0,6
8643,15,15,5,2,0,0,6
8644,30,15,5,2,0,0,6
8645,40,15,5,2,0,0,6
8646,40,30,5,2,0,0,4
8647,0,0,0,0,1,0,6
8648,15,0,0,0,1,0,4
8649,15,15,0,0,1,0,6
8650,15,30,0,0,1,0,4
8651,15,40,0,0,1,0,5
8652,30,40,0,0,1,0,6
8653,0,0,2,0,1,0,4
8654,0,15,2,0,1,0,4
8655,0,30,2,0,1,0,5
8656,15,30,2,0,1,0,4
8657,30,30,2,0,1,0,5
8658,40,30,2,0,1,0,6
8659,0,0,2,2,1,0,4
8660,15,0,2,2,1,0,4
8661,30,0,2,2,1,0,4
8662,40,0,2,2,1,0,4
8663,0,0,3,3,1,0,4
8664,0,15,3,3,1,0,4
8665,0,30,3,3,1,0,6
8666,15,30,3,3,1,0,6
8667,15,40,3,3,1,0,5
8668,30,40,3,3,1,0,4
8669,40,40,3,3,1,0,4
8670,50,40,3,3,1,0,4
8671,0,0,4,4,1,0,4
8672,15,0,4,4,1,0,6
8673,30,0,4,4,1,0,6
8674,40,0,4,4,1,0,4
8675,40,15,4,4,1,0,4
8676,0,0,5,5,1,0,6
8678,15,15,5,5,1,0,6
8680,40,15,5,5,1,0,6
8681,0,0,6,6,1,0,4
8682,1,2,6,6,1,0,4
8683,1,3,6,6,1,0,6
8684,4,3,6,6,1,0,4
8685,4,4,6,6,1,0,5
8686,0,0,0,1,2,0,4
8687,0,15,0,1,2,0,4
8688,0,30,0,1,2,0,6
8689,15,30,0,1,2,0,4
8690,15,40,0,1,2,0,6
8691,0,0,1,2,2,0,6
8692,15,0,1,2,2,0,6
8693,30,0,1,2,2,0,4
8694,40,0,1,2,2,0,6
8695,40,15,1,2,2,0,4
8696,40,30,1,2,2,0,4
8697,0,0,1,4,2,0,6
8698,15,0,1,4,2,0,6
8699,30,0,1,4,2,0,5
8700,40,0,1,4,2,0,6
8702,15,0,0,0,2,1,6
8704,40,0,0,0,2,1,6
8705,0,0,0,2,2,1,6
8706,15,0,0,2,2,1,4
8707,30,0,0,2,2,1,5
8708,30,15,0,2,2,1,4
8709,40,15,0,2,2,1,6
8710,0,0,1,3,2,1,6
8711,15,0,1,3,2,1,6
8712,15,15,1,3,2,1,6
8713,30,15,1,3,2,1,4
8714,30,30,1,3,2,1,5
8715,40,30,1,3,2,1,4
8716,0,0,2,4,2,1,6
8717,15,0,2,4,2,1,6
8718,30,0,2,4,2,1,4
8719,40,0,2,4,2,1,4
8720,0,0,3,5,2,1,4
8721,15,0,3,5,2,1,4
8722,30,0,3,5,2,1,6
8723,30,15,3,5,2,1,6
8724,30,30,3,5,2,1,6
8725,30,40,3,5,2,1,4
8726,0,0,5,5,2,1,5
8727,0,15,5,5,2,1,4
8728,15,15,5,5,2,1,4
8729,30,15,5,5,2,1,6
8730,30,30,5,5,2,1,4
8731,30,40,5,5,2,1,4
8732,40,40,5,5,2,1,4
8733,50,40,5,5,2,1,4
8734,0,0,6,6,2,1,5
8735,0,3,6,6,2,1,6
8736,1,3,6,6,2,1,4
8737,4,3,6,6,2,1,4
8738,4,4,6,6,2,1,6
8739,5,6,6,6,2,1,4
8746,0,0,0,0,0,0,4
8747,0,15,0,0,0,0,4
8748,0,30,0,0,0,0,4
