,Pts_A,Pts_B,Gm1,Gm2,Set1,Set2,0_dir
4663,30,0,0,0,0,1,4
4664,30,15,0,0,0,1,4
4665,30,30,0,0,0,1,6
4666,40,30,0,0,0,1,6
4667,0,0,1,1,0,1,6
4668,0,15,1,1,0,1,6
4669,0,30,1,1,0,1,6
4670,0,40,1,1,0,1,4
4671,0,0,1,3,0,1,6
4672,15,0,1,3,0,1,4
4673,15,15,1,3,0,1,6
4674,30,15,1,3,0,1,4
4675,40,15,1,3,0,1,6
4676,40,30,1,3,0,1,4
4677,0,0,3,3,0,1,5
4679,30,0,3,3,0,1,6
4680,30,15,3,3,0,1,4
4681,40,15,3,3,0,1,6
4682,0,0,4,4,0,1,4
4683,15,0,4,4,0,1,4
4684,30,0,4,4,0,1,6
4685,40,0,4,4,0,1,4
4686,40,15,4,4,0,1,6
4687,40,30,4,4,0,1,5
4688,0,0,5,5,0,1,6
4689,15,0,5,5,0,1,6
4690,15,15,5,5,0,1,6
4691,30,15,5,5,0,1,6
4692,40,15,5,5,0,1,6
4693,0,0,6,6,0,1,5
4694,2,1,6,6,0,1,4
4695,2,2,6,6,0,1,6
4696,3,4,6,6,0,1,4
4697,3,5,6,6,0,1,4
4698,5,6,6,6,0,1,6
4699,6,6,6,6,0,1,4
4702,0,0,0,1,1,1,6
4703,15,0,0,1,1,1,4
4704,30,0,0,1,1,1,5
4705,40,0,0,1,1,1,4
4706,0,0,2,1,1,1,6
4707,15,0,2,1,1,1,6
4708,30,0,2,1,1,1,6
4710,40,15,2,1,1,1,6
4711,0,0,4,1,1,1,4
4712,15,0,4,1,1,1,4
4713,30,0,4,1,1,1,6
4714,40,0,4,1,1,1,6
4716,15,0,0,0,0,0,6
4717,30,0,0,0,0,0,4
4718,30,15,0,0,0,0,4
4719,40,15,0,0,0,0,4
4720,0,0,2,0,0,0,6
4721,15,0,2,0,0,0,4
4722,30,0,2,0,0,0,4
4723,30,15,2,0,0,0,6
4724,40,15,2,0,0,0,4
4725,0,0,3,1,0,0,6
4726,15,0,3,1,0,0,4
4728,40,0,3,1,0,0,6
4729,40,15,3,1,0,0,6
4730,0,0,4,2,0,0,6
4731,0,15,4,2,0,0,6
4732,15,15,4,2,0,0,6
4733,15,30,4,2,0,0,6
4734,15,40,4,2,0,0,4
4735,0,0,4,4,0,0,4
4736,15,0,4,4,0,0,4
4737,30,0,4,4,0,0,4
4738,30,15,4,4,0,0,6
4739,40,15,4,4,0,0,4
4740,0,0,0,0,1,0,4
4741,15,0,0,0,1,0,6
4742,30,0,0,0,1,0,4
4743,40,0,0,0,1,0,6
4744,0,0,1,1,1,0,4
4745,0,15,1,1,1,0,4
4746,15,15,1,1,1,0,6
4747,15,30,1,1,1,0,4
4748,30,30,1,1,1,0,6
4749,30,40,1,1,1,0,4
4750,40,40,1,1,1,0,6
4751,40,50,1,1,1,0,4
4752,40,40,1,1,1,0,6
4753,40,50,1,1,1,0,4
4754,0,0,1,3,1,0,4
4755,15,0,1,3,1,0,4
4756,15,15,1,3,1,0,6
4758,40,15,1,3,1,0,6
4759,0,0,2,4,1,0,4
4760,15,0,2,4,1,0,4
4761,30,0,2,4,1,0,4
4762,40,0,2,4,1,0,4
4763,40,15,2,4,1,0,6
4764,0,0,4,4,1,0,6
4765,15,0,4,4,1,0,4
4766,15,15,4,4,1,0,6
4767,15,30,4,4,1,0,4
4769,0,0,0,0,1,1,6
4770,0,15,0,0,1,1,4
4771,15,15,0,0,1,1,6
4772,30,15,0,0,1,1,6
4773,30,30,0,0,1,1,6
4774,30,40,0,0,1,1,4
4775,40,40,0,0,1,1,4
4776,40,50,0,0,1,1,4
4777,0,0,0,2,1,1,6
4778,0,15,0,2,1,1,6
4779,0,30,0,2,1,1,6
4780,15,30,0,2,1,1,4
4781,15,40,0,2,1,1,6
4782,30,40,0,2,1,1,4
4783,0,0,0,4,1,1,4
4784,15,0,0,4,1,1,4
4785,15,15,0,4,1,1,4
4786,30,15,0,4,1,1,4
4787,40,15,0,4,1,1,6
4788,0,0,1,5,1,1,6
4789,0,15,1,5,1,1,6
4790,15,15,1,5,1,1,4
4791,30,15,1,5,1,1,6
4792,40,15,1,5,1,1,4
4793,0,0,0,0,1,2,4
4794,0,15,0,0,1,2,5
4795,15,15,0,0,1,2,4
4796,30,15,0,0,1,2,6
4797,40,15,0,0,1,2,5
4798,40,30,0,0,1,2,6
4799,0,0,1,1,1,2,6
4800,15,0,1,1,1,2,6
4801,15,15,1,1,1,2,6
4802,30,15,1,1,1,2,6
4803,30,30,1,1,1,2,6
4805,40,40,1,1,1,2,4
4806,50,40,1,1,1,2,4
4807,0,0,2,2,1,2,4
4808,15,0,2,2,1,2,6
4809,30,0,2,2,1,2,4
4810,40,0,2,2,1,2,4
4811,0,0,3,3,1,2,6
4812,0,15,3,3,1,2,4
4813,15,15,3,3,1,2,4
4814,30,15,3,3,1,2,4
4815,40,15,3,3,1,2,4
4816,0,0,5,3,1,2,4
4817,15,0,5,3,1,2,4
4819,40,0,5,3,1,2,6
4820,0,0,0,1,2,2,4
4821,15,0,0,1,2,2,4
4822,30,0,0,1,2,2,4
4823,40,0,0,1,2,2,6
4824,0,0,2,1,2,2,6
4825,15,0,2,1,2,2,6
4827,30,15,2,1,2,2,6
4828,30,30,2,1,2,2,6
4829,30,40,2,1,2,2,4
4830,40,40,2,1,2,2,6
4831,40,50,2,1,2,2,4
4832,40,40,2,1,2,2,6
4833,50,40,2,1,2,2,6
4834,0,0,3,2,2,2,6
4835,15,0,3,2,2,2,6
4836,30,0,3,2,2,2,6
4837,40,0,3,2,2,2,6
4838,0,0,4,3,2,2,6
4839,0,15,4,3,2,2,4
4840,15,15,4,3,2,2,6
4841,15,30,4,3,2,2,4
4842,30,30,4,3,2,2,6
4843,40,30,4,3,2,2,6
4844,0,0,5,4,2,2,6
4845,0,15,5,4,2,2,4
4846,15,15,5,4,2,2,6
4847,30,15,5,4,2,2,6
4848,40,15,5,4,2,2,4
4849,0,0,1,0,0,0,5
4850,0,15,1,0,0,0,4
4851,15,15,1,0,0,0,4
4852,15,30,1,0,0,0,6
4853,15,40,1,0,0,0,5
4855,15,0,2,1,0,0,4
4856,30,0,2,1,0,0,4
4857,30,15,2,1,0,0,6
4858,40,15,2,1,0,0,4
4859,40,30,2,1,0,0,4
4860,40,40,2,1,0,0,4
4861,40,50,2,1,0,0,4
4862,40,40,2,1,0,0,5
4863,40,50,2,1,0,0,6
4864,40,40,2,1,0,0,6
4865,40,50,2,1,0,0,4
4866,0,0,4,1,0,0,6
4867,0,15,4,1,0,0,4
4868,0,30,4,1,0,0,4
4870,15,40,4,1,0,0,4
4871,30,40,4,1,0,0,6
4872,40,40,4,1,0,0,6
4873,50,40,4,1,0,0,6
4874,40,40,4,1,0,0,6
4875,50,40,4,1,0,0,6
4876,0,0,5,2,0,0,4
4877,0,15,5,2,0,0,6
4878,0,30,5,2,0,0,6
4880,30,30,5,2,0,0,6
4881,40,30,5,2,0,0,4
4882,40,40,5,2,0,0,6
4883,50,40,5,2,0,0,4
4884,0,0,5,4,0,0,6
4885,0,15,5,4,0,0,4
4886,15,15,5,4,0,0,6
4887,30,15,5,4,0,0,4
4888,40,15,5,4,0,0,6
4889,0,0,6,5,0,0,5
4890,15,0,6,5,0,0,4
4891,15,15,6,5,0,0,6
4892,30,15,6,5,0,0,4
4894,40,30,6,5,0,0,4
4895,1,0,6,6,0,0,4
4896,2,0,6,6,0,0,6
4897,4,1,6,6,0,0,4
4898,5,1,6,6,0,0,6
4899,0,0,0,0,0,1,4
4900,15,0,0,0,0,1,4
4902,40,0,0,0,0,1,4
4903,40,15,0,0,0,1,4
4904,0,0,1,1,0,1,6
4905,15,0,1,1,0,1,6
4906,30,0,1,1,0,1,4
4908,0,0,2,2,0,1,4
4909,15,0,2,2,0,1,6
4910,30,0,2,2,0,1,4
4911,30,15,2,2,0,1,6
4912,40,15,2,2,0,1,6
4913,0,0,3,3,0,1,4
4914,0,15,3,3,0,1,6
4916,30,15,3,3,0,1,4
4917,40,15,3,3,0,1,6
4918,0,0,4,4,0,1,6
4919,0,15,4,4,0,1,4
4920,15,15,4,4,0,1,6
4921,30,15,4,4,0,1,5
4923,0,0,0,0,0,2,4
4924,15,0,0,0,0,2,4
4925,15,15,0,0,0,2,4
4927,40,15,0,0,0,2,4
4928,0,0,1,1,0,2,6
4929,15,0,1,1,0,2,4
4931,30,15,1,1,0,2,4
4932,40,15,1,1,0,2,4
4933,40,30,1,1,0,2,6
4934,0,0,2,2,0,2,6
4935,0,15,2,2,0,2,4
4936,15,15,2,2,0,2,6
4938,40,15,2,2,0,2,6
4939,0,0,2,4,0,2,6
4940,0,15,2,4,0,2,6
4941,0,30,2,4,0,2,5
4942,15,30,2,4,0,2,6
4943,30,30,2,4,0,2,6
4944,40,30,2,4,0,2,4
4945,0,0,3,5,0,2,6
4946,15,0,3,5,0,2,4
4947,30,0,3,5,0,2,4
4948,30,15,3,5,0,2,4
4949,30,30,3,5,0,2,6
4950,40,30,3,5,0,2,4
4951,0,0,0,0,0,0,5
4952,15,0,0,0,0,0,6
4953,30,0,0,0,0,0,6
4954,40,0,0,0,0,0,6
4955,0,0,1,1,0,0,5
4956,15,0,1,1,0,0,4
4957,30,0,1,1,0,0,6
4958,40,0,1,1,0,0,4
4959,0,0,2,2,0,0,6
4960,15,0,2,2,0,0,6
4961,30,0,2,2,0,0,5
4962,40,0,2,2,0,0,4
4963,0,0,3,3,0,0,5
4964,15,0,3,3,0,0,4
4965,30,0,3,3,0,0,6
4966,30,15,3,3,0,0,4
4967,30,30,3,3,0,0,4
4968,30,40,3,3,0,0,4
4969,40,40,3,3,0,0,6
4970,50,40,3,3,0,0,4
4971,0,0,4,4,0,0,5
4972,15,0,4,4,0,0,5
4973,15,15,4,4,0,0,6
4974,30,15,4,4,0,0,6
4975,40,15,4,4,0,0,6
4978,15,15,0,0,1,0,6
4979,30,15,0,0,1,0,4
4980,30,30,0,0,1,0,4
4981,40,30,0,0,1,0,4
4988,0,0,3,1,1,0,4
4989,15,0,3,1,1,0,6
4990,30,0,3,1,1,0,6
4991,40,0,3,1,1,0,6
4992,0,0,4,2,1,0,6
4993,15,0,4,2,1,0,6
4994,30,0,4,2,1,0,6
4995,40,0,4,2,1,0,6
4996,40,15,4,2,1,0,4
4997,40,30,4,2,1,0,6
4998,40,40,4,2,1,0,4
4999,50,40,4,2,1,0,4
5000,40,40,4,2,1,0,4
5001,50,40,4,2,1,0,4
5002,40,40,4,2,1,0,4
5003,50,40,4,2,1,0,4
5004,0,0,5,3,1,0,4
5005,15,0,5,3,1,0,4
5006,30,0,5,3,1,0,4
5007,40,0,5,3,1,0,4
5008,40,15,5,3,1,0,5
5009,0,0,0,1,2,0,4
5010,0,15,0,1,2,0,6
5011,15,15,0,1,2,0,4
5012,30,15,0,1,2,0,6
5013,30,30,0,1,2,0,6
5014,30,40,0,1,2,0,6
5015,40,40,0,1,2,0,5
5016,50,40,0,1,2,0,6
5017,0,0,1,2,2,0,4
5018,0,15,1,2,2,0,4
5019,15,15,1,2,2,0,4
5020,15,30,1,2,2,0,4
5021,30,30,1,2,2,0,4
5022,40,30,1,2,2,0,6
5023,40,40,1,2,2,0,4
5024,50,40,1,2,2,0,6
5025,0,0,2,3,2,0,5
5026,15,0,2,3,2,0,6
5027,15,15,2,3,2,0,4
5028,30,15,2,3,2,0,4
5029,40,15,2,3,2,0,4
5030,40,30,2,3,2,0,4
5031,0,0,3,4,2,0,4
5033,15,15,3,4,2,0,4
5034,30,15,3,4,2,0,4
5035,40,15,3,4,2,0,4
5036,0,0,4,5,2,0,6
5037,15,0,4,5,2,0,4
5038,30,0,4,5,2,0,4
5039,30,15,4,5,2,0,6
5040,30,30,4,5,2,0,4
5041,40,30,4,5,2,0,6
5042,40,40,4,5,2,0,6
5043,50,40,4,5,2,0,6
5044,0,0,5,6,2,0,5
5045,15,0,5,6,2,0,4
5046,30,0,5,6,2,0,6
5047,40,0,5,6,2,0,6
5048,1,0,6,6,2,0,4
5050,4,1,6,6,2,0,6
5051,5,1,6,6,2,0,6
5053,0,15,0,0,0,0,4
5054,15,15,0,0,0,0,6
5055,30,15,0,0,0,0,6
5056,30,30,0,0,0,0,4
5057,40,30,0,0,0,0,6
5058,40,40,0,0,0,0,6
5059,50,40,0,0,0,0,4
5060,0,0,1,1,0,0,4
5061,15,0,1,1,0,0,4
5062,30,0,1,1,0,0,4
5063,40,0,1,1,0,0,6
5064,40,15,1,1,0,0,4
5065,0,0,2,2,0,0,6
5066,15,0,2,2,0,0,6
5067,30,0,2,2,0,0,4
5068,40,0,2,2,0,0,4
5069,0,0,3,3,0,0,4
5070,0,15,3,3,0,0,6
5071,15,15,3,3,0,0,5
5072,30,15,3,3,0,0,6
5074,40,30,3,3,0,0,5
5075,0,0,5,3,0,0,4
5076,0,15,5,3,0,0,4
5077,15,15,5,3,0,0,4
5078,15,30,5,3,0,0,4
5079,30,30,5,3,0,0,4
5080,40,30,5,3,0,0,4
5081,0,0,1,0,1,0,6
5082,0,15,1,0,1,0,6
5083,15,15,1,0,1,0,5
5084,30,15,1,0,1,0,5
5085,40,15,1,0,1,0,4
5086,0,0,3,0,1,0,4
5087,0,15,3,0,1,0,6
5088,0,30,3,0,1,0,4
5089,15,30,3,0,1,0,6
5090,15,40,3,0,1,0,6
5092,0,0,3,2,1,0,6
5093,15,0,3,2,1,0,4
5094,30,0,3,2,1,0,5
5095,40,0,3,2,1,0,4
5096,0,0,4,3,1,0,4
5097,0,15,4,3,1,0,4
5098,15,15,4,3,1,0,6
5099,30,15,4,3,1,0,4
5100,40,15,4,3,1,0,4
5101,40,30,4,3,1,0,4
5102,0,0,5,4,1,0,6
5103,15,0,5,4,1,0,4
5104,30,0,5,4,1,0,4
5105,40,0,5,4,1,0,6
5106,0,0,0,1,2,0,4
5107,15,0,0,1,2,0,6
5108,15,15,0,1,2,0,4
5109,15,30,0,1,2,0,6
5110,30,30,0,1,2,0,6
5111,40,30,0,1,2,0,4
5114,30,0,1,2,2,0,4
5115,40,0,1,2,2,0,4
5116,0,0,3,2,2,0,6
5117,0,15,3,2,2,0,5
5118,0,30,3,2,2,0,6
5119,15,30,3,2,2,0,6
5120,30,30,3,2,2,0,5
5121,40,30,3,2,2,0,6
5122,40,40,3,2,2,0,6
5123,50,40,3,2,2,0,4
5124,40,40,3,2,2,0,6
5125,40,50,3,2,2,0,4
5126,40,40,3,2,2,0,6
5127,50,40,3,2,2,0,6
5128,0,0,4,3,2,0,6
5129,15,0,4,3,2,0,4
5130,15,15,4,3,2,0,6
5131,30,15,4,3,2,0,6
5132,30,30,4,3,2,0,4
5133,40,30,4,3,2,0,6
5134,0,0,5,4,2,0,6
5136,30,0,5,4,2,0,6
5137,40,0,5,4,2,0,4
5138,0,0,0,0,0,0,6
5139,15,0,0,0,0,0,6
5141,40,0,0,0,0,0,6
5142,0,0,1,1,0,0,6
5143,15,0,1,1,0,0,6
5144,30,0,1,1,0,0,6
5145,30,15,1,1,0,0,6
5146,40,15,1,1,0,0,6
5147,0,0,3,1,0,0,6
5148,15,0,3,1,0,0,4
5149,30,0,3,1,0,0,6
5150,40,0,3,1,0,0,4
5151,40,15,3,1,0,0,6
5152,0,0,5,1,0,0,6
5153,0,15,5,1,0,0,4
5154,0,30,5,1,0,0,4
5155,15,30,5,1,0,0,4
5156,30,30,5,1,0,0,4
5157,30,40,5,1,0,0,4
5158,40,40,5,1,0,0,4
5159,50,40,5,1,0,0,6
5160,40,40,5,1,0,0,4
5161,50,40,5,1,0,0,6
5162,0,0,1,0,1,0,6
5163,0,15,1,0,1,0,6
5164,15,15,1,0,1,0,4
5165,30,15,1,0,1,0,4
5166,40,15,1,0,1,0,4
5167,40,30,1,0,1,0,4
5168,40,40,1,0,1,0,4
5169,50,40,1,0,1,0,4
5170,40,40,1,0,1,0,4
5171,50,40,1,0,1,0,6
5172,40,40,1,0,1,0,4
5173,40,50,1,0,1,0,4
5174,40,40,1,0,1,0,6
5175,40,50,1,0,1,0,6
5176,40,40,1,0,1,0,4
5177,50,40,1,0,1,0,4
5178,40,40,1,0,1,0,6
5181,50,40,1,0,1,0,5
5182,40,40,1,0,1,0,4
5183,40,50,1,0,1,0,4
5184,0,0,1,2,1,0,6
5185,0,15,1,2,1,0,6
5186,15,15,1,2,1,0,4
5187,15,30,1,2,1,0,6
5188,15,40,1,2,1,0,6
5189,30,40,1,2,1,0,5
5190,0,0,1,4,1,0,5
5191,15,0,1,4,1,0,4
5192,15,15,1,4,1,0,6
5193,30,15,1,4,1,0,4
5194,40,15,1,4,1,0,4
5195,0,0,3,4,1,0,6
5196,15,0,3,4,1,0,4
5197,30,0,3,4,1,0,4
5198,30,15,3,4,1,0,6
5199,40,15,3,4,1,0,4
5200,0,0,4,5,1,0,6
5201,0,15,4,5,1,0,6
5202,15,15,4,5,1,0,4
5203,30,15,4,5,1,0,6
5204,40,15,4,5,1,0,4
5205,0,0,5,6,1,0,6
5206,0,15,5,6,1,0,6
5207,15,15,5,6,1,0,4
5208,15,30,5,6,1,0,4
5209,30,30,5,6,1,0,4
5210,30,40,5,6,1,0,4
5211,0,0,0,1,1,1,4
5212,15,0,0,1,1,1,4
5213,30,0,0,1,1,1,6
5214,40,0,0,1,1,1,4
5215,40,15,0,1,1,1,6
5216,0,0,1,2,1,1,6
5217,0,15,1,2,1,1,6
5218,15,15,1,2,1,1,4
5219,15,30,1,2,1,1,4
5220,30,30,1,2,1,1,4
5221,40,30,1,2,1,1,6
5222,40,40,1,2,1,1,4
5223,50,40,1,2,1,1,4
5224,0,0,3,2,1,1,4
5225,0,15,3,2,1,1,4
5228,30,30,3,2,1,1,4
5229,40,30,3,2,1,1,6
5230,0,0,4,3,1,1,6
5232,30,0,4,3,1,1,6
5233,30,15,4,3,1,1,4
5234,40,15,4,3,1,1,6
5235,0,0,5,4,1,1,6
5236,15,0,5,4,1,1,6
5238,30,15,5,4,1,1,5
5239,30,30,5,4,1,1,4
5240,30,40,5,4,1,1,6
5241,40,40,5,4,1,1,6
5242,40,50,5,4,1,1,6
5243,40,40,5,4,1,1,4
5244,50,40,5,4,1,1,4
5245,40,40,5,4,1,1,6
5246,40,50,5,4,1,1,4
5247,40,40,5,4,1,1,6
5248,50,40,5,4,1,1,4
5249,0,0,0,0,0,0,4
5250,15,0,0,0,0,0,6
5251,30,0,0,0,0,0,6
5253,40,15,0,0,0,0,4
5254,40,30,0,0,0,0,6
5255,40,40,0,0,0,0,6
5256,40,50,0,0,0,0,5
5257,40,40,0,0,0,0,6
5258,50,40,0,0,0,0,4
5259,0,0,1,1,0,0,4
5260,0,15,1,1,0,0,4
5261,0,30,1,1,0,0,6
5262,0,40,1,1,0,0,6
5263,0,0,1,3,0,0,6
5264,15,0,1,3,0,0,4
5265,30,0,1,3,0,0,6
5266,40,0,1,3,0,0,4
5267,40,15,1,3,0,0,6
5268,40,30,1,3,0,0,6
5269,0,0,2,4,0,0,6
5270,15,0,2,4,0,0,6
5271,30,0,2,4,0,0,4
5272,30,15,2,4,0,0,6
5273,30,30,2,4,0,0,4
5274,40,30,2,4,0,0,6
5275,0,0,3,5,0,0,4
5276,0,15,3,5,0,0,6
5277,0,30,3,5,0,0,4
5278,15,30,3,5,0,0,6
5279,30,30,3,5,0,0,4
5280,40,30,3,5,0,0,5
5281,0,0,0,0,0,1,4
5282,15,0,0,0,0,1,6
5283,15,15,0,0,0,1,5
5284,15,30,0,0,0,1,4
5285,15,40,0,0,0,1,6
5286,30,40,0,0,0,1,4
5287,40,40,0,0,0,1,6
5288,50,40,0,0,0,1,6
5289,40,40,0,0,0,1,4
5290,50,40,0,0,0,1,4
5291,0,0,1,1,0,1,4
5292,15,0,1,1,0,1,6
5294,30,15,1,1,0,1,6
5295,40,15,1,1,0,1,4
5296,40,30,1,1,0,1,6
5297,0,0,2,2,0,1,4
5298,0,15,2,2,0,1,4
5299,0,30,2,2,0,1,4
5300,0,40,2,2,0,1,4
5301,15,40,2,2,0,1,6
5302,0,0,2,4,0,1,4
5303,15,0,2,4,0,1,4
5304,15,15,2,4,0,1,4
5305,30,15,2,4,0,1,4
5307,0,0,3,5,0,1,6
5308,0,15,3,5,0,1,4
5309,0,30,3,5,0,1,6
5310,0,40,3,5,0,1,4
5311,0,0,0,0,0,0,4
5312,15,0,0,0,0,0,6
5313,30,0,0,0,0,0,4
5314,30,15,0,0,0,0,6
5315,40,15,0,0,0,0,4
5316,0,0,1,1,0,0,5
5317,15,0,1,1,0,0,4
5318,30,0,1,1,0,0,5
5319,40,0,1,1,0,0,6
5320,0,0,3,1,0,0,6
5321,0,15,3,1,0,0,4
5322,0,30,3,1,0,0,6
5323,0,40,3,1,0,0,4
5324,0,0,3,3,0,0,4
5325,15,0,3,3,0,0,4
5326,15,15,3,3,0,0,4
5327,30,15,3,3,0,0,5
5328,40,15,3,3,0,0,5
5330,15,0,4,4,0,0,4
5331,15,15,4,4,0,0,6
5332,15,30,4,4,0,0,6
5334,40,30,4,4,0,0,5
5335,0,0,5,5,0,0,4
5336,15,0,5,5,0,0,4
5337,30,0,5,5,0,0,4
5338,40,0,5,5,0,0,6
5341,3,1,6,6,0,0,4
5342,4,3,6,6,0,0,6
5344,6,5,6,6,0,0,5
5345,0,0,0,1,1,0,4
5346,0,15,0,1,1,0,6
5347,0,30,0,1,1,0,6
5348,15,30,0,1,1,0,4
5349,30,30,0,1,1,0,6
5350,40,30,0,1,1,0,6
5351,40,40,0,1,1,0,6
5352,40,50,0,1,1,0,4
5353,0,0,0,3,1,0,5
5354,15,0,0,3,1,0,6
5355,15,15,0,3,1,0,6
5356,30,15,0,3,1,0,6
5357,40,15,0,3,1,0,4
5358,0,0,1,4,1,0,6
5359,15,0,1,4,1,0,6
5360,30,0,1,4,1,0,6
5361,30,15,1,4,1,0,4
5362,30,30,1,4,1,0,4
5363,40,30,1,4,1,0,4
5364,40,40,1,4,1,0,6
5365,50,40,1,4,1,0,6
5366,0,0,2,5,1,0,4
5367,15,0,2,5,1,0,5
5368,30,0,2,5,1,0,4
5369,40,0,2,5,1,0,5
5370,0,0,0,0,1,1,4
5371,0,15,0,0,1,1,5
5373,15,30,0,0,1,1,4
5374,15,40,0,0,1,1,6
5375,0,0,0,2,1,1,4
5376,15,0,0,2,1,1,5
5377,15,15,0,2,1,1,4
5378,30,15,0,2,1,1,4
5379,40,15,0,2,1,1,4
5380,0,0,1,3,1,1,6
5381,15,0,1,3,1,1,4
5382,30,0,1,3,1,1,5
5383,40,0,1,3,1,1,4
5384,40,15,1,3,1,1,5
5385,40,30,1,3,1,1,4
5386,0,0,3,3,1,1,5
5387,15,0,3,3,1,1,6
5388,30,0,3,3,1,1,4
5389,40,0,3,3,1,1,4
5390,0,0,4,4,1,1,4
5391,15,0,4,4,1,1,5
5392,30,0,4,4,1,1,6
5393,40,0,4,4,1,1,6
5394,0,0,5,5,1,1,5
5395,0,15,5,5,1,1,4
5396,0,30,5,5,1,1,6
5397,0,40,5,5,1,1,4
5398,0,0,6,6,1,1,6
5399,3,0,6,6,1,1,5
5400,3,1,6,6,1,1,4
5401,4,3,6,6,1,1,6
5402,4,4,6,6,1,1,4
5403,5,6,6,6,1,1,6
5404,0,0,0,0,0,0,6
5405,15,0,0,0,0,0,6
5406,30,0,0,0,0,0,4
5407,40,0,0,0,0,0,6
5408,0,0,1,1,0,0,6
5409,15,0,1,1,0,0,6
5410,30,0,1,1,0,0,4
5411,40,0,1,1,0,0,6
5412,40,15,1,1,0,0,4
5413,0,0,2,2,0,0,6
5414,0,15,2,2,0,0,4
5415,15,15,2,2,0,0,6
5416,30,15,2,2,0,0,4
5417,40,15,2,2,0,0,4
5418,0,0,4,2,0,0,6
5419,0,15,4,2,0,0,4
5420,15,15,4,2,0,0,6
5421,15,30,4,2,0,0,4
5422,30,30,4,2,0,0,6
5423,40,30,4,2,0,0,5
5424,0,0,0,0,1,0,4
5425,15,0,0,0,1,0,5
5426,30,0,0,0,1,0,6
5427,40,0,0,0,1,0,6
5428,0,0,2,0,1,0,4
5429,0,15,2,0,1,0,4
5430,15,15,2,0,1,0,6
5431,30,15,2,0,1,0,4
5432,40,15,2,0,1,0,6
5433,0,0,4,0,1,0,4
5434,15,0,4,0,1,0,4
5435,15,15,4,0,1,0,4
5436,15,30,4,0,1,0,4
5437,30,30,4,0,1,0,6
5438,30,40,4,0,1,0,6
5439,0,0,5,1,1,0,6
5440,0,15,5,1,1,0,4
5441,15,15,5,1,1,0,6
5442,30,15,5,1,1,0,5
5443,40,15,5,1,1,0,4
5445,15,0,0,0,0,0,4
5446,30,0,0,0,0,0,6
5447,40,0,0,0,0,0,6
5448,0,0,2,0,0,0,6
5449,0,15,2,0,0,0,6
5450,15,15,2,0,0,0,6
5451,30,15,2,0,0,0,6
5453,0,0,3,1,0,0,4
5454,15,0,3,1,0,0,4
5455,15,15,3,1,0,0,6
5456,30,15,3,1,0,0,4
5457,40,15,3,1,0,0,4
5458,40,30,3,1,0,0,6
5459,0,0,4,2,0,0,4
5460,15,0,4,2,0,0,4
5461,30,0,4,2,0,0,4
5462,30,15,4,2,0,0,4
5464,0,0,5,3,0,0,5
5466,30,0,5,3,0,0,6
5467,40,0,5,3,0,0,6
5468,0,0,0,1,1,0,6
5469,15,0,0,1,1,0,4
5470,30,0,0,1,1,0,4
5471,40,0,0,1,1,0,4
5473,40,30,0,1,1,0,4
5474,0,0,1,2,1,0,4
5475,15,0,1,2,1,0,4
5476,30,0,1,2,1,0,6
5477,40,0,1,2,1,0,6
5478,40,15,1,2,1,0,6
5479,0,0,2,3,1,0,4
5480,15,0,2,3,1,0,6
5481,30,0,2,3,1,0,4
5482,40,0,2,3,1,0,4
5483,0,0,4,3,1,0,6
5484,15,0,4,3,1,0,6
5485,30,0,4,3,1,0,6
5486,30,15,4,3,1,0,6
5487,30,30,4,3,1,0,6
5488,30,40,4,3,1,0,6
5489,40,40,4,3,1,0,4
5490,50,40,4,3,1,0,6
5491,0,0,5,4,1,0,6
5492,15,0,5,4,1,0,4
5493,30,0,5,4,1,0,6
5494,40,0,5,4,1,0,6
5495,0,0,0,0,0,0,4
5496,15,0,0,0,0,0,4
5497,30,0,0,0,0,0,6
5498,40,0,0,0,0,0,4
5499,40,15,0,0,0,0,6
5500,40,30,0,0,0,0,6
5501,0,0,1,1,0,0,6
5502,15,0,1,1,0,0,6
5503,30,0,1,1,0,0,4
5504,40,0,1,1,0,0,6
5505,0,0,2,2,0,0,6
5506,15,0,2,2,0,0,6
5507,30,0,2,2,0,0,5
5508,30,15,2,2,0,0,5
5509,40,15,2,2,0,0,6
5510,0,0,3,3,0,0,4
5511,15,0,3,3,0,0,5
5512,15,15,3,3,0,0,6
5513,15,30,3,3,0,0,4
5514,30,30,3,3,0,0,4
5515,40,30,3,3,0,0,4
5516,0,0,4,4,0,0,6
5517,0,15,4,4,0,0,4
5518,15,15,4,4,0,0,6
5519,15,30,4,4,0,0,4
5520,30,30,4,4,0,0,4
5521,40,30,4,4,0,0,4
5522,0,0,5,5,0,0,4
5523,15,0,5,5,0,0,6
5524,15,15,5,5,0,0,4
5525,30,15,5,5,0,0,6
5526,40,15,5,5,0,0,4
5527,0,0,6,6,0,0,6
5528,2,1,6,6,0,0,4
5529,2,2,6,6,0,0,6
5530,3,4,6,6,0,0,4
5531,3,5,6,6,0,0,4
5532,6,5,6,6,0,0,5
5533,0,0,0,1,1,0,6
5534,15,0,0,1,1,0,6
5535,15,15,0,1,1,0,6
5536,30,15,0,1,1,0,6
5537,30,30,0,1,1,0,4
5538,40,30,0,1,1,0,5
5539,0,0,1,2,1,0,4
5540,15,0,1,2,1,0,5
5541,15,15,1,2,1,0,4
5542,30,15,1,2,1,0,4
