,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1868,6,f27,f1,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,5,b29,b2,f1,f1,f1,f1,f2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,5,f28,f1,f1,f2,b1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,6,b28,b1,f2,f3,b3,b2,s2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,6,f27,f+2,m1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,6,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,4,f27,b+3,b2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,"6w,",5,b39,b2,f3,b3,b1,r2,f1,f2,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,"5n,",5,b29,f3,b3,f1,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,6,b37,s3,b1,f1,f2,f+3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,4,f28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,6,f18,f1,f2,b3,s3,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,4,f28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,4,f17,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,5,f27,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,5,b27,b+3,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,4,b29,f3,b3,b2,f1,f2,f2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,5,b28,b2,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,"4n,",5,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,6,b27,f1,f1,f2,b1,f2,f3,b2,s2,f1,f1,f3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,
1894,6,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,"5d,",5,f28,b+2,b1,v2,m2,t2,z3,b1,v2,f-2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,5,f29,f2,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,"6d,",4,b39,b3,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,4,b29,f3,s3,f+2,f3,i1,f-3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,4,f19,f1,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,6,b29,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,5,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,6,f37,b+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,4,f37,b+3,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,"6n,",4,b39,b2,b2,b2,f2,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,6,b27,f+1,f1,h-3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,"4n,",6,f27,f1,f2,f1,f1,f1,r1,f+3,m2,o3,b2,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,6,b28,f2,f1,f3,s3,b3,b2,f3,b3,b2,f3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,"6w,",5,b38,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,"6d,",4,b27,b3,s3,b3,s3,s2,s2,s3,s2,s2,f3,b3,s1,f2,b2,b2,f3,b3,b2,f2,f1,f2,b3w@,,,,,,,,,,,,,,,
1921,"6d,",6,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,4,b28,b2,f3,b3,b2,f1,f1,f2,b+1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,4,f28,b1,f2,f1,f2,f1,f2,f3,b3,b2,f3,b3,b3,s2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
1924,6,f27,f+3,b;3,b-1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,4,f29,b3,s2,f1,f2,f2,f2,b3,s3,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,5,f29,f2,b2,f2,f2,f2,f2,f1,f2,f2,b2,f3,b1,f2,u2n@,,,,,,,,,,,,,,,,,,,,,,,,
1927,4,f28,b+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,6,f29,f1,f2,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,6,b29,f3,b3,s2,f3,b2,f1,f2,k3,b3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,5,f28,f2,f3,b2,b2,f;1,f2,b3,b3,f1,f;3,b+3,b3,z3,b1,v2n#,,,,,,,,,,,,,,,,,,,,,,,
1931,6,b28,b1,f2,f3,b2,s2,f3,b2,f2,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,f27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,"6d,",5,b29,f3,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,f29,f3,b2,f2,f2,f2,b2,f2,f2,f2,b3,b2,b3,b3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,
1935,6,b39,b3,b3,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,"4n,",6,b28,f1,f2,b+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,"6w,",4,b29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,6,b28,f1,f2,f1,f2,f3,b3,s3,s3,s3,f2,f3,b3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,
1940,6,f28,b2,s3,f3,b2,s2,f3,b2,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,"6w,",5,f3!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,"4x,",5,f29,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,"6w,",5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,"6n,",6,b29,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,b38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,5,b17,f+3,m2,o1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,"6d,",5,b38,b3,b3,f3,b;3,y1,f-3,m1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,"4w,",5,f28,f1,f2,f1,f2,b+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,6,f29,f2,f1,f1,f2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,4,f39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,4,f27,f2,b2,f+3,b3,v1,f3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,"6d,",4,b38,b1,r2,f+3,b1,v^1,f-3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,6,b18,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,6,b38,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,6,b28,f1,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,"5n,",4,b39,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,6,b27,f2,f2,f3,b2,f2,f2,b3,s3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,"6d,",6,f28,f1,f2,b2,f2,b3,b2,b1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,5,b27,b2,b2,f3,s3,s1,f1,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,6,f39,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,4,b29,f3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,"4n,",6,b19,f3,b1,j1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,"6w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,6,b28,b+1,f3,z2,f1,v3,m2,f2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,"4d,",4,f27,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,6,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,"6w,",5,b28,b2,f2,b2,f2,f1,f2,f2,b3,s2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,6,b27,f+1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,4,b28,f2,f2,f1,f1,f2,b2,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,4,r17,f+3,b3,p3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,4,f29,b3,b-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,"6n,",6,b29,b2,b1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,4,b28,f2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,4,b29,f2,f2,f2,f1,f1,f1,f2,b1,f1,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4,f29,f3,b3,b2,f2,f2,b2,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,"4d,",5,b29,f3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,5,b27,b+3,b3,b-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,6,f28,f1,f2,f3,b3,b3,b2,f1,f1,f3,s1,f3,b3,b3,s3,s3,b1,f3,b2,s2,s2d@,,,,,,,,,,,,,,,,,,
1994,"4C,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,"6w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,6,b29,f1,f1,f2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,f28,f+3,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,"6d,",5,b28,f1,f2,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,5,f28,f3,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,6,f29,b2,f3,b2,f3,b2,f2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,f19,f2,b2,f1,f3,b3,b3,s3,f3,b2,f1,f1,f3,b3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,
2003,4,b27,f+3,b1,v1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,6,f27,b3,b2,f2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,b28,f1,f2,f2,b2,f1,f2,f1,f2,b2,s2,f2,f2,f2,b3,b3,b3,s2,f1,f1,f2,f3,b3n#,,,,,,,,,,,,,,,,
2008,"5n,",6,b+29,b1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"4d,",5,b29,b3,s3,s2,f3,b3,b3,s2,s2,b3,b2,f2,b2,f3,b2,s3,s3,b2,f2,f2,b1,f2,f2,b2,b1,f2,b1,f2d@,,,,,,,,,,
2010,4,f27,f+2,b3,z^2,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,b38,b2,f3,b2,f1,f1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,6,b29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,5,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,6,b27,b+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,5,f28,f1,f2,f+3,s2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"6n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,f28,f1,f2,b1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,f27,f-3,b2,z3,b3,z3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,"6d,",5,b28,b2,f1,f1,f2,f1,f2,f2,b1,f2,f2,b2,f2,f3,b2,s2,s2,f3,b3,s2,f3,b1,r2,f1,f1,f3,b3,b2,f2,f3,b3,s3,b1,r2,f-3,b1,v1*,
2021,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,4,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,f29,f2,f1,f2,f3,s3,b3,s3,s3,s3,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,f39,b2,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,"6n,",6,b29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,"6n,",4,b28,b3,b3,b3,b2,h2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,6,b37,b3,s2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,"6d,",5,b29,f1,f1,f1,r2,b3,s3,u2,f-1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,6,f27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,4,f19,f2,s2,b3,b1,f2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,"4n,",5,b28,b3,b2,f1,f2,f2,b2,f1,f1,f3,b2,b1,r2,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,
2035,"5n,",6,b29,b2,f1,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,6,f18,f1,f2,b2,b1,f3,b3,s3,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,4,f29,f2,b1,f2,f2,s3,s3,b3,b2,b2,f;3,b+1,l3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,
2038,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,4,f29,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,6,f28,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,6,b38,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,6,b27,b2,f2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,4,r17,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,"4w,",4,b39,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,6,f27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,5,b28,b2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,"6x,",4,b37,b2,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,6,f27,f3,b2,b1,f1,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,4,f19,f2,b3,b2,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,"6w,",5,b39,b2,f1,f1,f2,b2,b1,f1,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,"4n,",4,f28,f3,b2,f1,f2,f+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,6,f28,b2,b3,b;2,f1,f1,f3,b;3,s1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,5,b37,b2,b1,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,6,f28,f1,f1,f1,f2,b1,f2,b+3,b1,v1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,"4n,",4,b1,b1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,"5n,",5,f28,f2,b1,b1,b2,f3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,"4C,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,"5d,",c4,b1,b1d!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,"4n,",4,f38,f2,b1,b1,b1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,4,f38,f+3,f1,i^1,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,"4w,",6,f17,f3,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,4,r17,b1,m3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,"c4x,",4,f38,f1,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,4,b28,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,4,f28,b+1,b3,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,"6d,",4,b18,b2,f3,f3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,5,s27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,"5d,",4,b18,f2,f3,f3,f1,b1,s1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,6,f37,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,"4w,",4,f18,b1,f1,b1,b3,f3,f1,s1,f+3,f1,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,"6w,",6,f28,f3,f2,f1,b3,f3,f1,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,6,f37,f+3,f1,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,4,f38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,"4n,",4,b17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,5,f18,f3,f1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,"6w,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,"4n,",4,b17,b3,f3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,"4w,",4,f39,f2,b3,f3,f1,f1,s2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,c5,b28,f1,b1,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,"6d,",4,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,4+,f2,z2,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,6,f18,f1,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,"4n,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,"4d,",4,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,4,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,4,f39,f2,f3,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,c6,f19,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,"6d,",4,f38,f1;,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,5,b37,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,"4d,",c4,b18,f3,f3,f3,f3,f2,s1,f1,s1,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,"4w,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
