,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
8547,6,f38,b28,b28,f28,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,"4+w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,5,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,4,f38,s39,s18,f18,f+18,f3,z^37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,"4n,",4,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,"6n,",6,b27,f29,b28,f39,b38,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,6,r28,f38,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,5,b38,b37,s38,f39,s29,f18,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,4+,s2,v29,b2,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,6,s29,f29,b38,f29,f19,f38,b38,b18,f18,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,"6d,",4,b38,b37,s38,f38,s28,f+38,m2,o37,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,"4+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,"4w,",5,b29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,"4n,",5,b39,f37,b29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,"4n,",5,b27,f29,f17,r19,f39,s37,s+39,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,"6d,",5,b28,f18,f28,u17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,4+,r2,z37,m39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,6,f28,u37,s-39,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,"4n,",6,b29,b27,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,"5d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,"6n,",6,b27,b37,b38,b18,r29,f+18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,"6d,",4,b38,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,"6n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,"4n,",5,b28,f29,f19,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,5,b37,s39,s28,f27,f38,b39,f19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,"5n,",4,f29,b28,f39,f37,s18,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,"5n,",5,b28,f38,b28,f+39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,"4w,",5,b29,f28,f18,f18,f39,s28,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,"6d,",5,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,"6n,",6,b38,b38,f18,f19,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,"5d,",4,f18,f18,f39,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,"6d,",6,b29,f39,b37,b39,b19,f27,y17,r-3,z=39,t#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,5,b27,f+37,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,4,f29,f38,b37,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,5,s28,f+19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,"5d,",5,f38,s39,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,"6n,",4,b28,f18,f!19,f28,b39,b28,f+39,b3,z18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,"6n,",5,f27,s18,f17,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,"6d,",5,b27,f1,f2,b3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,4,b27,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,6,r29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,6,b27,b+3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,6,f29,f2,b2,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,"4n,",6,b39,b3,b3,b3,b3,b3,b2,f1,r1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,4,b17,f+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,"4n,",5,b28,f3,b3,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,6,f38,f3,b1,f2,f2,b2,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,"6d,",6,b28,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,4,b37,s+3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,6,b19,f2,b3,b3,b2,f1,f1,f2,s3,b1,f1,f2,b3,b2,f2,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,
8604,"6n,",4,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,"6n,",5,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,"6w,",5,f28,b2,f3,b3,s2,b3,b3,b3,b3,b;2,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,
8607,"6n,",6,b28,b3,b2,f1,r2,f1,f2,f3,s3,b1,r1,f1,f2,f3,s2,s;2*,,,,,,,,,,,,,,,,,,,,,,
8608,5,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,"6d,",6,b28,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,4,f28,f1,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,"4n,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,6,r39,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,6,s28,f+2,f2,u2,b-3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,"6w,",4,b38C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,4,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,6,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,6,r18,f+3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,6,f18,f1,f3,b2,b2,f1,f2,b3,s2,f1,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,4,f29,f1,r1,f1,r1,f2,s2,f1,f2,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,"4n,",5,b38,b2,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,"6n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,"4w,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,6,b29,f1,r2,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,"6d,",6,b38,b2,b3,s2,j3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,"e,",4,b38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,6,b37,s3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,4,b19,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,4,f39,b3,s3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,"4n,",6,f37,b3,f2,f2,b2,f1,f2,f3,b3,b3,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,
8636,"6d,",5,b39,b2,s2,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,6,f27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,4,r28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,4,b28,f1,f2,b+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,"4w,",6,b29,b2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,"4d,",5,f27,f2,f1,f2,b2,b3,b3,b3,b1,r2,b;1,f3,b2,b2,b3,b3,s2,f1,f1,f2,b2,y3,s-1,l3d#,,,,,,,,,,,,,,
8644,"4n,",6,b38,b1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,"4x,",6,b18,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,4,b28,f3,s2,f2,f1,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,4,f37,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649,"6w,",6,f18,f2,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,6,b27,f+2,b2,z1,f-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,4,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,"6w,",6,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,"6d,",4,b28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,4,f29,f3,s3,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,"6w,",5,b37,b3,s3,b+3,m2,o1,l2,o;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,"4w,",5,b28,b3,s2,f3,b2,y3,s-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,6,b38,y1,f-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,"6d,",4,b38,s3,f-1,l2,t2,z3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,"6d,",5,b28,b2,b2,f1,f2,f2,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,"4d,",4,b38,b1,r2,f+1,f3,z3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,"6d,",6,b38,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664,6,r37,b1,l3,o3,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,6,b28,b2,b3,b2,b2,b2,b2,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,6,f38,b2,b3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,4,f18,f+3,b3,z3,s3,z2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,6,f28,f1,f2,b2,b3,b2,f+1,f1,v^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,"6d,",5,b38,b2,b1,r2,f3,b3,b1,f2,i3,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672,"4n,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,6,b37,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674,6,f37,b2,r2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,6,b28,b2,b3,b2,f2,f1,f3,b2,b1,f2,f1,f3,b3,s2,v^1,f-3,m3*,,,,,,,,,,,,,,,,,,,,,,
8676,"4n,",6,f29,b2,f3,b2,b2,f2,b1,r2,v3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,6,b27,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,4,b39,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,4,r27,f-2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,6,r29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,4,f29,b2,b3,b2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,4,b37,b+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,"4w,",5,f28,b2,f3,b2,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,4,f19,f3,b1,r2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,4,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,"6w,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,"4n,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,"6n,",4,b28,f1,r1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,6,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,"6w,",4,b39,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,6,f29,f2,b+3,s2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,4,f29,b2,s3,b2,f1,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,"4d,",5,b37,s3,f3,s1,f1,f2,f3,b3,b2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,"6d,",5,b29,b2,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,"6n,",6,b39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,"4x,",6,b39,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,"4w,",4,b29,b1,f2,f1,r3,f3,b1,f2,b3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,
8705,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,"4n,",5,b37,b3,b2,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,"4n,",6,b38,b2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,4,b29,r2,f3,b1,r3,b;3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,"6n,",6,b38,b+3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,4,b39,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,6,b28,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,4,b17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,4,f27,f2,f2,f1,f2,f3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,4,b29,f2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,6,b19,f2,f2,b3,b2,b1,r2,f1,f2,b3,b+3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,"4w,",5,b38,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,"4n,",5,b29,b2,b2,b2,f1,f1,f1,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,6,f37,b3,b2,f1,f1,f3,b3,b2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,"4w,",5,b37,b2,b2,f2,f1,f1,f2,f3,s3,f1,l1,o=1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,
8722,"4w,",5,b27,b1,r2,z3,b-1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,"4w,",4,b28,f2,b2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,6,b27,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,4,b27,u-1,f-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,6,f28,f1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,6,b29,b2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8731,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8732,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,4,b29,f1,f1,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734,4,f27,b+3,m2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,"4n,",5,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8736,"4n,",6,b29,b1,r2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,"4w,",5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8738,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8739,6,f27,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,4,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8742,"4w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8743,4,f38,f1,s2,v3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,6,f28,f1,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8745,6,b27,f1,b1,f2,b+2,s1,z1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,6,b37,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,"4n,",5,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,4,b29,b2,b2,f1,b3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753,6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,4+,s3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,"6w,",6,b39,b3,f3,b3,f2,f2,f3,s2,f+3,b1,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,"6d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,6,b38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,"6d,",6,b27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763,6,s27,f+3,f1,v^1,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,"4n,",4,b28,f1,s3,b2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,4,f27,f+1,s1,h2,f3,z1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,4,b29,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8767,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,4+,s2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,"6n,",6,b28,b1,s1,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8770,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,4,b29,f;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8772,"4w,",5,b18,b1,f1,f2,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8774,"6w,",6,b29,f+1,f2,z3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,6,f29,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,"6n,",5,b29,b2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779,"6d,",6,f39,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8780,"4x,",5,f38,y1,s-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8781,"6w,",4,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782,4,f28,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,"6d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8784,"4d,",6,b38,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785,"6d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8786,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8787,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8788,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8789,4,s19,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8790,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8791,6,f29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8792,6,b27,f+1,b3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,4,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8795,"6d,",4,b28,b3,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8796,5,f28,f3,f3,b3,f2,b1,s2,f3,f2,f1,b1,f3,f3,b1,s2n@,,,,,,,,,,,,,,,,,,,,,,,,
8797,4,b28,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
