,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
4768,"4n,",5,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,"6d,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,"4n,",6,b39,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,"4x,",4,b38,b38,s28,f18,f27,b+37,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,5,s27,f+18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,5+,r2,v38,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,"6w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,"c6w,",4,b37,b39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,"6n,",4,f19,f18,f38,b38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,4+,b3,z29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,c6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,"4n,",5,b38,b38,b29,f18,f28,f18,f17,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,5,f27,f+38,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,6,f38,b28,f38,s28,f+39,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,6,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,"6w,",5,b38,f18,r29,f38,b29,f18,r27,b+38,b1,v1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,4,b38,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,c6,b28,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,"5d,",4,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,"4w,",6,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,6,f38,b39,b38,b18,f19,f17,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,4,r29,f+17,r2,z17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,c4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,"4d,",4,b39,b28,f28,s28,b37,s28,f38,s28,f;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,"4w,",5,b27,b39,b37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,4,f18,f+28,b27,i^17,f-19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,4,b39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,6,s29,f17,f29,f38,b+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,"5d,",4,f18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,c4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,5,b28,f28,b29,f39,b39,b38,f38,s28,f19,f18,f28,f!1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,6,f27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,4,f28,f27,s38,s39,f39,b37,y37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,"4n,",4,b37,b28,f39,s39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,5+,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,5,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,4,b29,f37,s39,f19,f17,f+39,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,4,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,6,f28,f38,s28,b28,s39,b29,f18,f18,f28,b37,s27,b-19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,4,f18,f38,b38,b29,f27,f38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,4,b39,f28,f+38,s17,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,6,f28,f37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,4,r28,f18,r28,f+18,f3,z28,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,6,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,6,s29,f+39,b2,z^37,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,"6n,",6,b28,b28,f38,b37,s38,b19,f18,f18,f28,b+39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,6,f29,b17,r29,f38,b38,b38,b39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,"6d,",5,f29,f28,f27,b27,f39,b28,f39,s39,f29,f28,f18,r2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,"4w,",4,b39,f18,l2,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,5+,b2,v37,s2,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,4,b38,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,"6d,",5,f28,f28,b28,f28,f19,f27,f39,s38,b38,s38,b18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,4+,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,"4w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,"4n,",6,b29,b29,f28,f28,b38,b38,b38,b38,s28,f39,s38,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,"6w,",4,b39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,4,f27,f+38,m2,o18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,4,b27,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,"4w,",4,f27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,"6w,",4,b38,y17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,"6n,",6,b28,f19,f28,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,6,r28,f+19,f27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,4,b28,f18,r27,f+17,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,6,b27,f39,b39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,"6n,",5*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,5,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,6,s29,b3,s@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,4,m1,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,4,f17,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,4+,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,6+,b27,i2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,5,b29,f1,f1,f2,b3,s3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,"6n,",6,s39,b1,f3,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,4,s37,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,"6n,",5,b29,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,c4+,b27,s-1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,"6d,",4,f18,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,6,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,5,b27,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,5,b27,f-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,"c4x,",4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,6,f27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,"4n,",4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,4,s28,b3,s3,b3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,"4+n,",6,b28,f+3,b2,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,"6n,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,6,b27,s2,s3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,"5d,",4,b39,b3,b3,s3,s3,b1,f3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,6,s37,b+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,"4n,",4,b18,f1,r3,b3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,6,s28,b1,f1,f1,f1,r3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,"4n,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,6,b29,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,4,f29,h=3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,6+,f;18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,"6n,",4,b18,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,6+,f2,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,6,m28,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,"6x,",6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,"6w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,"4w,",4,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,6+,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,"c6+d,",6,b28,f1,r3,b2,r3,s+1,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,"4w,",4,b19,f1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,6,b29,b3,b3,s2,b3,b;3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,"6w,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,"6n,",4,f19,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,"c4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,4,r38,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,6+,f37,i#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,"6+d,",6,b28,b2,f3,b2,f2,f3,b3,s2,f1,f2,u1,r-3,b1,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,5,s18,f3,s3,s3,b3,b3,b3,b3,y3,s-1,f1,v3,s3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,"4w,",4,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,4,f17,f+2,b3,i@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,"6d,",5,b27,f2,b2,b2,b3,b1,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,4,b29,f1,f2,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,4,r28,b+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,"4n,",4,b28,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,"6w,",4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,c6,f27,f+1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,"4n,",4,b39,b3,b1,f3,y+1,r-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,4,f28,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,"4w,",6,f28,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,4,s29,b2,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,"6n,",6,b28,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,4,r38,b+1,l2,o1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,"4w,",5,r3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,"4w,",6,b28,f+3,m2,o3,b3,b3,b3,y1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,6,f28,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,"6w,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,c4,f29,b1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,"6w,",6,f27,b2,b2,f1,f1,f2,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,5,s27,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,"4d,",4,b;28,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,4,m2,j3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,"6w,",5,b;27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,5,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,4,f18,r+2,b3,z1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,6,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,"6w,",6,b29,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,4,b28,f3,s3,s+2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,"4x,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,4,b38,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,"c6d,",6,b29,f2,b2,f3,b3,f1,f2,b2,b1,f1,r3,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,"4n,",4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,4,f37,b+3,s1,f-1,l2,o;3,b1,f;3,b2,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,c6,s39,b3,b3,b3,b3,s3,b3,b2,b3,b1,r1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,"4n,",4,b27,s+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,"6d,",6,b+37,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,"6d,",6,b28,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,"4n,",5,b37,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,"4w,",5,b29,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,4,s38,b+3,f2,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,6,f28,b2,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,6,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,6,b27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,"4w,",4,b37,f+2,f2,z3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,4,f19,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,"4w,",6,f17,b3,s3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,"6d,",4,b38,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,"4n,",6,b+28,f3,z^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,"4w,",5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,4,b29,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,"4n,",4,b29,b2,f2,b1,b1,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,4+,s27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,"4d,",6,b39,b3,f1,f1,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,4,b18,f1,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,"4w,",6,f27,f1,b3,b3,f3,b3,f2,b1,b1,f3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,6,b28,f3,b1,b2,f2,b3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,4,b28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,"6d,",5,b18,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,"6d,",4,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,4,r17,y+3,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,"6d,",4,b38,f3,b3,f3,b2,f2,b3,f;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,6,f28,b3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,"6n,",4,b29,b3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,6,b38,b2,f3,b3,f1,f1,b2,f1,s3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,4,b29,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,"4n,",6,b28,b+3,f1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,"4d,",5,b39,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,"6n,",5,b37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,c4,r17,b-2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,4,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002,4,f19,f3,s3,f+1,f3,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,"4n,",4,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,6,b19,b1,f1,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,6,r29,f1,f1,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,6,f18,f1,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,"6n,",6,b29,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,6,f39,s2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,"6w,",6,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
