,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
1767,4,b27,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,"4n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,4,b37,b3,s3,b1,f1,f3,b1,f1,r2,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,4,f28,f3,b3,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,4,b38,f1,f1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,4,f18,f1,f1,f2,b1,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,4,b38,b3,b3,b3,b+3,b2,v3n*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,"6n,",4,f17,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,"6d,",4,b38,b3,b3,s3,b1,f1,f2,b3,b3,b1,f1,f3;,b3,s3,b3,s3,b1,f1,f3,b3,b3,b1,f3,b3,b3,s3,b3,b3n@,,,,,,,,,,,,,
1776,"4n,",4,f27,b2,b1,f3,b3,b3,b3,b1,f3,b3,b1,f1,f3,b3,b3,s3,b1,r2,f+3,b3,z2d#,,,,,,,,,,,,,,,,,,,,
1777,6,f18,r3,b3,s1,f1,f2,b3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,"6d,",4,f38,b2,f3,b1,f3,b3,b3,b2,f3,b3,b3,s3,s1,f1,f3,b1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,
1779,"4x,",4,b39,b2,f1,f1,f3,b3,b3,b3,b3,b1,f1,f3,b3,f1,r1,u3,b+3,b1;*,,,,,,,,,,,,,,,,,,,,,,,
1780,"6d,",6,b38,b3,b1,f3,b3,b3,b1,f1,r2,b+3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,6,f28,b1,f2,b3,b2+,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,"4x,",5,b28,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,4,f18,f2,b2,b1,f3,b3,s3,s1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,4,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,4,b37,s3,b3,b3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,6,b38,f1,l2,f=3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,6,r38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,4,f28,b3,b3,b1,f2,f3,b+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,"4n,",5,f38,b3,b3,s3,f3,b3,b3,b3,b3,s1,f3,b2,f3,y3,i^1,h3,z3x#,,,,,,,,,,,,,,,,,,,,,,,,
1791,4,f28,b3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,"4x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,6,b28,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,"6d,",4,b37,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,"6n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,"4n,",5,f28,f1,f3,b3,f3,s2,f1,f2,f3,s3,b3,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,"6n,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,"6n,",5,b28,f3,b1,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,6,f37,b3,b3,b3,f3,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,"4x,",6,b38,b3,f3,b3,f1,f2,u2,h2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,"6d,",4,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,"6n,",4,r28,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,"4n,",4,f19,f2,b1,f2,f3,b2,f+3,b2,v3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,4,f28,u3,b+3;,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,c4,s27;,r3,m3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,6,b38,f3,b3,f3,b3,s3,b3,s3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,"5d,",6,f29,f3,b3,s3,u3,i3,b1,r=2,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,6,l27,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,6,b28,y1,r-3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,"4n,",4,b38,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,4,f38,b3;,b3,b1,f3,b3,s3,b3,s3,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,"4n,",4,b18,f1,f2,f2,b1,f1,f2,b3,b3,b1,f2,f3,b2,f1,r2,f1,f1,f3,b1,f2,f+3n@,,,,,,,,,,,,,,,,,,,,
1820,5,b29,f3,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,6,f28,f3,b3,f1,f1,f3,b3,b1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,"4w,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,4,b38,s3,b1,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,4,f28,r2,b-3,m3,o3,b3,b=1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,6,f38,s2,y3,h3,i#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,"4w,",5,b38,b3,b3,b3,b2,b3,b1,f3,b3,b3,b1,f1,f1,f1,f3,b3,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,
1827,4,b39,b2,f3,b3,f3,b3,s1,f3,b1,f1,f1,f2,b3,b3,b1,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,
1828,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,"4w,",4,b38,b3,f1,f3,b2,b1,f1,f3,b3,b3,s3,b3,s3,b1,f2,b3,s3,b3,b3,b3,b1,f1,f1,f3,b3,b3,b3,b1,f1,f1,f1,f1,f3,b3,b1,f2,f3,b2n#,,,
1830,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,"4n,",4,b27,s3,f1,f1,f3,b3,s2,f2,b3,b3,s3,b3,s+1,f3,z3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,
1832,6,s38,f1,r2,f3,b1,f1,f1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,6,f37,s3,s1,f3,b2,s3,b3,s1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,4,f28,b3,b3,b1,f1,f3,b3,f1,f1,f3,b3,s3,s3,f1,f1,f3,b3,s3,b3,b2,f1,f1,f3,b3*,,,,,,,,,,,,,,,,,,
1835,6,f28,y3,y-1,h1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,"4w,",5,f18,f1,f3,b3,y1,h3,b-3,z3,z1w!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,"4d,",5,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,4,b37,b-1,l3,o3,y+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,6,b28,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,"6d,",4,b37,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,"6w,",5,b38,b3,s3,s3,b2,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,6,f29,b2,f1,f3,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,6,b18,f3,b3,s3,b1,f3,b3,s1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,"4n,",6,f29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,4,b37,f1,l1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,"4g,",5,f18,f3,b2,f+3,b3,z2,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,4,b38,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,"4d,",4,f18,f3,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,"4n,",5,b18,f1,f1,f3,b3,b1,f1,f3,b+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,4+,r2,z3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,"6w,",4,f17,r2,y1,h1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,6+,f2,z3,m2,o1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,"5d,",5,b38,b3,b3,b3,b3,b1,f1,f1,f1,f2,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,"4n,",4,b37,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,"4w,",5,b28,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,4,f28,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,4,b38C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,4,r18,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,"4w,",5,b27,f3,b1,f3,b3,f3,b2,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,"5n,",4,b39,b1,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"4n,",6,f38,b3,b3,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,4+,r2,v3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,6,f28,f1,f1,f1,f3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,5,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,4+,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,4,f28,b1,f2,b3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,6,f17,u3,i3,b3,i2,f3,s=2,f1,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,4,f27,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,"4n,",6,f28,f1,f1,f1,f3,b3,s3,f3,b3,u3,b-3,b1,v1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,4,f18,u3,i^3,b-1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,6,f18,r3,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,5,b28,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,5,f27,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,4,r18,f1,r3,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,"6d,",4,b39,b3,b3,b3,b3,b3,b3,b3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,6,f18,u3,i3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,5,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,6,r17,f3,m3,o1,f1,f=2,y1,h3,b3,b-3,b3,b1,f1,r2,f+3,b3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,
1897,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,6,f29,b3,b3,b3,b3,s2,f3,b3,b1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,4,f18,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,6,f28,f+1,r2,v3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,4,f17,f3,s3,b3,s3,f3,s3,b1,f1,f1,r3,b1,r1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,"6w,",4,b38,b3,b3,b3,s1,f3,b3,b3,s3,s3,b3,s3,f3,b3,b3,s3,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,
1903,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,5,s29,f1,f1,f3,b3,b3,s3,u+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,4,b28,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,6,s37,f3,b3,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,b38,f1,f1,f3,b3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,6,b37,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,5,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,4,f18,f3,s3,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,"6w,",4,b18,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,4,f18,f2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,4,b38,b1,f1,f3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,"4w,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,"6d,",4,b38,b3,f3,b3,s2,f1,f1,f3,s3,b3,s2,f1,r1,f1,f1,f2,b1,f3,s2,f3,s3,b3,b3,s3,f3,b2,f1,f1,u3,i1n#,,,,,,,,,,,
1918,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,"6d,",4,b37,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,6,b27,b+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,"6n,",4,b38;,b1,r1,f1,r2,f3,b3,b3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,4+,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,6,f29,f2,b3,s3,b3,b3,b3,s1,f1,f3,b3,s3,b3,b3,b3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
1924,4,f18,r2,b3,s3,b3,s3,b3,b3,b1,f1,f3,b1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,"6d,",4,f39,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,"4n,",6,f38,f+1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,4,f18,f3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,"6d,",4,b37,b3,s3,b1,r3,b3,s3,b3,s2;*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,"4w,",6,b38,b3,b1,f1,f1,f2,b2,b3,b1,f1,r2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,6,f28,f3,b3,b3,b3,b2,f1,f3,b1,r1,u3,i1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,4,r18,f1,f1,f3,b3,s2,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,5,b28,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,4,b38,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,6+,r1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,6,b38,b+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,4,b27,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,"6d,",4,f28,b2,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,"4w,",6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,f28,f;3,b2,b1,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,"6n,",6,b29,f3,s2,f-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,4,r29,f2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,"4w,",5,b28,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,4,b28,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,"6n,",5,b29,b2,f2,b2,f3,b3,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,5,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,5,b29,f3,b2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,"4n,",6,f27,b2,f2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,5,b28,f3,b1,r2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,"6d,",6,b29,f1,f2,f3,s3,b3,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,4,b37,s2,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,"6n,",4,f28,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,"6n,",4,b28,f2,f3,s3,z3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,"6w,",5,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,4,f1,j3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,"6w,",4,b29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,4,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,4,f17,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,5,b28,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,"6d,",4,b38,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,6,b18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,6,r39,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,"4d,",6,b38,b3,s3,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,4,b39,b2,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,6,b39,b3,s3,f1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,"4n,",4+,b3,z1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,r37,b+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,6,f29,f2,b1,f3,b3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,6,b38,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,5,b29,f2,b1,f2,f1,f1,f1,f3,b2,s2,f1,r2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,f29,b3,b+3,s3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
