,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
7831,"4d,",4,b2,b2,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7832,"6n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7834,"4w,",5,f1,f3,s3,f2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7835,"4n,",5,b2,b2,b2,b2,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,"6n,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7837,6,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7839,"6d,",5,b3,b2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7841,6,f2,b2,b2,f2,b2,b2,f3,b3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7842,4,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,"4n,",5,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,6,b3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,4,b2,f2,b2,f2,f1,f2,b+3,b2,z2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,6,f2,b2,y2,s+2,f3,z2,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,"4d,",6,b2,f+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,"4w,",5,b2,b3,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,4,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,"4d,",6,f2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,"4n,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,6,b2,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,"4n,",4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,6,b2,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,"6d,",5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,"4n,",5,f3,s2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,"6d,",6,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,"4w,",5,b2,b2,b2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,4,f2,f2,s2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,4,s2,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,5,b3,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,4,f3,b+3,m2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,4,b2,f3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,4,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,6,s2,f3,b2,f2,f1,f3,s2,f3,b2,b3,b2,b3,b1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,"6d,",5,f3,b2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,"4d,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,6,b2,b2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,6,f1,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,"6d,",5,f2,f1,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880,"4n,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881,"6d,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,"4n,",4,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,"6w,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,"4n,",6,b2,b;2,f3,b2,f2,f3,s2,f-3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,"4d,",4,b2,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,"4n,",5,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,4,f1,r3,b+1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,"4n,",5,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,"6n,",6,f2,b2,b3,b2,b2,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,"4n,",4,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,"4n,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,6,b2,f;3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,4,b2,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,"6n,",6,b3,b2,f2,b2,f2,f1,f2,f3,b2,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,"6w,",5,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,4,r19,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,6,f38,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,6,s29,f+18,f1,v37,m2,o38,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,"6n,",5,b29,f28,b29,f28,f29,f29,b38,s28,f38,b39,b37,b39,b19,f18,f28,s39,b38,b28,f19,f28,f29,f29,b38,s28,f19,r27,r38,s38,b38,b39,b29,f19,r2d#,,,,,,,,,,,
7908,6,b18,u37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,"6n,",6,b27,b38,b29,f39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,4,b38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,4,f17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,6,f29,b29,f39,b39,b37,b39,b28,b39,b29,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,4,f19,f27,f19,f29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,"4d,",5,b29,f28,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,6,b27,f+18,l2,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,4,b38,b29,f38,f28,f19,f17,f18,f19,f39,b38,s38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,"6d,",6,b28,f37,b38,f38,b38,s19,f19,f18,f39,s38,b38,s38,y17,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,4,s38,f+39,b28,h27,f18,f39,b37,s39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,"6d,",5,b28,b28,b39,b18,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7921,6,f28,f+37,b1,v17,f-29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,6,b28,f19,f19,f38,y17,f-;19,l38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7923,4,b37,y17,u-17,r-2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924,"6w,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7925,"5d,",4,b38,s28,f+18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7926,4,f18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,"4d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7928,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7929,c4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930,"6n,",5,f28,b+38,b2,z19,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7931,4,b38,u+37,s-3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7932,5,b28,f39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7934,6,b28,y17,r-29,m39,m39,o=37,s38,b39,b29,f18,f+38,b3,z3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7935,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936,4,f28,f18,f39,b28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7937,4,b38,b;18,f29,f28,s19,f28,b28,b38,s29,f18,f19,f38,s28,s38,f+39,b2,z18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
7938,6,b27,f+38,b3,z;37,s-3,z28*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,6,r39,f28,b18,f17,f19,f39,s38,b38,s3,j39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7940,4,f39,b27,s2,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,4,b38,b39,b19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,"4w,",6,b28,f+38,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,"6d,",5,b37,b29,b28,f29,f28,f+19,r1,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7944,6,b28,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7945,"6+d,",5,b38,f27,f19,f38,b38,b29,f29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7946,"0e,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7947,6,f28,b18,f!2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948,6,s2,j18,l37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,"6d,",5,b17,f28,b37,s28,b39,b19,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952,4+,s17,f-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7953,4,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,"6d,",6,b29,b27,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7956,6,s27,u-17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,4,b27,b+39,b2,v39,b3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7958,"6x,",5,b28,b28,b+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7959,"6w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,4,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7961,"6d,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7962,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7963,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7964,4,f29,f38,b38,b39,b38,s19,f19,f17,f28,f28,b29,f27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,"4x,",5,f28,f19,f18,f39,b28,u+37,s-3,z19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7966,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7967,"c4x,",4,b38,b28,f29,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7968,4,f17,f18,r28,f39,b29,f18,f19,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7969,"6d,",4,b37,b38,s18,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,4,r17,f-39,m3,o=38,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7971,5,b38,b19,f37,b38,s27,f18,f18,f29,f19,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7972,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973,"6n,",5,b29,b28,f38,b38,b39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974,6,r27,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975,5,b29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7976,"4d,",4+,b3,z19,l2,p3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7977,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7978,6,f37,b38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980,4,b29,b28,f+19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7981,6,b27,f+39,m3,o=39,b3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7982,"6x,",4,b38,b29,b39,b29,f28,f19,r27,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7983,"6w,",4,f18,u27,b-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7984,4+,b2,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7985,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7986,6,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987,"4w,",6,b37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7988,4,b38,f39,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7990,6,f29,f29,f18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7991,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992,6,f17,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7994,"6d,",4,b38,b19,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7995,"6n,",6,b29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7996,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997,"6d,",4,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998,"6n,",5,f39,b38,f38,b38,y37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,c6,b38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,"4x,",5,f28,f28,f38,s39,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,5,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8002,6,r27,f+;38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,"6n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005,"6x,",5,b28,b19,f19,f19,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,4,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8007,"4x,",5,b38,b39,b29,b27,r28,s18,f39,b28,y17,u-37,s-3,z18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,"4n,",6,b29,b27,b+29,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8009,"6w,",5,b29,f28,b39,b28,f39,b38,b28,f18,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,"6d,",4,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8011,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8012,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013,"4d,",4,b38,b29,f19,f18,f18,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,"6d,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8016,6,b28,f39,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8017,6,b18,r29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8018,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8019,"6d,",6,b28,b27,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8020,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8022,6,f19,f;17,f-19,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8023,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8024,"4x,",5,b38,f29,f18,f18,f18,f29,f29,f28,b18,f27,b38,b29,f29,f28,r37,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,"4w,",4,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,4,b37,f+28,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027,6,m29,f18,f19,f18,f27,s39,b38,s28,b38,s39,b29,f28,f39,b29,b39,s18,f18,f19,f29,b27,b+38,s2,z39,b1,v17,f-1n@,,,,,,,,,,,,,,,,,,,
8028,"4n,",6,f28,f19,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8030,4,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8031,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032,"4d,",4,b38,b28,f28,f39,s39,f18,f29,b37,s39,b;18,r28,f18,f29,b29,s29,b18,f19,f38,s29,f18,f28,b28,s18,f18,f1d@,,,,,,,,,,,,,,,,,,,
8033,"6n,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8034,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,4,f29,f+28,b3,z1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8036,"6n,",6,f27,f18,f28,f+38,b1,v^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,"6n,",5,f27,b39,b38,y+37,s-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038,4,m27,f-29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,6,b29,b29,f18,f18,f18,f29,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,"4n,",6,b29,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,"6w,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8042,"4n,",6,b+38,b2,v18,f3,z27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,"6d,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8044,4,f28,b39,s28,f;+38,s3,z38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,6,f29,b38,s28,f19,f19,f28,b27,y17,u-37,b-1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8046,6,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,4,f29,f18,r29,f+18,f27,h^27,b-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,"6d,",5,b28,b29,f39,b27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,6,b28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8051,"4x,",4,b29,f18,f27,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,"6d,",4,f29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8053,4+,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054,4,f28,u17,f-19,f2,k39,b38,b39,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,6+,f2,z39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056,6,b28,f39,b29,u37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057,c5,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8058,6,b27,b+38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
