,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
4765,4,f27,y+3,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,"6d,",5,b37,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,6,s29,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,"c6n,",5,b38,f2,b3,f3,b2,f2,f3,b2,f1,f2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,6,s28,f1,f1,f3,s3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,"6d,",6,f28,f3,s3,f3,b2,s1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,"4n,",4,b37,f1,r2,f3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,"6d,",6,b18,f1,f1,f3,b3,b2,f2,b2,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,6,s18,j+1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,"6w,",6,b28,f+3,s2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,6+,f18,v3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,"6w,",6,f27,b1,f2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,"c4n,",4,b38,b3,f3,b2,f2,f1,f1,f3,s3,b1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,"6w,",c5,f38,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,6,f38,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,4,f28,b+3,s3,z1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,4,b28,f3,s2,f1,f2,u3,s1,l2,l2,f3,f3,b1,f2,f2,s2,f2,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,4+,f27,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,4,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,"6n,",5,f38,b1,r1,f3,b3,b1,f1,f2,b3,b3,u3,y1,r1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,"6d,",5,b17,f3,s1,r1,u+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,"c6d,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,"c6n,",5,f38,b2,f2,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,"6d,",5,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,4,b28,f3,b1,f1,f2,s3,b3,s3,b3,s1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,4,r28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,"6n,",5,f28,b;2,f1,f2,f2,f2,b2,f2,b1,f1,f1,f1,f2,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,6,s27,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,6,f37,f3,b3,s3,b3,s+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,"4n,",4,f18,r2,s+3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,"4d,",4,f37,b2,f1,f1,f2,f2,b2,f2,s2,f1,r1,f1,f2,s3,s3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,"6n,",5,f28,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,4,f38,s+3,b1,h2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,4,b38,u3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,6,f38,f1,f3,b2,b1,f1,f3,b2,b1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,"6w,",5,b28,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,"4n,",5,f28,f2,f3,b3,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,4,b27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,"c4n,",5,f38,b3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,"6n,",4,b28,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,"c4d,",5,f29,b3,s2,f1,f1,f2,s2,b3,f3,s2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,6,r27,f+1,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,4,f18,f3,s3,s1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,6,b28,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,"6n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,6,f38,s3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,4,f37,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,5,f28,f2,s3,b3,s3,b2,f3,b3,f3,b3,f1,f2,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,5,r29,f1,f1,f2,s2,f3,s3,f3,b3,b3,f1,f+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,"6w,",4,f18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,5,f29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4831,"4w,",4,b39,b1,f+1,f1,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4832,4,f28,f3,s2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,4,s38,f1,f1,h3,s2,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,4,f38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4836,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4837,"6d,",4,b27,f1,r2,f+3,b2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4838,"5d,",4,f18,f3,s2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4839,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,6,s28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4841,6,f28,f3,b3,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4842,4+,f28,v3,m3,p1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,"4w,",5,f28,f3,b2,b1,f2,f2,s2,f2,b1,f3,b3,b2,f3,b3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4844,6,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4845,5,f38,s2,f1,f1,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4846,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4847,4,b38,f1,f1,f3,b+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4848,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,4,r28,f1,f2,f2,b2,f3,f3,s3,f3,b3,f1,f1,r2,f3,b3,b3,s3,b2,f1,f3,s3,s2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,
4850,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,4,r18,f3,s3,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,4,s29,f3,b2,b2,f1,f3,b3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,"6n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,6,f37,b3,b3,s3,b3,b3,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,"4n,",5,f28,f3,s2,r+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,4,f18,j+2,b2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,"5d,",5,f38,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,"5d,",4,f38,b2,b,s3,f3,b2,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,c4,s18,f+3,b3,z2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,"6w,",4,f18,f3,b2,f1,f1,f3,s3,f1,f2,f3,b3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,"4n,",4,f38,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,6,s29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,4,f28,f2,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,c6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,"6d,",5,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,4,r28,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,6,f38,b1,f1,f3,b;3,b3,s3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,"6d,",4,f18,f2,s2,f1,f2,f+3,s1,h3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,"c6w,",5,f38,b3,s3,b2,f3,b2,f2,f2,f3,b2,f+1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,c6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,4,s28,f1,f2,f3,s3,b;1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,"4d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,6,r18,f3,s2,f1,f2,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,4,f28,b+3,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,"4n,",5,f38,b3,f3,s1,f1,f3,s3,b3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,"4n,",5,f27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,4,s37,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,"4w,",5,b37,s3,b3,s2,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,6,f38,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,"6n,",4,f+39,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,"c4n,",5,f37,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,"6w,",5,b37,s2,f1,f2,f2,s2,b3,s2,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,"4n,",4,f17,f1,f2,f3,s3,b3,s2,f3,b2,f3,s3,b1,r1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,4,s28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,4,f27,f3,b3,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4892,"4x,",6,f27,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,4,r18,f+3,b3,z1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,"6d,",c5,f28,f1,f1,f1,r2,b2,b1,f2,f2,f3,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,4,f28,f3,b3,f2,f2,f3,b3,s1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,"4n,",6,f37,b3,s2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,"4w,",5,f27,f1,l2,o=3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,"5n,",5,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,"4w,",5,f37,s3,f3,b3,b3,s3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,"6d,",5,b+37,s3,s3,b2,y3,s1,f1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4901,4,r38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,4,f27,b2,y1,f2,b3,z2,m3,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,"4n,",5,f37,s3,s3,b3,f2,b3,s2,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4904,"6x,",5,f27,f3,b2,b1,f1,f3,s2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,6,r28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,"6w,",5,f28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,6,f28,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,4,s28,f+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4910,"4d,",5,b28,s3,b3,s3,b1,f2,f2,s2,b2,f1,f1,f1,f2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,6,f28,f+3,b2,h1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,6,s38,b3,s3,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,6,r28,f1,f2,b2,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,c6,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,"6n,",4,b28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,"4n,",5,f38,s3,f2,f1,f3,f3,s2,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4918,4,s28,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,"4d,",5,f+38,s3,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,"6w,",5,b38,f3,s3,s+1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,6,s38,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,c4,f29,b3,s3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,6,f37,f3,s1,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,4,f28,b3,b1,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,"6n,",6,f39,b2,f1,f1,f1,f2,s2,s1,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,6,s27,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4929,6,f28,f3,b3,s;2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,6,s28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,4,b28,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,4,b37,s3,b3,s2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,c4,f19,f3,b3,s3,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,6,f28,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,"6n,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,"6w,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,6,s38,b3,b3,b3,f3,b1,f2,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,"6d,",5,f18,f1,f2,b3,s2,f1,f1,f+3,s2,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,4,s28,f3,s2,u+3,b1,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,"6n,",4,f17,f2,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,"4n,",5,b28,f3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,4,s39,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,"6w,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,6,f28,f+3,b2,z2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,6,s27,h+1,l3,p1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,"5d,",4,b17,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,5,b29,f1,f1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,6,f37,b+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,"4w,",5,b27,b;3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,"4n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,"4w,",5,b38,b3,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,"6d,",5,b28,b3,f3,b3,b3,b3,f1,f2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,"c5n,",6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,6,f28,f3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,4,b38,b3,s3,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,"5n,",4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,4,b28,f2,b3,b3,b3,b2,f+1,f1,v3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,6,b28,b+3,s2,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,6,f38,b3,b3,b3,f2,f2,f1,f3,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,4,f28,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,4,s38,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,5,b29,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,6,f27,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,"6n,",5,b28,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,"6n,",5,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,"6n,",4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,5,b18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,"4n,",5,b29,b3,b2,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,5,f29,f1,f3,b3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,"c4n,",5,b38,b3,b3,b1,f2,b!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,4,b37,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,"6d,",5,f39,b2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,6,f39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,"4n,",6,b28,b2,f3,b1,f3,b3,b3,f3,b2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,6,f28,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,"5n,",4,f18,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,6,b29,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,"6d,",5,b29,b3,b1,f2,b1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,c5,f29,f2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
