,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
7094,"6n,",6,f29,f29,f28,b29,f19,f19,f27,f+38,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7095,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7096,4,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7097,6,f29,b29,f17,f28,u+17,f-19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7098,c4,f27,f29,b28,f+39,s2,z^17,r-39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7099,5,b28,f+18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,4+,b3,z38,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7101,5,b17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7102,5,b27,u37,y-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,4,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7104,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7105,4,s28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7106,"6d,",6,f28,f18,r38,s38,s3,z3,k=2,z39,m1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7107,6,f17,f17,f+39,b;3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,"5+n,",5,f28,b28,r39,s38,s18,f17,f19,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7109,"4+w,",5,f28,f+19,f27,h3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7110,6,s29,f38,b38,f39,b39,f38,b38,b38,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,4+,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7112,6,s27,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7113,"6n,",5,f29,f39,f39,b29,f38,f38,b38,b37,b37,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,6,b29,f18,f29,b28,f+38,s37,i3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7115,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,6,b28,u+27,r-3,z;37,s-37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7117,6,f29,f29,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,4,f18,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7119,4,b27,f+38,b2,v17,f1,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,6,r28,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,"4d,",4+,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,6,b27,f19,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7125,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,"6n,",6,b29,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,4,b27,f28,f38,b38,f18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,"4w,",4,f29,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,"5n,",5,f38,f39,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,"6n,",6,f29,f38,f38,f28,f29,f27,u+17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7131,"4n,",5,f39,s39,f;18,f39,b28,f18,f27,s29,s18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,4,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,"6d,",5,f27,f+19,f1,v29,b3,z2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,4,r27,f-38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7135,6,f39,b37,u+17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7136,4,f29,f27,s28,f38,b37,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,5,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,c4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,4,b29,f19,f29,f27,f39,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,6,s37,f+19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,"6w,",4,b38,b28,f+19,r2,v37,s3,z18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,6,b17,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,6,f38,s29,f39,b29,f28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,"6w,",4,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,6,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,"5d,",6,f29,f28,b38,f39,b27,f+18,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,"6n,",4,r2,j=39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,4,f18,f+39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,4,b39,f39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,5,b29,f18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,"5n,",5,b27,u17,f-1,v=27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,4,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,6,s37,s-39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,4,s27,f+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,"6n,",6,f28,f19,f29,f29,b29,f37,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,5,f19,f17,f+39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,"4d,",6,f28,f29,f18,f37,s29,f19,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,"6w,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,4+,s2,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,"4n,",6,b28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,4,s38,f39,b18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,6,s29,f39,b39,f29,r27,f+1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,"4d,",5,f29,f28,f28,f19,f18,f37,s28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,"4n,",5,f28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,6,s38,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,"6w,",6,f19,f17,f18,f39,s28,b27,f37,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,4,s38,u17,r-29,l39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,"4w,",5,f28,f38,s39,f38,b29,f28,f18,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,"c5d,",5,b29,f28,f39,s27,u-37,s-37,s-37,s-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,6+,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,6,f28,f+38,b17,h^17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,6,s28,f18,f29,b28,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,6,r28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,"6x,",4,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,4+,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,4,f28,b38,b39,f39,s38,s29,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,"6d,",6,f27,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,"5d,",4,f28,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,4,s37,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,6,s39,u37,s-19,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,"4d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,"6w,",4,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,"c6d,",4,f17,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,"4w,",5,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,4,f27,f+3,s3,v1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,"0e,",5,b37,b1,f1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,6,f28,b3,s3,s1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,"6w,",6,b27,f3,b3,b2,b2,f1,r2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,6,f27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,6,s27,j-3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7202,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,6,s38,b3,b3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,4,b28,f1,r1,f+3,m2,o=2,f1,f1,f3,b3,b3,b2,f1,f2,f1,r2,f+3,b2,z1,l3,o-3*,,,,,,,,,,,,,,,,,,,,,,
7205,6,s29,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,"4w,",6,f28,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,4,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,6,f28,f1,f1,f2,b2,y3,s-1,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7211,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7213,"6d,",6,b38,b3,b3,b2,f1,f2,b3,s2,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,6,s27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,6,f28,f1,r1,f+2,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216,4,f29,f2,y+1,f-1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218,6,s28,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,4,s27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,4,f17,f+3,m2,o-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,"6x,",6,f28,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,"5n,",5,b37,b3,b2,f1,f1,f1,f3,b3,s3,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,"4n,",6,b19,f1,f1,f1,f2,f3,s3,f1,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,4,s39,f3,s1,f1,f1,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,4,f29,b3,s3,b3,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,4,r19,f1,f2,b3,b2,f3,b3,b1,f3,b3,b3,b3,b1,f1,f1,f2,f1,f3,b3,b2,f3,s3,y1*,,,,,,,,,,,,,,,,,,,,
7229,"4d,",5,f37,s3,s1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,"4w,",6,b29,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,"4n,",4,b38,f3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,"6w,",6,b39,b2,b2,f2,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,"c4d,",4,f29,b3,b2,f3,b2,f1,f1,f1,f2,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,4+,b27,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,6,s38,u-3,m-2,o-2,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,5,f17,f+3,m2,o-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,"4x,",4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7240,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7241,6,s37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7242,4,f28,b3,b3,b1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,6,f28,b1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,"6w,",5,b38,b3,b3,b1,f1,f3,b3,b2,f1,f1,f3,s3,b3,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,"4n,",5,b29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,4,b29,f1,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,"4w,",4,f18,f2,b3,b3,b3,b3,b3,b1,f2,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,"6w,",5,b38,b3,b3,b3,b3,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,6,b29,f3,b3,b2,b1,f1,f1,f1,f3,y+1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,4,s28,j-3,m3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,"4w,",5,b38,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7255,4,b37,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,6,s28,j-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,"4d,",4,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,"4d,",6,b29,b2,b1,f2,f1,f1,f2,f1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,"4x,",5,f37,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,4+,f28,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,6,f17,f+2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7264,6,b27,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,4,f29,b+3,s2,v^1,l-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7266,6,f19,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7267,"6d,",5,f38,b3,b3,b3,b3,b3,s2,f3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7268,4,b38,b3,b1,f1,f+3,b3,z2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,6,b28,f3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7270,6,b;28,f+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,6,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7272,"6d,",5,b29,f1,f2,f1,f;2,f3,b1,r1,f+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7273,4,b38,b1,f1,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,4,b28,f1,f2,f2,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277,"6n,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7279,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,6,f38,b3,f2,b3,b2,f1,f3,b3,b3,b3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7281,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7282,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7283,"6n,",6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7284,6,s27,f+1,l3,o-2,l3,o-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7285,6,f28,b3,b2,b3,b2,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7286,"6d,",6,b28,b2,f2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7287,"5x,",4,b37,b3,b2,f1,f1,f1,r2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7288,6,s29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,4,b;37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290,5,b28,b2,b3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,4,b29,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7292,"6d,",4,f2,b3,b3,b1,f2,b2,f2,b1,f1,h2,b3,s3,s3,m3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7293,4,b3,f3,b3,b3,b3,s2,b3,s3,b3,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7294,6,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7295,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7296,4,f2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7297,"c6w,",4,b3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7298,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7299,6,r2,f1,f1,v3,md#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7300,4+,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,"4n,",4,b3,f2,f3,b3,b3,s3,b3,s1,f1,b3,b3,b1,r3,s+;1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302,4,f39,b!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,4,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7304,6,s27,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7305,6,b1,f3,b1,f3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7306,"6n,",4,b3,b3,f3,b3,b2,f3,b3,b3,y1,f+3,m3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7307,6,b2,b3,s3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7308,"4n,",6,f39,id#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7309,6,b27,b3,b1,f19,f2,b1,f3,b3,s3,b3,b1,r2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,6,r27,f+3,md#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7311,6,b17,f1,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7312,"4n,",6,f2,f3,b3,b3,b3,b1,f2,b3,b3,y1,f-3,z=+2,f2,i3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7313,"4w,",4,f1,f3,s3,z^3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7314,"4x,",4,b3,f3,b3,s1,f3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7315,4,r17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7316,4,s37,f+1,l2,o17,r1,v+3,m,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,4,f29,i3,b39,b3,b3,b37,s3,b3,b3,b39,b39,b38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7318,"6d,",4,b3,b2,f1,f2,f2,f3,b3,b3,s1,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7319,4,f28,f1,f1,f1,f3,b3,s3,b3,s3,b3,b3,b3,s3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7320,4,s28,f1,f17,f1,f17,f2,b3,b3,b2,f27,s37,s-3,b1,f3,s2,f1,f1,b2,b3,b3,b2,f2,s3,b3,b;1,r1,f+3,m2d#,,,,,,,,,,,,,,,
7321,"6nx,",4,f1,f1,f1,f17,f1,f3,s1,f1,f17,f+;3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7322,"6n,",5,b3,b3,b3,b2,f1,s3,b3,y1,r-3,zn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7323,"6n,",4,f1,f3,b3,b1,f3,b3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324,6,r3,b3,b3,y1,u-3,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
