,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
2426,4,f1,f1,r3,b2,f3,b2,b2,b2,b2,s3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,4,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,"5n,",6,f2,f+3,b2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,"6d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,"6n,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,4,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,6,r2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,4,r2,f3,s3,f1,r2,f1,r2,f3,s2,f1,r2,f3,s2,f2,s2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,"4d,",4,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,"6n,",6,b2,b2,f3,b2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,"4w,",5,b2,f3,b2,b2,b3,b2,b1,r3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,"6w,",4,b2,f2,b2,s3,f3,b2,f2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,4,f3,b3,s1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,"6w,",6,f2,f3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,"6n,",4,f2,f+3,s2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450,"4w,",6,f3,b1,f3,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,"5n,",4,b2,f3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,"4w,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459,"6d,",5,f2,b2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,"4d,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,6,b2,f1,u2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,4,f2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,4,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,6,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,4,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,"4w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,"6w,",4,b2,f1,f2,b3,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,"4n,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,"6d,",5,b2,u2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,"4d,",4+,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478,"4w,",6,b2,b2,b3,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,"6w,",5,b2,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,"6d,",5,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,4,f2,b+1,r2,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,"4n,",4,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,"6d,",4,f2,r2,s+2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,"6n,",6,b2,b2,f2,f1,f3,b2,b2,b3,b3,b2,s3,b+1,f1,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,"4n,",5,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,"6n,",5,b2,f1,f2,f3,s2,f1,r2,f1,r2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,"6d,",5,f2,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,"4n,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,4,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,6,f2,f2,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,"6d,",6,b3,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,4,f1,f3,b2,b3,b1,f2,f1,f2,f1,f2,f2,f3,b1,r2,b3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,"6d,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,4,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,4,f2,f1,f2,b2,b2,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,6,r3,f2,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,4,f1,f1,r2,f+3,s2,o2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,"4d,",5,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,6,b2,f;3,f+1,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,6,f2,f3,s2,f3,b1,r2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513,4,f1,f2,b2,f2,b2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,6,r2,f-3,b2,v3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,4,f2,r2,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,"6d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518,4,b29,b2,b3,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519,"6w,",5,b28,f2,b3,f1,f1,b1,r1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,4,b38,b1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,"6n,",4,b28,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524,"4w,",6,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525,5,b38,f3,b2,f3,b3,f3,b+3,f1,v1,b-3,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526,4,b37,f+1,f2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,4,f19,b1,f1,s3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,4,b29,b2,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,4,b29,f3,f3,b3,f2,f1,b1,f1,b2,f2,f3,b2,f3,b3,f3,b3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,6,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,4,f29,f3,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,6,f17,f+1,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,4,f28,f1,f1,b3,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,5,f19,b1,f1,b2,b3,f3,b1,b2,t2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,"6n,",6,b38,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,"4w,",4,b37,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,"c6n,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,4,b39,f2,f+3,r1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,6,f27,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,4,b18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,"4d,",5,f38,b;2,h;3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,5,b27,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,"6d,",4,b38,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,6,b38,f2,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,4,b28,b3,b2,f3,b3,f3,b+1,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,6,s28,f+3,s3,v3w*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,"5n,",5,b38,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,4,f27,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,4+,s37,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,6,f27,f1,f2,f3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,"6d,",5,f38,f3,f1,f1,f1,f1,b2,f!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,c4,f29,f1,b1,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,4,b28,f3,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,6,b27,b2,f1,b1,f1,b1,f1,b1,f2,f3,b3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,"6w,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,6,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,6,f17,b1,f2,b+3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,5,b37,f3,b3,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,4,s38,f+1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,"6d,",6,f27,f+3,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,4,f37,b+2,b2,v1,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,5+,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,"6d,",6,f39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,4,f18,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,"5d,",4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,5,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,4,f29,f2,f3,f2,f1,b2,f2,f3,b3,f3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,"4d,",5,f29,b1,f3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,6,b29,f3,b3,f3,b3,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,5,f;28,b3,b3,f2,f+1,s1,v^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,4,f29,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,4+,b3,v2,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,6,b28,b3,b3,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,5,f37,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,"4w,",5,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,5,f28,f;3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,4+,b1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,5,f27,f3,b2,f2,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,"4n,",6,b27,f3,b3,f3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,"6n,",5,f29,b2,f3,f1,f3,f3,b3,u1,h^3,h#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,4,f19,b1,f1,f1,f3,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,4,b38,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,4,b17,f1,b2,s3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,4,f37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,"4n,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,"6n,",4,b28,b1,f1,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,5,b29,f2,f2,b1,f1,b2,f2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,c4,b17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,"4n,",6,b17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,6,f28,b+1,l2,k1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,6,b19,b1,f1,b3,b2,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,"6d,",4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,"6n,",6,b17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,"4w,",5,f29,f1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,4+,s3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,"5d,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,"4n,",4,b37,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,"4n,",4,f+17,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,4,b38,f2,f1,b1,f3,f3,b3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,"6w,",6,b38,f3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,6,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,"6d,",6,b29,f2,f1,f2,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,"4n,",5,b29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,"6w,",5,b38,b38,b29,f18,f18,f17,f19,f29,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,"6d,",6,b29,b39,b28,b29,b28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,"4n,",5,f19,f17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,4,f28,f39,b39,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,4,b39,b37,b39,b39,b29,b39,b39,b39,f39,b28,f19,f18,f18,f19,f29,b39,b38,b+19,l39,f38,b38,b38,b29,f19,f;29,b19,r38w#,,,,,,,,,,,,,,,,
2630,4,f28,b28,s38,b18,f19,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,"6n,",4,b38,b38,b29,f18,f18,f18,f19,r39,b39,b37,b38,b28,f18,r38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,6,b18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,4,f28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,"6n,",5,f29,f38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,4,r27,f+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,6,r37,f+39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,"c6n,",5,b28,b29,f18,f28,f18,f19,f29,b19,f28,b39,b38,f39,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,"c6d,",5,b39,b28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,"4w,",6,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,"6d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,4,r27,b+39,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,"6d,",4,b29,f28,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,"4n,",6,b28,f39,s29,f+38,b2,v18,f1,v29,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,6,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,"4n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,"6n,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,6,f28,f;37,b39,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,"4n,",4,b29,f19,r27,b-18,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,"6d,",5,f18,f19,f19,f18,f18,f38,b39,b39,b28,f19,f28,f28,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,"4n,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,"6n,",5,b28,f39,b38,b39,b39,f38,b39,b28,f17,f29,b28,b39,b27,f29,f17,f19,f28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,
2655,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,"6d,",5,f27,f29,f18,f27,f28,b29,b39,b27,b28,b38,b38,b29,b29,f29,f17,f18,f18,f29,f37,b38,b38,b19*,,,,,,,,,,,,,,,,,,,,
2657,"4d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,"4n,",5,f19,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,6,f28,f38,s19,f17,f17,f;+38,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,"6n,",5,b29,b38,b29,f29,f19,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
