,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
2585,6,b28,s3,b3,b1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,6,s29,f;3,b2,f2,f2,f1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,"6n,",6,b38,b3,s3,f3,s3,f3,b3,f1,f2,f3,s2,f+3,b3,z2n#,,,,,,,,,,,,,,,,,,,,,,
2592,"cc6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,"6d,",6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,4,s37,f+!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,4,r28,f3,s3,b3,s1,f1,f2,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,"4n,",6,f28,f1,f2,f2,f+3,b3,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,"4x,",6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,4,f18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,"5n,",5,b37,s3,f3,b1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,4,r29,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,5,b29,f2,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,"4w,",5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,6,f37,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,"6n,",6,b29,f3,b3,b3,b1,f;2,f3,s1,f1,f1,f3,b3,s3,b3,b2,f1,f1,f3,b3*,,,,,,,,,,,,,,,,,
2608,"4d,",4,b38,b3,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,4,f29,b3,s3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,"5n,",4,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,"6d,",4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,4,b37,y3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,"6n,",5,b38,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,4,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,"c6n,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,"6n,",4,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,6,b;28,s3,f3,b3,b3,b3,b3,b1,f2,f3,s3,f+3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,
2619,"4n,",6,f38,s3,f3,s2,f1,f1,f1,f;1,f1,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,
2620,"6n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,"6n,",4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,"6n,",4,f18,r2,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,6,r19,j=1,r1,f3,b3,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,"6+n,",6,b29,b2,b3,b2,f3,s3,s3,f1,f1,f1,f1,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,
2625,"4d,",4,b+19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,"4x,",6,f27,f1,f2,f1,l1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,c4,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,"6d,",5,b29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,"6n,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,6,b29,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,4,b37,f-1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,6,s39,f3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,"6n,",5,b27,b3,b3,f3,b2,f1,f1,f2,f1,f1,f1,f1,f2,b3,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,
2634,4,s39,f1,r1,f3,b;3,s3,s3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,"4d,",5,f28,b1,f2,f3,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,"6d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,"4n,",4,b38,b1,r1,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,"6w,",4,b18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,"6d,",5,b18,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,"6n,",5,b38,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,"5d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,6,b28,f1,f1,f1,f2,b3,b3,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,6,f27,f1,f1,h=2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,"4n,",4,f39,i=3,b3,b2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,4,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,5,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,"4n,",4,b38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,6,b37,b3,b3,b1,r1,f1,f2,f1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,4,b37,b+3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,4,f28,b3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,6,f27,f+1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,"4n,",6,b39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,"6n,",4,b;37,s+1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,6,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,"4w,",6,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,6,f29,b3,f1,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,"6d,",5,b28,b2,s3,b3,b1,f3,b3,s3,f1,r2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,
2668,"4x,",4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,6,f38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,"6w,",4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,"4n,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,"6n,",5,b29,f2,f2,f1,f1,f1,f3,b3,s3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,4,b29,i=1,f1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,"6n,",5,b29,i=2,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,"c4x,",6,f38,b3,b3,b3,b3,b3,b3,b3,b3,b3,b3,b2,f1,f1,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,
2681,"6w,",4,f28,f3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,4,b37,b+2,f2,h!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,"6d,",4,f28,f1,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,"6n,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,4,b39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,4,f;17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,"4w,",4,b19,r3,f3,b3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,6,s37,y1,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,"4n,",4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,"c6w,",4,s39,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,4,f18,f+3,s1,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,"6n,",5,b39,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,4,f29,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,5,b38,b3,b2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,"6w,",6,b38,b2,b1,f1,f1,f3,s2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,"6w,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,"6n,",6,b28,b+3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,"4n,",5,b39,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,"4x,",6,b29,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,"6d,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,"4n,",6,f27,b3,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,4,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,"6n,",6,b29,f3,b1,r2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,6,f28,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,c4,f28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,6,f38,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,"6n,",4,f28,f3,s;1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,"4n,",4,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,"4x,",4,b29,f1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,"6d,",5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,"6x,",5,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,"4x,",4,b39,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,"6n,",6,b39,b2,b3,b2,f3,s3,f3,b2,f1,r3,b3,s#,,,,,,,,,,,,,,,,,,,,,,,,
2719,"4x,",4+,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,4,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,"4n,",6,f27,f+3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,4,f17,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,4,f29,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,"4x,",4,f38,s3,b+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,c6,f18,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,cc5,b28,b3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,"6n,",6,f29,f3,b2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,6,b28,b1,f2,f3,b3,b3,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,6+,s27,z3,b3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,4,f18,f3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,"4w,",4,b39,b2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,"6x,",4+,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,4,b39,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,"4n,",4,b39,b2,f2,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,"6n,",4,f39,s2,s+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,"6x,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,"4w,",6,b+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,6,f18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,"4n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,5,s39,b1,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,6,b37,b+3,b2,z2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,"4x,",4,s39,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,6,s;37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,5+,r27,v1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,4,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,4+,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,6,f38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,6,s28,f3,s2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,6,s38,b2,f2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,6,f39,b3,f3,s2,f+1,l1,o=2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,"4d,",6,b17,f2,f2,f1,f2,f3,b2,f3,b2,f3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,
2762,4,b37,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,"6n,",5,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,"6w,",5,b39,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,"6w,",6,s38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,4+,s37,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,"c4w,",6,f29,f3,s3,s3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,4+,s27,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,"5n,",6,f29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,4+,s27,z3,b2,v1,l3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,"4d,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,"4n,",6,f+18,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,6,f27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,6,b37,b+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,6,f39,f2,f;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,"5d,",6,f28,b3,b2,f;1,f+2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,4,b39,b3,f2,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,4,f29,b2,f+3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,6,f28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,6,b38,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,"6w,",6+,f27,z3,b1,v1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,6,s37,f+3,b1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,4,b28,f2,f1,f1,f2,b2,f2,b+3,s1,v3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,
2791,"6d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,5,s38,y3,b-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,4,f;29,b2,b1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,"6d,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,6,b29,f3,s3,y+3,s-1,l-3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,4,f29,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,5,s27,f+1,l2,o-3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,"6n,",5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,cc6,f39,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,6,b28,b3,b2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,"c6n,",6,s28,b3,b2,f2,b1,f2,f-3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,"6n,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,c6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,"6n,",6,b+38,s1,v3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,4,s38,b3,s1,f3,s3,b3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,6,f29,b2,f+1,f1,v3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,5,s28,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,4,f29,f+3,s3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,5,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,6,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,6,b27,b3,b2,f1,f1,f1,f2,f2,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,6,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,5+,b27,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,"4w,",5,f29,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,4,f37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,4,f19,f;2,b1,f1,f3,b3,b1,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,6,s39,b3,s3,s3,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,"5d,",4,b39,b3,f3,b;3,s-2,m3,p1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,"4d,",4,b29,b2,s2,b3,b2,b2,f3,s3,f3,b3,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,
2836,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,"4x,",5+,b37,z1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,5+,s27,v3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,"4d,",6,f39,b2,f+3,b2,v3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,6,b37,f-1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,5,f27,b3,b3,b3,s3,b1,f2,b3,b3,s1,f1,r2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
2845,6,f29,b3,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,"4n,",6,f18,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,"6n,",4,s38,b3,b3,b2,f2,f2,b2,b3,b3,b3,s1,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,
2848,"6n,",6,f29,f3,s3,f3,s1,f3,b2,f1,f2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,
2849,4,s28,f1,f2,f3,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,"6x,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,"c5d,",4,f28,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
