,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
4851,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,"4x,",6,f18,f1,f1,f1,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,c4,b18,f1,f3,b2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,4,f27,f1,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,4,b28,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,4,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4857,"6n,",4,f18,rd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,"6n,",5,f17,f2,f2,f2,f1,f3,b2,b2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,
4859,6,f28,f2,f1,f2,f2,b3,b2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,"6n,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,4,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,4,s27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,"4w,",6,b38,b2,b2,b3,f3,b2,f1,f2,f3,b3,b2,f1,f2,f3,b3,y1,f2,v2*,,,,,,,,,,,,,,,,,
4865,6,f27,f3,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,6,b28,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,6,b28,y1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,"6d,",5,f29,f3,f1,f1,f1,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,"6w,",5,f38,b2,b3,b2,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,"4d,",4,f29,f3,b2,f3,b2,f2,f1,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,6,b38,b2,b3,b3,b3,b3,b1,f3,b2,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,5,f37,s2,s3,b3,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4875,"6n,",6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4876,6,f38,b3,b2,b2,b1,f2,f2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,6,b18,f3,b3,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4879,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4880,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4882,6,s27,f+1,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,4,b38,b1,f1,f3,s3,b3,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,"6w,",4,f37,b3,s1,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,6,f29,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4887,4,b29,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4888,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4889,"6d,",5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890,"c4n,",6,b39,b1,f1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4891,"6n,",4,b27,f1,f1,f3,b3,f3,b2,f2,b3,b3,b1,f1,fn#,,,,,,,,,,,,,,,,,,,,,,
4892,4,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4893,"6n,",6,f29,f1,f1,f1,f3,b2,s2,f1,f3,b2,b2,s3,s2,f3,b1,f1,f1*,,,,,,,,,,,,,,,,,,
4894,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4895,5,b28,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4896,6,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,5,f38,b2,b3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4898,4,f38,b+3,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4899,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,"4x,",5,f38,b2,b3,f2,b2,b3,b3,b2,b3,b3,b3,b1,f1,f2,u1,fn#,,,,,,,,,,,,,,,,,,,
4901,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,6,f39,b2,f1,f2,b3,b3,b2,f1,f1,f3,s3*,,,,,,,,,,,,,,,,,,,,,,,,,
4904,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4905,6,f37,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,4,f29,b2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4907,4,sw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4908,6,b28,f1,f3,b2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909,6,f28,f1,f1,f1,f3,b3,s3,f1,r2,f+1,f2,i3,m3*,,,,,,,,,,,,,,,,,,,,,,,
4910,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,"6d,",6,f38,b3,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4912,4,f28,f2,b3,b3,b2,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4913,4,s39,f1,f2,f1,r2,f+3,b2,v^1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,4,f29,b3,b2,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,c4,s39,f1,rn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4916,6,b27,f3,b2,f1,r3,f3,s3,f1,f1,f3,b3,b3,y1,fn#,,,,,,,,,,,,,,,,,,,,,,
4917,"4n,",5,f38,b3,b2,b3,b3,b3,b2,b2,b;2,f1,fd#,,,,,,,,,,,,,,,,,,,,,,,,
4918,6,sd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4919,4,s39,f1,f3,s3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,6,s28,f1,r3,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4921,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4922,4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4923,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4924,"4w,",6,b37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4925,"4n,",6,f28,f1,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,6,b39,b2,f1,rw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4927,"6w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,"c6w,",5,f29,f3,b3,f1,f2,b2,f3,b2,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,
4929,6,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4930,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4931,6+,f2,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4932,6,b38,f1,f2,f+3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4933,4,bw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,4,f17,f3,b3,b3,b2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4935,6,f28,f3,b3,y3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936,"4w,",6,f17,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,6,f18,f3,b3,b3,b2,b2,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,6,s27,f+1,f1,v3,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4939,4,s37,f+1,ld#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,"6n,",6,f17,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,"6w,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,4,f37,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,"4x,",4,b18,f2,b3,b3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,6,b28,f1,f1,f2,f3,b3,s3,f3,sn#,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,6,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,6,f27,f2,b2,f3,b3,b3,b2,f1,f2,f2,b2,fd#,,,,,,,,,,,,,,,,,,,,,,,,
4948,"6d,",6,b29,f2,f2,f1,f3,b3,b3,f3,b3,f2,f1,r1,f+3,b3,z^1,f1*,,,,,,,,,,,,,,,,,,,
4949,"6w,",5,b27,f1,f2,f+3,mx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,6,b28,u1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,6,r28,f+3,m2,o3,f2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,6,b27,f1,f1,f3,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,6,f28,f1,f1,f3,b2,s3,s3,f3,b3,b3,b3,b2,f3,b2,b2,b3,b3,b2,f2,f2,b3,b2,f3,b3,y1*,,,,,,,,,,,
4954,4,fn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,4,b27,b2,b1,f1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,6,s28,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,"4x,",5,b27,f+3,m1,o1,f3,z^2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,"4n,",6,b29,b2,s3,b3,b1,f2,f+1,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,6,f27,f1,f3,b3,b3,b1,fx#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,6,b1,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,"6d,",4,b2,f1,b2,f3,r2,o=3,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,"4d,",4,f2,f2,b1,f2,b2,b2,b1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,"6n,",6,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,4,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,4,b2,f3,b2,f3,b3,f+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,6,s2,f+2,b2,y^2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,"4w,",4,b3,b1,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,"4d,",6,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,"4n,",6,b2,f2,f3,b1,f2,f2,b3,b1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,4,b2,f2,f2,f2,f3,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,"4n,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,4,f2,f2,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,"6w,",4,b1,f2,f2,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,"6n,",5,f2,f2,f2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,6,b2,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,4,b2,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,4,f2,f2,b3,f2,b3,f2,b2,f3,b3,f2,f2,f2,f1,b1,f3,r2,f-2,r2,o2*,,,,,,,,,,,,,,,,,
4986,"4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,4,b2,f2,f2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,4,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,"5d,",6,b1,f2,b2,f1,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,6,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,4,r2,f-3,m2,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,6,b3,f+3,b2,u^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,4,b2,f3,b2,f2,f2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4998,"6+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4999,4+,s2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,"6d,",6,f1,f2,b2,f1,b2,f1,b1,f1,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,
5002,4,s2,f+2,r2,o1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,6,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,"4n,",6,f2,f2,f2,b2,f1,s2,f1,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,"4n,",6,b2,f2,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,6,r2,f+1,r2,v2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,"6+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,"4+w,",6,f2,f2,f2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,6+,b2,y^2,r-2,p2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,"6n,",5,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,"6d,",4,f2,f2,f1,b1,f1,f1,f3,f2,f1,b2,u3,r-1,l2,o=2,b2,b3,b1,f3,b3w@,,,,,,,,,,,,,,,,
5013,"4+n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,"6+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,5,b2,f2,b2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,"6d,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,6,s2,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,"6d,",6,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,4,s2,b+3,b2,v2,m3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,4,f2,f3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,4+,b3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,"6d,",4,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,6+,b2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,5,r2,f3,s1,f2,f3,r2,s+2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,4,s2,f3,r2,o=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,"4d,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,6,f2,f1,b2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,6,s2,f+3,l2,p2,m3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,4,b2,f;2,f3,f2,f2,f1,b2,f1,s2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,4,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,"6n,",6+,f2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,"4+n,",4,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,"4+w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,"6+d,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,4,b2,f2,f1,f1,f2,b2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,4+,b1,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,6,b3,b2,f3,f3,f3,f2,f3,b2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,4,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,"4d,",6,f2,f2,f1,f3,b2,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,4,b2,f2,s2,f+3,r2,o1,s2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,"4n,",4,f2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,6,b2,f1,f2,f2,f2,f2,f2,f2,b1,b2,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,
5052,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,6+,b2,v2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,5,r3,b1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,"6+d,",4+#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,"6+*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,6+,b2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,"6+d,",4,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,4,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,6,b2,f3,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,4,f2,f2,b1,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,"4+d,",4+,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,"6n,",5,f2,f+1,r2,o2,f2,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,6+,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,r2,f+2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,"6+w,",6,f2,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,4,s1,b1,r2,r3,s1,b3,s1,b2,f1,b2,f2,b2,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,
5070,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,6,r2,f1,f3,f+2,s2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,"6n,",4#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,6,b2,f2,f3,y2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,4,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,4,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,"4w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,4,b2,f+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,"6+d,",4,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,4,b2,f2,b2,f2,b2,f2,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,"4d,",4,f2,b2,f2,b3,f3,b2,f2,b3,f2,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,
5083,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,6,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,4,s2,f2,b2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,"6n,",6,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,"4n,",4,f2,f+1,r2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,"4w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,4+,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,5,f2,b2,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,"4n,",6,f1,b2,s2,b2,b2,f3,s2,f+3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,6+,b2,v3,b1,z2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,"6d,",4,b2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,4,f2,f2,f3,b1,f2,f2,s3,f2,s2,f2,f2,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,
5095,"4+#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,6,f2,f1,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,4,f2,f1,b3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,"4n,",4,f2,f2,b2,f1,b2,f1,b2,f1,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
5100,6,f2,f1,s2,f+3,l2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,"4d,",6,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,"6w,",6,f2,f2,f3,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,4,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,4,r3,f+3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,4,b2,b3,r2,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,6,b2,f3,f2,b2,b1,f1,b2,f2,f2,b2,f2,b2,f2,b2,f3,b2d@,,,,,,,,,,,,,,,,,,,,
5108,"4w,",4,b1,f1,b2,f2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,4,f2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,4,b2,b2,f3,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,6,s2,b3,r2,b2,b2,f2,f2,f2,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,"4n,",4,b2,b2,b2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,6,f3,s1,b2,b3,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,"6n,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,4,b1,f3,f2,f1,b3,f3,f2,f2,b2,f2,b2,f2,b2,f1,b3,b2,f2,f3,f2,f1,s2n@,,,,,,,,,,,,,,,
