,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2527,6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528,6,b17,f17,f+38,b2,v39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,5,b39,y27,s-39,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,"4w,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,6,f28,f39,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532,"6d,",6,f18,f18,f18,r29,b38,f28,b18,f18,u+27,s-1,v2,p37*,,,,,,,,,,,,,,,,,,,,,,,
2533,6,b28,f28,f17,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534,6,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,6,s17,f-39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,6,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,"6n,",4,f28,b37,s39,f19,f18,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,6,r37,b38,s19,f38,s37,f+18,l#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540,4,m18,o=3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,"4n,",6,f17,f37,s37,y17,r-17,h2,z2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543,6,s28,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,5,f29,t1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,"4n,",5,r28,f38,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546,5,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,5,b28,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,4,b39,f28,f28,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,4,f29,f27,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,6,f29,f38,b18,f39,s38,b38,b17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,"5d,",4,f29,b38,s38,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,4,b39,f29,f27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,"5d,",5,f29,f38,b18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,4,b2,j=+38,b2,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,"6n,",6,f19,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,"6d,",4,f27,f18,l1,o=+28,m3,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,"4w,",c6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,"6w,",c4,f39,b38,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,4,f18,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,6,f17,f17,f39,f27,y17,r-38,b3,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,"6n,",6,f38,b19,f39,b28,f39,b27,f19,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,"4w,",6,f38,b38,f38,b29,f38,b38,f19,f19,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,
2564,"4n,",5,f38,f39,s28,f39,s2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,"6d,",4,f!18,f39,s38,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,5,b28,f18,f19,f29,b37,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,4,f28,f28,b27,f17,f!2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,"4d,",4,f37,b19,f17,f18,f39,b39,b18,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,4,f18,f29,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,6,f29,f38,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,4,f17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,5,b39,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,5,b29,f38,b37,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,5,b29,f37,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,4,b39,f18,f18,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,6,b38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,5,f29,f19,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,6,s18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,4,b29,f29,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,6,b37,f38,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,4,b39,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,"6d,",6,b39,f38,b37,s38,f28,f;18,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,"6d,",4,f17,f38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,"6w,",4,f29,f28,f38,b37,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,4,b19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,"6n,",6,f37,f19,f17,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,4,m3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,4,f18,f17w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,6,f18,f!1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,4,f28,b+39,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,6,f29,f27,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,6,b27,u+27,r-3,z3,o!2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,4+,b2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,5,b18,f19,f19,f39,b39,f38,b18,f18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,5,b27,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,"4n,",6,b39,b39,b38,b38,b38,b38,b39,s28,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,4,b29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,"4d,",4,f17,f19,f38,b28,f18,f17,f37,b38,y37,s-2d#,,,,,,,,,,,,,,,,,,,,,,,,,
2603,4,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,"6d,",6,f27,f18,f1,j=!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,"6w,",4,f28,f39,s39,f18,f38,f38,s38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,"5d,",5,f38,s39,f38,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,5,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,4+,b2,z^17,l-1,v27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,4,f18,f!3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,"6w,",6,s29,f39,s29,f27,s28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,4,b28,f18,f19,f37,s39,f38,b19,r28,f+39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,6,b38,b38,b37,b38,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,4,f19,f27,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,6,f28,f19,r37,f-38,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,4,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,4,b37,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,4,f18,f28,s19,f17,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,"5d,",6,b38,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,"4d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,"4d,",4,b37,s19,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,"4n,",6,f19,f17,f18,f18,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,4,b38,f39,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,4,f28,b19,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,"4d,",4,b38,f18,f19w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,"6n,",4,f19,f18,f29,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,4,b29,f39,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,"6d,",6,f29,b39,f18,f28,y37w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,6,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,4,f28,b37,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,6,b27,f+18,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,6,b17,f18,f18,f19,f18,f29,f28,f38,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,4,b37,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,4+,f2,v38,s3,z18,f3,z3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,6,f37,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,4+,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,"4n,",6,s39,f39,s39,f38,b19,r17,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,5,b29,f37,b19,f!2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,6,s29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,5,b27,f38,b38,b37,b28,f17,f19,f37,f39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,"6n,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,5,f37,f38,f28,r18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,5,f27,b29,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,5^,f38,s39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,4,f28,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,6,b28,f27,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,"5d,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,5,f18,r38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,6,f27,f38,m29,f37,b37,f39,b29,f19,f17,f18,u+27,s-3,z1,v3,t27,b19,f18,f17*,,,,,,,,,,,,,,,,,,
2657,"5d,",6,b38,f39,s29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,"5d,",5,f38,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,5,f18,f17,f18,r29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,4,f28,b39,b38,f39,b39,f19,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,"6n,",5,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,"4n,",5,f27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,4,b37,y17,u-37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,5,b28,f38,b29,f28,f18,f38,s28,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,"4d,",6,f19,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,"4d,",4,f28,f27,s39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,6,b17,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,6,r27*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,4,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,6,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,4,f28,f38,m38,o=37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,6,b29,f19,f19,f28,b;38,b2,z28,f39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,"4n,",5,f18,f29,f38,b39,b38,f38,b38,b37,s37,f+18,l2d#,,,,,,,,,,,,,,,,,,,,,,,,
2679,6,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,4,f28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,"5d,",4,b38,b28,b29,f18,f39,s39,u37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,"4w,",6,b27,s39,b38,y37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,"4d,",5,f28,f29,f29,f38,f28,b18,f28,f39,s38,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,
2686,4,b27,f17,f29,f19,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,4,f27,f28,b29,f39,s28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,6,f39,f38,y37,b-19,f2,v38,b1,v^17,r-39,m38w#,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,6,b39,b39,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,4,b28,f18,f18,f29,f27,b29,f29,b28,f38,b37,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,
2691,"6n,",5,f29,f18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,"6w,",4,f18,f+39,b3,z3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,"c4n,",5,f38,b39,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,5,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,4+,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,4,f28,b38,s38,f38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,4,b39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,4,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,4,f27,b39,b29,f29,f38,b29,f39,b38,f18,f29,f39,b27,u+37,s-1,v;17,f-39w#,,,,,,,,,,,,,,,,,,,,
2702,4,m28,f18,f17,f17,f+38,s2,v37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,"6d,",5,b27,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,"6n,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,4,f28,b37,s2,j=+2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,5q28,f17,f18,f18,f;27,f-19,l2,o2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,4q27,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,"4q2n#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,4,f18,f29,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,6,f39,f38,b38,f38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,4,f28,f18,l3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,"6d,",6,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,6,m38w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,c5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,"4n,",5,f37,b37,b39,b28,f39,b39,b39,b37,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,4,b38,f38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,"4n,",4,f28,b28,b18,f39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,4,b38,f19,f17,f19,f38,b38,b38,b29,f19,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,4,f38,b38,b38,b38,b29,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,6,l3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,4,f18,f38,s38,f18,f17,u27,s-39,m29,f39,f37,s39,f37,s28,f18,f19w@,,,,,,,,,,,,,,,,,,,,,
2725,"4^n,",5,b38,b19,f18,u+37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,4,f28,f+38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,"6n,",5,f38,b38,b;18,r19,f17,r3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,4,f19,f38,b38,f18,f18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,"4n,",4,b37,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,6,f38,b28,b38,b39,b28,f17,f39,b;37,b19,f28,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
2732,4,f27,f28,b39,b28,f17,f19,f18,f39,b38,f38,b18,f19,f38,b27,b18,r1#,,,,,,,,,,,,,,,,,,,,
2733,4,b29,f29,f19,f39,b38,y17,r-39,m2,o17*,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,4,f19,f29,b38,b38,b29,f39,b18,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,4,b38,b37,s29,f38,b19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,"6n,",4,f29,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,4,f18w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,5q28,f18,f28,f39,b38,b28,f17,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,"6d,",4,f29,f37,b18,f29,f27,f38,b39,b39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,"6d,",6,f39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,"6d,",5,b37,b39,b39,f38,b38,b38,b18,f17,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,6,f29,b28,f39,s28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,"4d,",6,b29,f18,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,4,f29,b19,b18,f19,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,4,b38,f38,s17,f+39,b3,z^37,s-37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,"4^n,",4,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,6,b29,b39,b38,b29,f39,b19,f38,b39,b39,b39,b18,f28,f38,b39,b3n@,,,,,,,,,,,,,,,,,,,,,
2750,6,s28,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,"4n,",6,b39,b29,b18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,4,r39,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,"5n,",5,b28,f39,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,"6w,",5,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,6,b27,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,"4q38w#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,4,f28,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,"4w,",6,f29,b29,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,4,f29,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,"6d,",4,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,4,f28,f38,b27,b19,f28,f+18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,4,b28,f28,f28,b38,b29,f18,f18,f28,b29,b29,f38*,,,,,,,,,,,,,,,,,,,,,,,,,
2768,4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,6,f28,f19,f28,f28,b27,f18,f39,b38,f38,b29,f17,f19,f28,b38,b29,f17,f17,f19*,,,,,,,,,,,,,,,,,,
2770,"6d,",4,f;28,b29,f18,f18,f37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,4,b37,f39,b28,f18,f18,f18,f18,f38,s29,f18,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,
2772,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,"4n,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,4,f17,f+37,b3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,"6n,",6,f17,f18,f17,u+37,m-3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,c4,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,6,s27,f-17,f37w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,6,f39,b29,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,"6n,",6,f27,b27,f17,f28,b39,b29,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,"4n,",6,f28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,c4,f29,b38,b29,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,"4n,",5,b38,b37,b39,b28,f39,b28,f38,b39,f38,b38,b38,b39,b28,f18,f17,f28,b28,f39,b29,f18w@,,,,,,,,,,,,,,,
2784,4,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,"4d,",4,b38,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,4,f28,f19w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,6,f28,f38,b38,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,"6n,",4,f18,f!1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,"4q2d#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,"5n,",6,f28,b38w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,"4w,",4,b28,f18,f17,f38,b29,f38,b29,f18,f27,f39,b38,b39,b37,b39,f28,f17,f38,b38,s38,f19,f28,f37,s37,b38,b38,b1d@,,,,,,,,,
2792,4,f28,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,"4d,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
