,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
8547,4,f29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,4,b29,f38,b28,b39,b37,s39,f39,b38,f18,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,4,f29,f27,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,4,b29,f29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,4,f18,f38,s37,b-18,f3,z27,f-38,b2,v1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,6,f27,f+18,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,"6w,",5,f17,f38,b38,b38,b39,b38,b38,b29,f18,f27,f29,f28,f38,s38,b18*,,,,,,,,,,,,,,,,,,,,,,,,
8554,"4d,",5,b29,f+38,s2,z18,r2,z37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,"4w,",5,b28,b+39,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,"4w,",5,b37,y+17,r-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,"4n,",5,f19,f18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8558,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,"4w,",5,b19,b3,b1,b1,f3,r3,y1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,"4w,",4,b27,f2,f1,b2,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,"6w,",6,b28,f3,b2,b2,f2,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,"4w,",4,b29,f2,f1,f2,f+3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,"6w,",6,b29,f1,b3,b2,r2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,5,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,"4d,",4,b17,f2,f+3,m1,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,6,b28,f1,b1,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,6,f29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,"4n,",6,b27,f1,b2,b2,f2,b3,f3,b2,b2,b1,s3,b3,f3,b3,f2,b2,s3,b3,f1*,,,,,,,,,,,,,,,,,,,,
8571,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,4,b37,u3,b-2,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,6,b27,f3,s2,f+3,b2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,6,r19,b1,f1,b1,f2,f2,b2,b1,f1,b1,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,5,r29,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,"4d,",4,b29,f1,s1,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,4,f29,f2,b3,b1,b1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,"6w,",6,b28,f2,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,4,b18,f3,f2,f1,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,"4w,",6,b27,f1,b3,b3,f2,f2,b1,f1,b1,f1,b1,f3,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8583,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,4,f29,f2,b1,s2,f+1,b3,z3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,"4w,",4,b27,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,"4d,",4,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,4,f27,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,"6d,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,6,b29,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,4,b19,f2,f3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,"4n,",6,b18,f1,b2,s2,b1,f1,b;2,f-2,m2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,6,f29,f1,b2,f2,f3,b1,s2,f+3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,4,f17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,"6n,",5,f28,b2,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,"6d,",4,b37,f3,b2,f2,b2,f3,b2,f3,b3,f3,b2,b3,b3,f3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,
8599,"6d,",5,f19,b2,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,"4w,",4,b27,f2,b1,b2,b2,f3,b3,f2,b3,f3,b3,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,"4w,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,"6w,",6,b38,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,6,b28,b2,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,4,b18,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,"4n,",5,f17,b2,f1,b2,f2,f2,f2,f3,s1,b2,y1,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,"5d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,6,b28,f3,f3,f2,b1,r1,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,4,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,5,f39,b3,f2,b2,f2,b2,b2,f1,b2,b3,f3,b2,b2,f1,s3,b1,b2,b3,f3n@,,,,,,,,,,,,,,,,,,,,,
8616,6,b37,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8618,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,"4n,",6,f28,b2,f2,f3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,4,s19,f1,s3,f+3,f1,v2,b3,z2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,"6w,",6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8623,6,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,"0n,",4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8625,4,r27,b-3,m2,t1,o-1,b1,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8626,"4w,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8627,4,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8628,"5d,",4,b28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8629,6,b19,b2,f1,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8630,"6n,",4,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,4,b19,f1,b1,f2,f;3,y-1,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8632,"6n,",6,b29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8633,6,f29,b2,b2,f1,b2,f2,f2,b3,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8634,5,f27,f+3,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8635,4,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8636,"6w,",6,b27,f3,m2,o=1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8637,4,b27,f-3,m1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8638,"6w,",5,f29,b2,f3,b3,b2,s3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8639,"6w,",5,b29,b3,s2,b3,s2,b3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8640,6,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,6,b27,f1,b1,f2,b3,s2,s3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8642,4,s29,f3,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8643,4,f38,f2,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8644,5,b18,r1,b1,r1,s3,b1,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8645,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8646,"5d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8647,6,b29,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8648,4,b29,f3,s2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8649,5,f17,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,"4w,",4,b28,f3,s2,f+3,b1,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8651,4,f18,f1,f2,f2,s2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8652,5,r28,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8654,6,b29,f1,b2,b3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8655,"6d,",4,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8656,"4n,",6,b29,f1,b1,f2,b3,s1,b2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,6,f27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,"4n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,"6n,",6,f29,b2,f1,b2,f1,b1,f2,f3,s3,r3,b1,s2,f+1,b3,z3,f3,z2*,,,,,,,,,,,,,,,,,,,,,,
8660,4,b29,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,4,r27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,"4n,",6,f18,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,6,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,4,b18,f1,b3,s1,s1,f1,b1,f2,f3,s2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,"5d,",6,b39,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,6,f28,f1,b1,f1,b3,b3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,6,b28,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,4,f28,f1,f1,b1,f1,b2,f2,f2,b1,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,4,s28,f3,s2,f3,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672,"6d,",6,b27,f3,b3,f1,r1,b1,f2,b3,b2,f1,r1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,"4w,",4,b38,f1,f2,b1,f1,b1,f1,b2,b3,f2,b2,s3,b1,b2,f1,b2n#,,,,,,,,,,,,,,,,,,,,,,,
8674,"6n,",5,f18,b1,f1,b11,f1,b1,f2,f2,b2,f3,b3,f3,b2,b2,b2,s2,f1,b2,b3,f2,f2,b2,b1d@,,,,,,,,,,,,,,,,
8675,4,b37,u-3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,4,f29,b3,b3,f3,b1,s2,f+1,b1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,"4w,",5,b28,b1,f2,b3,b2,f2,f1,b1,f2,f3,s2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,"4x,",4,b27,b3,f2,f1,s3,b3,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,6,b39,b1,b1,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,4,b28,b1,b2,f2,b2,b3,f3,b1,s1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,4,f27,f2,b1,f1,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,4,b29,f2,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,0q18,f1,b2,b3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,"4n,",6,b28,f3,b3,f3,b3,f3,b3,f3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,5,f19,b2,f1,b3,b2,b2,f1,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,"4w,",6,f27,b3,b3,f3,b2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,4,b37,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,6,b27,u-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,"6n,",5,b28,b1,b1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,5,f18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,"4w,",5,b28,f2,b2,b2,f3,b2,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,5,b37,b2,f2,b2,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,"6w,",4,b28,f3,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,"4w,",6,b29,f1,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,6,f27,f+1,b3,z2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,6,b38,f1,f3,f2,b2,f3,s2,f3,b3,f2,b3,f3,b3,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,
8698,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,4,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,6,b27,f2,b2,b2,f1,b1,f1,b1,f1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,4,b28,f1,r2,f3,b3,f3,b2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,4,b38,f3,b2,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,0q,f3,f2,b2,f3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,"4w,",6,b29,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,6,b28,f1,b2,f1,b2,b2,b2,f1,b1,f1,b2,f1,b2,b3,r2,f3,f3,b3,f2,f1,b1,f3,f3w#,,,,,,,,,,,,,,,,,
8709,"6w,",4,b28,f3,r3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,5,r29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,4,b28,f3,s2,b+2,f1,z3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,"4n,",6,b29,f3,b3,f3,b2,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,"6w,",4,b29,f3,b2,b2,f2,b1,f2,b1,f1,b1,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,6,b18,f29,f17,r28,f18,f28,f29,b37,s28,f19,f18,f38,b29,b38,b29,b28,s39,b39,b38,b28,f19,f19,f29,b38,b28,b39,b28,b37,b38,b28,f18,f38,b3x@,,,,,,,
8716,"4n,",5,b27,f18,f18,f37,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,"4n,",5,b29,b38,b39,b27,f18,f19,f29,b37,s28,b38,b29,b28,f29,f19,f17,f18,f19,r27,f+3n@,,,,,,,,,,,,,,,,,,,,
8718,c6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,"4d,",4,f19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,"4n,",4,f28,b28,b28,b38,b38,b38,b39,b37,b37,s39,b18,f19,f29,b28,f39,b38,b29,f17*,,,,,,,,,,,,,,,,,,,,,
8722,"6n,",c4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,4,b38,b38,b37,s28,f29,f18,f28,f17,f19,f19,f18,f39,b29,f18,f29,f39,b29,f1d@,,,,,,,,,,,,,,,,,,,,,,
8725,4,f27,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,6,f29,f28,f19,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,4,f28,b29,f37,b39,b39,f38,b39,f39,b39,s38,b39,b37,b39,s38,b38,b28,b38,b18,f19,f17,f38,b28,b28,f19,r38,b38,b28,f18,l2d#,,,,,,,,,,,
8728,4,b37,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,4,f17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,6,f39,f37,b38,s38,b38,s37,b38,s37,b39,b28,f18,f28,f29,f18,f28,f17,f28,b38,b38w@,,,,,,,,,,,,,,,,,,,,,
8731,4,f27,f38,b19,f28,f29,s38,b+38,s3,z19,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8732,"4d,",4,b18,f19,f39,b38,b28,f19,r39,b39,b39,b38,b38,b38,b39,b29,f38,s38,b39,s38,b19,f19w@,,,,,,,,,,,,,,,,,,,
8733,"4n,",c6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734,4,s37,f+19,f1,v28,b39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,"6x,",4,f28,f38,b39,b38,b29,f17,f18,f38,s39,f19,r39w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8736,6,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,"6d,",6,b28,b19,f18,f29,f29,f28,b38,b39,b37,b38,f38,b38,f38,b39,f17,f2n@,,,,,,,,,,,,,,,,,,,,,,,
8738,6,f28,f38,s29,f39,b28,f38,b38,b39,f38,b38,s37,b18,f18,f29,f19,r29,f38*,,,,,,,,,,,,,,,,,,,,,,,
8739,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8740,6,f28,f+38,s1,v18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8741,6,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8742,"4w,",5,b29,f37,s37,b39,s18,f19,f39,b18,f19,f27,f38,b38,s37,b+39,b2,v2d#,,,,,,,,,,,,,,,,,,,,,,,
8743,4,f18,f38,s28,f39w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8744,"6d,",4,b37,b37,s28,b29,f38,b27,f18,f29,r38,b39,s37,b18,f38,b38,s37,b39,b38,b18,f298,f2d@,,,,,,,,,,,,,,,,,,,
8745,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8746,4,b37,s39,b18,f29,f28,b38,b28,s38,b39,b19,r37,b-38,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8747,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,4,b38,f28,f19,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8749,6,b28,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,"4x,",6,b18,f18,f39,b38,s39,f38,b39,b28,s29,f18,f29,f28,s19,f18,f19,f28,f38,b28,s18,f19,f38,b37,s37,s+19,f1n#,,,,,,,,,,,,,,
8751,"6n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8752,c4,f27,f37,s39,f38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753,"4n,",4,b29,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8754,"6n,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8755,6,b29,b37,b38,b18,f17,f37,b39,b38,b27,b18,f28,f37,b38,b29,b38,b37,b38,b38,b38,b28,f17,f18,f19,f29,f29,b38,b28,b39,b38,b;37,b39,f27,f1n@,,,,,,,
8756,"6w,",5,b37,b39,b38,s3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,5,b28,f18,f29,f37,b28,f19,f28,f37,b28,f18,f29,b38,b38,b29,f17,f18,f29,b38,b39,s37,b+18*,,,,,,,,,,,,,,,,,,,
8758,"4n,",5,b38,s28,f19,f28,f37,s37,b38,s38,b+19,f2,z38,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,6,b19,f18,f18,u37,s-38,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760,"4x,",6,f28,f18,f28,u37,b-38,b17w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8761,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8762,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8764,6,f27,f17,f18,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8765,"6d,",5,b29,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8766,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8767,6,f28,f18,f38,b19,f28,f17,f18,f19,f28,b39,b38,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8768,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8769,5,b38,s38,b39,s28,f18,f18,f19,f18,f18,f29,b29,s38,b38,s27,f19,f29,f37,s38,b38,s3n@,,,,,,,,,,,,,,,,,,,,
8770,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8771,6,f!28,f38,b37,f38,b27,s28,b29,b28,b38,s37,b37,s29,f18,f28,f38,b39,b39w#,,,,,,,,,,,,,,,,,,,,,,,
8772,"4n,",5,b37,b37,b18,r19,f19,f18,r28,b+18w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8773,6,f17,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8774,4,f;17,f-39,b3,z^17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775,"4x,",5,r38,b28,s29,f28,s28,b38,s37,b38,s39,b18,f29,b39,s37,b;39,b39,b28,s19,f18,f19,f27,b29,b29,s39,b18,f17,f39,b18*,,,,,,,,,,,,
8776,"4n,",5,b18,f28,b18,r38,b37,b28,f19,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8777,4,f29,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
