,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1331,4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,6,b37,y3,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,"6d,",5,b39,b3,s3,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,6,b29,f3,b3,b3,s2,f1,f2,b+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,4,b29,f1,f2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,"4n,",6,b28,b1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,"4n,",5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,5,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,5,f27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,"6n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,"4w,",6,b28,f3,s2,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,"4w,",6,f19,f3,b2,s2,b3,s3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,"4w,",4,b39,b2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,5,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,6,b28,b1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,6,f27,f+3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,6,b27,f-3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,4,b27,f-1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,"4d,",4,b38,f3,b3,b3,b2,f1,f2,f3,b3,b3,b2,f2,f2,f3,s2,f3,s2,f1,f1,f2,f2,f2,b2,b3,b3,b3,b3,s3,s3,s3n@,,,,,,,,,
1355,4,f27,f3,b3,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,6,f27,f+1,l3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,6,b29,b1,f2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,"6n,",6,f39,b3,s2,f1,f2,f3,b2,b3,b2,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,4,f29,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,4,b28,f1,f2,f1,f1,f2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,"6w,",6,b28,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,"4w,",5,f27,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,6,b18,f3,b3,b3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,6,f27,s3,s3,s3,b3,b3,b1,f1,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,6,b28,f3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,5,f17,f+2,b2,z2,f1,v3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,"4d,",6,b37,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,4,b37,b+1,f1,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,"4n,",6,f28,b1,f1,f2,b2,s+1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,6,b29,f3,b3,b3,f3,b2,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,6,f28,b3,b2,f1,f3,b2,b1,f1,f3,b2,f3,b3,s3,f1,f1,u1*,,,,,,,,,,,,,,,,,,,,,,,,
1374,6,b29,f1,f1,f+3,b1,v1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,6,b29,f3,b3,b2,s2,f+3,b3,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,6,f29,f3,b3,b3,b2,f;3,b3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,"6w,",5,b29,b3,b2,f2,b3,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,"4n,",4,b39,b3,f1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,4,f29,f2,b3,b2,b2,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,"4d,",5,f28,f3,m2,o1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,4,f28,f+1,r2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,"6n,",5,b27,f3,b3,b2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,6,f29,f2,f3,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,5,b29,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,5,f28,f3,m2,o1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,"6w,",4,f27,f+1,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,4,f19,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,"4d,",4,b39,b3,s3,s2,s3,s3,s3,s3,s3,s2,s3,s3,f1,f2,f1,f2,b3,s3,f1,f3,y3*,,,,,,,,,,,,,,,,,,
1397,4,r29,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,"6d,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,4,f38,b3,s3,y1,f-3#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,6,b27,f3,b2,f2,f1,f2,b3,b1,f2,f3,b3,s3,s+3,m2,o3w@,,,,,,,,,,,,,,,,,,,,,,,,,
1404,4,b37,b3,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,6,b27,f1,f1,f2,f2,b2,b2,f1,f1,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,6,b27,b+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,6,f2,k3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,6,b29,b2,f2,f1,f1,f3,b3,s3,u2,f3,b2,b2,s3,s3,s3,s3,s3,s3,s3,f3,b2n#,,,,,,,,,,,,,,,,,,,
1409,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,4,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"6w,",5,b28,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,6,b17,f+3,b2,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,4,f29,b2,f2,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,"6w,",6,b38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,6,f28,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,4,b29,f3,b2,f2,f1,f1,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,"6n,",4,r28,f+3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,5,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,6,b1,j1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"4d,",4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"6d,",6,f37,s2,f+1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,4,f29,b2,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,6,f38,b3,f3,b3,s3,b1,f1,f2,b2,b2,f3,b3,f1,f2,y3,b-1*,,,,,,,,,,,,,,,,,,,,,,,,
1430,6,b28,f2,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,"4w,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,4,f29,f1,f1,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,4,b27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,4,b29,b2,f3,b3,b2,f3,b3,b3,b3,b2,f1,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,"6w,",4,f19,f3,b3,b3,b2,f2,f2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,"6d,",6,b37,b+1,l3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,"4n,",4,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,4,b37,y3,b-1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,"6n,",6,f18,f1,f2,b3,b2,f3,b2,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,6,f39,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,"6w,",6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,"4d,",6,f37,b-2,l2,o=2,f3,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,4,f27,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,"6n,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,6,b29,f2,f+3,b1,v^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,5,b29,b2,b1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,5,b28,f1,f2,v^3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,6,b28,b2,b3,b3,s1,f1,f3,b2,z3,m2,t2!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,6,f27,f3,b3,b3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,6,b27,b+3,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,"6w,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,"6n,",5,f28,b2,f3,b3,b2,b2,f2,y1,f-3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,4,b37,s3,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,4,f39,b2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,"4d,",6,f38,b3,b2,s2,f1,f1,f3,b2,b2,f2,b2,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,4,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,"4n,",4,b39,b2,f1,r2,u1,f-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,6,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,6,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,4,f28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,4,b37,s3,b3,s3,b2,f3,b2,f2,f3,b2,f2,f3,s3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,
1473,6,b19,f3,b1,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,"4w,",4,b29,f2,f1,f2,b3,b3,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,4,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,"4w,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,"6n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,6,f27,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,4,f28,f+3,m2,o3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,4,f28,f2,b2,f2,f3,b3,s+2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,4,f29,f3,s2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,"4n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,4,f28,f1,r2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,4,b28,f3,s3,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,6,f28,f+1,f2,i3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,6,b29,f1,f1,f2,b3,s2,f1,f1!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,"4n,",4,b39,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,6,f27,f+2,f1,v3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,"4w,",4,f28,b2,f2,f2,b3,b2,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,6,f2w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,5,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,"6d,",6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,4,b28,f2,s2,f1,f1,f2,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,6,f29,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,"4n,",6,b28,f3,s1,h3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,"6w,",4,b29,f2,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,4,f17,f+2,b2,z1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,6,f17,f1,f2,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,"4n,",5,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,"6d,",4,b29,f2,f2,b2,b2,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,4,f18,f3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,4,b38,s1,f1,f2,f2,b2,f+3,b2,z2,m3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,6,b17,f-2,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,"4w,",6,f29,f1,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,6,b27,f1,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"4n,",5,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,5,b28,b2,f3,b3,s3,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"4x,",6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,6,r29,f3,b1,f2,f3,b2,f2,f+3,s1,v3,m-3,t2,o3,b2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,
1528,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,4,b28,f+3,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,4+,f37,i3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,"6n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,6,b27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,6,b29,f3,b2,f2,f2,f2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,"6d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,"6n,",4,b37,f3,b3,b2,f3,s1,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,4,f17,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,5,b28,f3,b2,b3,s1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,"6d,",4,b29,b2,f1,f1,f1,f2,s2,f3,b2,f;1,f1,f+2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,5,b19,f3,s1,f3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,4,b29,f3,b2,f2,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,4,r18,u2,b-3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,"6n,",6#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,"4n,",4,b38,f3,b3,f1,f1,f1,f3,s2,f3,b2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,"6w,",4,f28,s+3,b3,z1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,"6d,",6,f38,b2,b3,s2,s3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,4,f28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,"5#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,"6n,",6,b18,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,6,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,"4n,",6,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,"4d,",4,b29,b2,f1,f2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,"6d,",5,f+38,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,4,b37,s3,b3,b3,b3,s1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,"4d,",6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,4+,b37,i1,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,"S,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,"6n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,5,b27,f+3,b3,s1,l3,z3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,6,f29,f3,s3,f3,b3,b3,f3,b3,s2,f;3,s-;1,b-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,6,b37,b2,s2,f2,b2,f2,b2,f3,b2,b2,s1,f;3,s1,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,
1572,6,f28,f1,f1,f2,f1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,"6w,",5,b17,r2,b3,s3,s+3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,6,b29,f3,b2,f3,f3,b2,f2,f2,b3,b3,f2,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,6,f28,f;17,f-3,z3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,"6n,",6,b27,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,4,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,"6n,",6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
