,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
5004,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,5,b27,f+3,b2,v2,b3,p3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,6,b27,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5007,6,r29,f1,b2,f3,f2,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,"5d,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,"6n,",6,b39,f3,b2,b1,f1,b1,f3,b3,b3,f3,b3,f3,b3,f3,b1,b1,f1,b1,f3,b3,b1*,,,,,,,,,,,,,,,
5011,5,b28,b1,f1,b1,f1,b1,f1,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,5,b28,f3,b3,f3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,"4n,",5,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,4,b19,f3,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,4,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,4,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,"5n,",5,f38,r1,f1,b;1,u1,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,5,b37,f3,b3,f3,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,6,b18,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,6,f27,b-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,4,s28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,6,b28,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,4,b18,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,"4w,",5,b38,b2,f2,b3,f3,s1,s3,b3,f3,s1,s3,s-3,k1*,,,,,,,,,,,,,,,,,,,,,,,
5026,"4n,",5,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,6,b27,f3,b3,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,4,b39,b1,f3,f2,f3,f3,b1,b1,f1,b3,s2,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,
5029,6,s27,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,4,s28,b1,f2,b3,s2,b3,s1,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,5,f19,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,4,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,4,s3,f3,f1,f1,s3,b+3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,"4d,",6,f27,b2,f3,b3,f3,b3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035,"4n,",5,b17,f3,f2,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5036,"5n,",5,f37,b3,f3,b3,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5037,"6n,",5,b18,f1,b3,s3,f3,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,6,b29,f3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5039,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,6,b27,f1,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5041,5,b19,f3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,4,f39,b3,f2,f1,b2,b3,f3,b2,b1,r1,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,
5043,4,b17,u1,y-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,6,b27,f1,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,"5d,",6,b28,b3,f3,b3,f3,b3,f3,b2,f3,b3,f3,b3,f3,b3,f3,s3,u1,f-3*,,,,,,,,,,,,,,,,,,
5046,6,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5047,"4x,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5048,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,"6n,",6,b27,f3,b2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,c4,b38,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,6,f17,f1,b1,f1,b1,f2,f2,f3,f3,b2,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,
5053,6,b18,f1,b1,f1,b1,f3,f3,f1,b1,f1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,4,b29,f1,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,"4n,",5,f39,b2,f3,b3,f3,b3,f3,b1,s3,b3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,
5056,"4w,",5,b19,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5057,6,b18,f3,r2,s+1,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,6,b19,b1,f1,b1,f1,b2,b3,f3,b+1,m3,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,
5059,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,6,b19,b1,f1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,6,f18,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,"4w,",5,b39,f2,f3,f3,f3,f3,b3,f3,b3,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,4+,b27,z1,l1,p3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,"5n,",4,b1,f2,f2,b2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5065,c6,b29,f1,b1,f1,b1,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,5,b29,b2,f1,r2,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,4,f29,f3,f3,b3,f3,b1,s2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,"4n,",5,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,"6w,",5,f29,f3,b1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,4,b38,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,4,f27,f3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5074,5,b29,f3,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,4,b17,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,"5n,",6,b39,b3,f3,b3,f3,b2,f2,b2,s3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,"4n,",5,b18,f1,b3,b3,f3,f1,s3,f1,b1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,6,b28,f1,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,6,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,"4n,",5,b37,b2,f3,b3,f3,b1,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,6,b19,b1,f1,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082,"c6w,",5,b29,b3,s2,f3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5084,"6n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,"5d,",5,b17,f2,b2,f3,f3,b2,b1,f1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,"6d,",5,f17,f1,b2,f1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5087,"6d,",5,b1,f1,y3,b-3,l3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5088,"5d,",5,f37,b2,f3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,4,b17,f2,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,6,b29,f3,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5091,6,f28,b2,f1,b2,f1,b2,f1,s3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,4,r17,y1,u-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,"6n,",5,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,5,b28,f1,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,6,b38,b3,f3,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,6,f19,f1,b1,f3,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5097,"4x,",6,b38,b3,f3,b2,f3,b3,f3,y3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,"4n,",5,b38,f3,f3,f3,f3,b3,f3,b3,f3,b2,f3,b2,f3,b2,f3,b3,f3,b2,b3,f3,f1*,,,,,,,,,,,,,,,
5099,6,b27,f3,f3,f1,b1,f1,b3,b3,f3,b3,f3,b3,f3,b2,b1,f1,b3*,,,,,,,,,,,,,,,,,,,,
5100,6,b38,f3,b3,f3,b3,f3,b2,b1,f1,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,
5101,4,b27,f1,f1,b3,b3,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,4,f17,b+3,b3,v3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,6,b38,f3,b2,f3,b2,f3,b3,f3,f1,b2,f3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,
5105,"4n,",4,b18,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,6,b28,f1,f1,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,"5n,",5,f38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5108,6,b27,f3,b3,f3,b3,f3,b3,f3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,"6n,",4,b38,f3,b2,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,5,f17,"b3w@,", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5111,"4n,",c4,b37,f3,f1,b1,f1,b1,f1,b2,b3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,4,b27,u3,b-1,m2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,"6d,",c6,b28,b3,b3,f3,b3,f3,b1,b1,f1,b1,f3,b2,b3,f3,b3,f3,b1,s1,r3*,,,,,,,,,,,,,,,,,
5115,c4,b29,b1,f1,b1,f1,b1,f2,b1,f1,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,"4w,",4,b18,f1,b1,f1,b1,f2,f2,s1,b1,f1,b2,f2,b2,f3,r2,r3,f1d#,,,,,,,,,,,,,,,,,,,
5117,6,b29,f3,f1,b1,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,6,b28,f1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,6,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,4,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,"5n,",5,b29,f3,b3,f3,b1,b1,u1,b-3,b3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,"4n,",4,b38,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,"6n,",6,b27,f3,b3,f3,b2,f3,s3,f3,b3,f3,f3,f3,b2,f3,b3,f3,y3,u1,f-1,z#,,,,,,,,,,,,,,,,
5125,"4n,",4,b38,f3,b3,f3,b3,f3,b3,f3,b2,b3,b3,f1,f3,f3,b3,f1,r3,f3d@,,,,,,,,,,,,,,,,,,
5126,6,f29,f3,f3,b2,f3,s3,u1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,6,b29,f3,f3,b3,f3,b2,b2,f1,b1,f2,f2,y3*,,,,,,,,,,,,,,,,,,,,,,,,,
5128,4,b18,u1,b-3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,4,f39,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,5,b29,f2,b2,f3,b3,f3,b3,f1,f1,b1,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,4,s37,u1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,6,b27,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,4,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,"4n,",5,b39,b3,f3,b3,f3,b3,f3,b3,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,"4w,",5,b19,f1,b1,f1,b1,f1,b3,b2,f1,f3,f3,b+1,b1,f1*,,,,,,,,,,,,,,,,,,,,,,
5137,4,b39,b2,f3,b2,f3,b2,b3,s3,f3,s3,f3,b1,b1,u1,b-3,b1,zn#,,,,,,,,,,,,,,,,,,,,
5138,6,f27,f3,f3,z1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,"4n,",5,b38,b3,f3,b3,f3,b2,f3,b3,f3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,
5140,4,b18,f3,f3,y3,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,"4n,",5,b27,f1,b1,f1,b1,f3,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,"4x,",5,b17,u1,s-3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,4,b39,b2,b1,f1,b1,f1,b2,b3,f3,s2,f3,b2,b1*,,,,,,,,,,,,,,,,,,,,,,,,
5144,6,b19,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,4,b29,b1,f1,b1,f1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,6,b18,b1,r1,f1,r1,b3,b3,v3,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,4,b39,f3,b3,f3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,4,b37,u1,f2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,6,f27,f3,f3,b2,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,4,b29,f1,b1,f1,b1,f3,b3,s3,u3,y-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,4,b17,u1,s-3,b-2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,"4w,",5,b39,b3,f3,b3,f3,b2,f1,r3,f3,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,5,b18,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,"6n,",6,f39,f2,b2,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,4,b29,b1,f1,b1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,"4n,",6,f39,f3,b+1,m3,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,5,b38,f3,b3,u1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,"4n,",6,b38,f2,f1,b1,f+3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,"6n,",5,b38,f3,b3,f3,b3,f3,b2,f2,b3,f3,b3,f1,f2,b3,b1,b1,f2,b2,b2,f3,b3,r3w#,,,,,,,,,,,,,,
5161,6,b28,f3,b3,b1,f2,b1,f11,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,"5d,",4,b37,f3,b2,f3,b1,b1,f1,b1,f1,b2,b3,f3,b3,f3,b3,f3,b3,f3,b1,s3,b1n#,,,,,,,,,,,,,,,
5163,"4w,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,"4n,",4,b37,f3,b3,f3,b3,f3,b3,f1,f3,f1,r3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,
5165,c6,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,6,r28,f3,m3,o3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,"5d,",6,b37,f3,b3,f2,b3,f3,b2,f3,b3,b3,b3,f3,b3,f3,b2,f3,b3d#,,,,,,,,,,,,,,,,,,,
5168,4+,b37,v1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,4,b37,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,"6d,",5,b38,b3,f3,b3,f3,b3,f3,b1,s2,f3,f3,b3,f3,b3,r#,,,,,,,,,,,,,,,,,,,,,
5172,4,b37,f1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,"6n,",6,f28,b1,f1,b2,f1,b1,f1,b2,b3,f3,b;3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,
5174,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,"4n,",4,b29,f2,f2,b2,f;3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,c4,b38,f1,f3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,"6d,",6,b!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,"4n,",5,f38,f1,b1,f3,f3,b3,f3,b3,f1,r2,f+1,r3,v3n@,,,,,,,,,,,,,,,,,,,,,,,
5179,6,b39,b2,f3,b3,f3,b3,f3,b2,b+1,r1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,6,r28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,"5d,",6,b17,b1,f1,b1,f2,f3,b3,f3,b2,b1,f3,f3,s1,s3n#,,,,,,,,,,,,,,,,,,,,,,
5182,c6,b18,f1,b1,f1,b3,b3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,"6d,",4,b17,f1,b1,f2,b3,b1,b1,f1,b1,f3,f2,f3,f3,y3,f-1w#,,,,,,,,,,,,,,,,,,,,,
5184,"4n,",4,b37,f3,b2,f2,b3,f3,b2,b2,b2,b1,f1,b3,s3,f3,b2,f3,b;1,b;1w#,,,,,,,,,,,,,,,,,,
5185,5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,5,b37,b3,b3,b3,b2,f1,f2,f1,f2,b3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,"4x,",5,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,5,b39,f1,f3,b2,y!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,"5n,",6,b29,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,"c4w,",5,b39,b3,f3,s2,r-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,"6n,",5,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,"5n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,5,b29,f2,f3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,6,f29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,5,b29,f1,f2,f1,f1,f1,f3,b3,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,4,b37,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,4,b37,u1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,4,f19,f2,s1,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,5,b39,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,6,b37,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,5,f28,b3,b2,f2,f1,f1,f2,f1,f2,f3,b3,f1,f1,f1,f3*,,,,,,,,,,,,,,,,,,,,,,
5205,"4n,",5,b28,f3,b3,f3,s2,f1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,"5d,",5,f29,f2,y3,b3,b1,vn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,5,f28,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,"4n,",5,b19,f2,b2,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,"6n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,"6n,",5,b28,b3,b2,f2,f2,f1,f2,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,6,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,"5n,",5,f!#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,5,b38,f1,r3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,"6w,",4,f19,b3,b3,b3,b2,f3,b3,b3,b1,f1,f3,b3d#,,,,,,,,,,,,,,,,,,,,,,,,
5215,"4n,",5,b29,f3,b3,s2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,5,b38,b1,f1,u3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,"6n,",6,b29,u3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,6,f19,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,"6n,",5,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,"4w,",5,b39,b2,f1,f2,f1,r1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,"6w,",5,b39,f3,b2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,"5d,",4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,4,f19,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,"6d,",5,b28,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,"c6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,5,f29,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,"c6w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,"4n,",5,b19,r3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,"6d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,"c4d,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,4,f28,b3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,4,b37,b3,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,6,b28,f+3,b1,v1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5238,"6n,",6,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,5,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,"c4x,",6,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,4,f37,b3,b3,b2,f2,f1,f2,f+3,s2,o1,b#,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,4,b38,b1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,4,f29,b2,b2,b3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,"6d,",6,b18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,"4d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,4,f27,f3,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5248,"4w,",5,b38,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,"6n,",4,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,5,f37,b3,b2,f3,s3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,6,b38,b1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
