,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
8379,4,f27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,"4n,",4,b38,y1,f-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,4,f28,b2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,4,b39,f3,s1,f1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,"4n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,6,f28,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,6,b27,b+3,b3,z1,l1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,"6d,",6,b28,f1,r1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,5,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,6,b28,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,"4w,",4+,b1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,"6n,",5,b28,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,4,f29,b2,b3,s3,f3,b3,b2,f1,f3,b3,b2,b1,l3,o2*,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,4,b37,b3,b3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,4,b37,b1,r2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,6,s38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,"6x,",4,b38,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8398,c6,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,"6w,",6,b19,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,"4w,",4,b19,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,4,f29,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,6,f29,f3,b3,f3,b3,f3,b2,f3,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8404,4,b38,f+3,s2,v3,m3,o2,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,"4x,",4,f17,f+3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,"6d,",4,b38,b3,s2,f+3,b3,z2,f3,z#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,4,s3,j1,f1,v2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412,c4+,s3,z1,l1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8413,6,b29,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8414,"6d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,"6d,",6,b29,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8416,"4w,",4,b38,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,c6,b27,f+3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,6,b28,f1,r3,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,"6w,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,"5d,",4,b27,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,"6n,",4,f29,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,4,f29,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,6,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,"4d,",4,b37,b3,s3,s3,s3,b3,b3,b3,s3,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8429,"6n,",6,b17,f2,b3,b3,b2,f2,f1,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8430,"6d,",4,b39,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,6,b28,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,6,f27,f+1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,6,b19,f1,f3,s2,f+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,4,s3,j3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,"4n,",4,f27,b2,b3,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,"4d,",5,f28,f3,b3,f2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,"4n,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,6,b17,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,6,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8442,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8443,6,b29,f1,f1,f2,b2,f1,f2,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8444,"4n,",4,b38,b3,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8445,"4w,",6,f28,f1,f1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,"4d,",4,b39,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,4,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8448,"4x,",4x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8449,"4x,",6,f39,b2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,"4d,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8451,6,b29,b3,b2,b2,b2,b2,b3,b3,b3,b3,b2,f1,r2,b+3,s1,f-1*,,,,,,,,,,,,,,,,,,,,,,,,
8452,"6n,",5,b29,f3,b2,f1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8453,4,f;29,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,4,b37,b3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8455,5,b18,f2,b3,b3,b3,b3,b3,b2,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8456,"6x,",4,b39,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,"6n,",6,f38,b3,b3,f1,f1,f3,s2,f1,f2,f2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458,4,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8459,5,b28,f3,b3,b3,b3,b1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8460,"6d,",4,b28,b3,b1,f2,b3,b3,b2,f3,b3,f3,s1,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,
8461,"4n,",5,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8462,4,b38,f2,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8463,6,b29,b2,f2,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8464,"4n,",5,b29,b3,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8465,4,f18,r3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8466,4,b38,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8467,4,f29,f1,f1,f1,f1,f1,f3,b2,f3,b3,b3,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8468,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,"6w,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,4,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,4,f28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,"6n,",4,b39,b2,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,"6n,",6,b29,b3,b3,f1,f3,j3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,"4d,",4,b27,f2,f3,b1,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,"6d,",6,b37,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,"6n,",6,f29,b2,f1,f1,f1,f+2,b1,f1,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,6,b37,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,4,b37,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,"0q29qqe#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,"6x,",5,f37,b2,f2,f3,b3,b1,f1,f2,b2,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,6,b27,f1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8483,"4d,",4,b28,b3,b2,f2,f+1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,4,b39,b2,u3,s-1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,"6n,",4,f29,f3,s2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,"4w,",5,b29,b2,f3,b;3,b3,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8488,"6d,",6,b27,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,4,b28,f1,f2,u3,b-1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,4,f18,f3,s3,f3,b1,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,4,s19,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,"6w,",4,f28,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8493,"4w,",5,b38,b;3,b3,b2,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8494,"6d,",6,f19,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,4,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8496,4,f39,b3,b2,f2,f3,b2,f+1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,4,b39,b2,f1,f2,b+3,s3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8498,6,b28,f+1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,"6d,",4,b39,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,"4x,",5,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,4,b38,b2,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,"4n,",5,b28,b3,b2,f1,f1,f2,b3,b3,b3,f3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,4,b38,b3,f1,f1,f3,b+3,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,4,f28,f2,f1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8505,"6w,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,4,f27,b2,b2,f3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,"6n,",6,b27,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,"g,",4,b37,b3,b3,b3,b3,b3,b1,f1,r1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,"6n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,"4n,",5,b28,f1,r2,f+2,b2,v2,f1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,"4n,",4,f38,b3,b3,y1,f-1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,6,b28,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,4,f28,b2,b3,s3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,4,f19,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,"6n,",4,f29,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,4,b37,b3,s1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,5,b19,f1,f1,f2,f1,f1,f1,f2,f1,f1,f1,f1,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,"6d,",5,b39,b3,b2,f3,b3,b3,b3,b3,b3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,"6n,",6,b39,b3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,4,b37,b;2,f-2,v1,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8525,"6n,",6,f28,f1,f1,f1,f3,s2,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,"4n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,"4w,",6,f28,f2,b3,f3,b3,b3,b2,f3,b3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8528,6,r39,f3,b2,f1,r3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8529,6,b28,f1,f1,f1,f2,b2,f1,f1,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,4,b38,b3,b3,f1,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8531,6,b28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8532,4,b39,b3,f3,b3,b1,f2,f3,b2,b3,b3,b3,b3,b1,f1,f3,b3,b3d#,,,,,,,,,,,,,,,,,,,,,,,
8533,4,f27,f1,f1,f1,f1,f2,f1,f3,b1,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8534,5,b19,f1,r2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8535,4,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8536,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,4,f29,f1,f3,b3,b2,b2,b2,b3,b3,b3,b2,f1,f2,f2,b3,b3,b3n#,,,,,,,,,,,,,,,,,,,,,,,
8538,4,b28,f1,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8539,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,"6w,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8541,4,f28,b2,b3,b3,b3,b3,b2,b3,b3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8542,"4n,",4,b37,b3,b1,f3,b3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543,6,b27,b;3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8544,"4d,",6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,4,f29,b2,s2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8546,4,b38,y1,f-1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8547,6,b38,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8548,6,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8549,"6n,",6,f28,f1,f2,f1,f1,f2,f1,f1!@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,4,b38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8551,"6w,",6,b37,f3,b;3,f3,b3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8552,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8553,6,b27,f-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8554,4,b28,f1,f3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8555,"6n,",5,f17,f2,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8556,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8557,"6d,",5,f29,f3,b3,b3,b3,b3,b3,b3,f3,b3,b2,f1,f1,f2,b3,b3,b1,f3n#,,,,,,,,,,,,,,,,,,,,,
8558,"4x,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8559,"4w,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8560,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8561,5,f28,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8562,"4n,",6,f38,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8563,6,b28,f3,b3,f3,b3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8564,"4d,",4,b38,b3,b2,f3,b3,b3,b3,b2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,"4n,",6,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8566,"4n,",4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8567,4,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8568,4,b29,f3,b3,b3,f3,b2,f2,b2,b2,b3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8570,"5d,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8571,4,f29,b3,b3,f1,f1,f2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8572,6,r29,f1,f2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8573,4,f29,b3,b2,f1,f3,b3,s2,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,"6d,",4,b19,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8575,6,b29,f3,b3,u1,f-1,l2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8576,4,b29,f1,f3,b3,b3,b3,f3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8577,6,b28,f2,b2,f3,b3,f2,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8578,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8579,6,b29,f1,f1,f;3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8580,"4d,",5,f39,b3,f3,b3,b3,b3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8581,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8582,"4x,",4,f39,b3,b3,b3,b2,b3,b3,b3,b3,b3,b3,b3,f3,s1,f1,f3,b2,b2,f3n@,,,,,,,,,,,,,,,,,,,,
8583,6,s27,f38+,b1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8584,4,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8585,6,s27,f18+,f1,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8586,4,f29,f38,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,4,f27,f37,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588,"6n,",6,f29,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,6,s28,f18,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8590,4,b38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8591,6,s37,f-19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592,5,f37,b29,f18,f29,f39+,s2,v17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593,4,f18,f27,s39,f38,s28,f18,f18,f39,b39,b39,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8594,"5n,",4,b38,f18,f28,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8595,"6n,",6x;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8596,"4n,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8597,"6d,",6,b29,f17,f18,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8598,"4d,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,"6d,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,"4n,",4,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8601,6,s19,f39*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8602,4,f28,b29,b28,f19,f29,f38,b28,b29,f19,f19,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8603,5,f38,f38,b29,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8604,5,b28,f18,f28,f37+,b3,z18,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8605,6,f27,f38+,m3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8606,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8607,4,b28,f18,f18,f39,b28,b39,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8608,"6d,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8609,6,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8610,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8611,"4d,",4,b38,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8612,"6x;,",6,b37,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8613,"4n,",5,b38,b39,b38,f38,b38,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8614,6,b27,b39,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8615,6,f28,f28,f37,b39,f38,b28,f38,b29,f38,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8616,"6d;,",5,f17,f29,f18,f18,f39,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8617,4,b37,b29,f17,f17,f28,b28,f38,b27,f19,f38,b27,s39,f37,b38,b39,f37,b38,f29,f17,f18,f3n#,,,,,,,,,,,,,,,,,,,
8618,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8619,4,s37,f-1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8620,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,"4n,",4,b38,s27,f18,f39,b27,s38,f39,s39,f39,b28,f19,r37,b-37*,,,,,,,,,,,,,,,,,,,,,,,,,,
8622,"6d,",4,f18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
