,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
239,"4x,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"6n,",4+,b3,z^1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,6+,b27,h3,m-2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5,s17,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,4,s29,f1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5,f28,f2,f3,b3,s3,s1,f2,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,4,b28,f2,b2,f3,s3,s+1,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"4n,",6,b27,f3,s2,f1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"5n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"4n,",5,s29,b3,b2,b3,s2,f1,f2,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"6#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,4,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"6w,",5,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4+,b3,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"4n,",5,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,6+,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4,r28,b+3,b3,z1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,4,f27,f+2,s2,v3,s1,v^1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4,s29,f3,b2,f3,s3,s3,s3,s3,s3,s3,s3,f3,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,6,s29,f3,b3,b3,b2,f3,b1,f2,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,6,f29,f2,b+3,m2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,6,s27,f3,b1,f1,l2,o3,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,6,f29,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,4,s39,f3,b3,s3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,4,f17*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,4,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,6,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,4,b28,f3,s3,y1,r-1,f+2,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,6,m38,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,b28,f+1,f3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"cc4n,",4,b29,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"6w,",6,b28,f3,s3,f3,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,4,b39,b3,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,6,b29,b1,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"6n,",4,b28,b2,r2,f3,b2,f3,b3,f2,f3,s3,b3,s3,y+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"4n,",5,b19,f3,b3,s3,b3,b3,b3,f2,f3,b1,f2,f3,b3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,6,f29,f3,s3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"4n,",5,f38,b3,b3,y+1,r-1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"4+n,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"4w,",4+,b1,v1,r2,i3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"4n,",5,f28,f3,b2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"6d,",4,s38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,6,b28,b2,b2,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,4,s37,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,4,l17,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,"6n,",4,b38,b3,b3,b2,f1,f2,f3,b2,f1,f3,s3,f1,r2,f1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"4d,",4+,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,"6d,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,6,f17,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"6d,",6,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,4,s39,b3,b2,b2,b3,s3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,"6d,",6,b18,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"6n,",6,b+29,b2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,"4n,",6*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,"4n,",4,f19,f2,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,"4d,",5+,b2,v^2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"4x,",6,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"4n,",4+,b3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,6,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"4d,",4,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"6d,",4,s38,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,4,f18,b1,r3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"4w,",4,s29,f3,s1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,4,m38,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,5,f17,f1,b1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,6,s28,f1,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,4,s37,f+1,l2,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"6w,",5,b17,b+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,"4n,",5,f28,b3,b3,f3,b3,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,6,s38,f1,r1,f3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,5,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,4,s37,f-1,m3,p3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"6w,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,"5d,",4,f28,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,"6w,",6,f18,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,"6n,",4,f29,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,"c6n,",4,b29,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,"4w,",6,b28,f3,b2,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"4n,",4,b29,f3,b3,f2,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,6,r19,f1,b1,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,"4n,",4,f38,s2,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"5d,",4,b18,f1,b3,s1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,"4n,",6,b29,f3,f3,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,6,s38,f3,s3,f3,b3,f3,b1,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,"4w,",4,b38,u1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,"4n,",5,f28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,5,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,5,r28,f+3,m3,o1,f2,z3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,4,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,6,s18,b1,f1,b2,f1,f3,b2,f2,f2,b1,f3,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,6,f28,b1,f2,f3,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,"4n,",4,b18,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,"4d,",6,b28,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,6,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,"6d,",6,f39,s3,f+1,f2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,"4w,",5,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,"6w,",6,f28,f3,f1,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6,f29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"4n,",6,f17,f1,b1,f1,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,"6w,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,4,b39,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,4,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"6d,",6,b29,f3,b2,f3,b3,f3,b3,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"6w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,4,r27,s3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,"5d,",4,f28,b+1,s2,z1,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,"4x,",5,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"6d,",4,b29,f1,f2,f+3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,6,s27,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,4,s37,f+1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"5d,",4,b;3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,"4n,",5,f28,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,5,f28,f;1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"6w,",6,b18,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,"6n,",4,b29,f1,b1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"4w,",6,f28,f2,b3,b2,f2,b2,f3,b3,f1,r2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,6,f39,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6,b29,f3,f1,f1,b2,f1,b2,f1,s3,b3,f1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,4,b28,f1,s2,u-1,b-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,6,m2,j1,b3,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"4w,",6,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,6,s29,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"4+n,",4,b39,f3,b3,f3,b1,b1,f1,b1,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,5,r28,u1,r-3,f1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"6n,",5,f18,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,6,r28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"6d,",4,f27,f2,b1,f1,y1,u-1,r-1,v1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,6,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"4x,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"c5d,",4,b19,f1,b;1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,6,b28,u+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"4d,",6,b27,f3,s1,f1,f1,b+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"4+w,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"4n,",5,f29,f2,f+1,m2,o3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"4+n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"4n,",5,f18,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"6n,",4,s37,r1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"4n,",4+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,5,s29,f3,b1,b1,f1,b2,b2,f3,b2,f1,r2,f+3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,6,f17,b1,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,4,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,"6w,",4,b39,f2,f;1,s3,b3,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,6+,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,4+,s3,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"6x,",6,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,"6n,",6,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,"4n,",4,b29,f3,f3,b3,f2,f2,b1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,4,f1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,"e,",6,f19,b3,b1,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,"R,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,4,r2,j=3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,4+,b37*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"6d,",6,f29,f2,f2,b2,f3,b3,f1,r1,b2,b3,f2,f1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"6w,",5,f37,b3,f3,b1,b2,b3,f3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,6,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"6w,",4,f39,b3,f2,f2,f2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,6,s28,u1,f-3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,5,r17,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,cc6,f18,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,"6w,",4,f28,f2,s2,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,6,r1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,6,f19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"4x,",5,f29,f3,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,"6w,",4,b28,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,6,s29,f3,b3,f3,b1,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,"4+w,",4,b29,f1,f1,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,c6,s29,f3,f2,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"6d,",4,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,"5d,",5,f29,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"4w,",4+,b1,v^3,f-3x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,6,b;28,y1,s-3,m-2,l1,o3,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,5,f39,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,5,r27,f+3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"6n,",6,b28,f1,f2,u+2,r-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,4+,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,5,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,6,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,6,f39,b3,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,"4n,",4,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,6,b3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,4,r18,b1,f2,f3,s1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,"6n,",5,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,"6+d,",6,b38,f2,f1,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"4+w,",5,b27,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,6+,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,"c4n,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,"4w,",6,b29,f3,b3,f2,f3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"6w,",4,b19*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,4,b28,f1,b1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"6d,",5,f29,b3,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"4x,",4,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,6,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4,s39,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,6,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
