,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
4377,"6d,",6,b27,s2,f1,f2,f3,b3,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,4,s3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,4,f29,f3,b3,f2,f1,f2,f3,s2,f+1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,"4x,",4,b38,s2,f3,b2,f1,f1,f1,f2,f+3,s2,z1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,"6d,",4,b28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,4,fw#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,4,bd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,"5d,",6,b28,b2,b1,f1,r2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,"4d,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,"4n,",6,b27,f3,s3,s3,s3,b3,s2,f3,s2,f3,b3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,6,f27,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,"6w,",6,b28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,"4n,",4,b37,s3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,4,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,"4d,",4,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,"4n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,4,r28,f1,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,"6d,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,6,b27,b3,s3,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,"4d,",5,b28,b3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,"4w,",5,b28,f2,f2,f1,f2,f2,b2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,6,rd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,6,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,"6d,",5,b38,b3,b2,f3,s3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,6,s2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,5,b39,b2,f3,b2,f2,b2,f2,b3,s3,b3,b2,f2,b3,b3,b3,b1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,6,f28,f1,r1,h-1,r+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,"4n,",5+,f1,v1,f+1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,"4w,",4,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,4,r27,f+1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,5,f28,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,5,b29,b2,f1,r1,f1,r2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,"6w,",4,b28,f2,f2,b3,b3,b2,f2,b2,b2,b2,f3,b3,s2,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,4,f28,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,"4n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,4,s28,f2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,6,b27,f3,b3,b3,b3,b2,f2,f2,f2,f2,b3,b3,b3,b3,b3,b2,b3,s2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,
4418,6,r27,f+1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,5,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,4,b28,f1,f1,f3,s2,f3,b2,f2,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,4,f18*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,"6w,",5,b27,b+3,m2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,"4d,",4,b3,b+1,l2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,"5d,",4*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,5,b28,b1,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,6,fd#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,"6n,",5,s28,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,5,b37,b3,b2,f2,f2,f2,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,"6n,",5,b38,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,"4w,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,6+,f3,z3,b3,z2,f-1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,6,s28,b3,b2,f2,b2,f2,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,"4d,",5,b28,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,"6n,",5,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,"4n,",5,f27,f2,b2,f2,f1,f1,f2,s2,b3,b2,b2,f2,f2,f2,f2,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,"4n,",4,b28,f3,b3,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,5,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,"5n,",4,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,4+,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,4,f28,b2#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,"6d,",5,b37,b3,b1,f1,f2,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,5,b29,f2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,"6w,",5,f27,f2,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,"4w,",5,b27,f3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,"4n,",4,b29,f2,b2,b2,b2,f2,f2,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,5,b2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,6,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,4,f27,f+2,b3,z3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,"5d,",5,b29,f2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,"4d,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,"4w,",5,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,6,f29,f2,f1,f1,f2,b1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,6,b28,f3,s2,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4463,4,b37,y3,b+3,m2,o2,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,5,f18,f2,b2,b2,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4466,"6w,",5,f17,f2,b3,s3,f3,b1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,"4n,",5,b28,b3,b1,f1,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,4,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,"5d,",5,b39,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4471,"5d,",4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,4,f19,f2,b3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,"4#,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,4,r28,b3,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,"6n,",4,b27,b1,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,6,bn#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,"5d,",6,f27,b+3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,"4d,",6w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,"6d,",5,f27,f+1,r2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,"5n,",6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,4,b39,b3,b2,f1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,"6d,",4,f17,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,"4n,",4,b38,s2,b3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,4,f29*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,5,b29,b2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,"6w,",c4,f37,f2,f2,b3,f3,b2,f3,s3,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,"4w,",5,b17,f+3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,4,b29,f3,b3,b1,f2,f1,f1,f1,f1,f1,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,4,r28,f1,f2,b2,f1,f+3,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4493,6,f19,f1,f1,f2,s3,b3,b2,b2,f3,b2,f1,f1,f3,s2,f3,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,4,b38,y1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,4,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,5,f3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,5,f37,s3,f3,b1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,6,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,5,b28,b;2,f3,b3,b3,b3,b2,f2,s1,f1,f2,b2,f3,b3,b2,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,"4n,",5,f28,f2,f2,b2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,4,f2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,4,b38,b+1,f1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,"4n,",4,f27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,4,b18,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,c4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,"4w,",6n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,"4n,",4,f38,b2,f2,b+3,s1d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,5,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,"4d,",6,b29,f3,f+1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,6,f37,u3,s3,m2,o1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519,"4x,",4,f1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,"6n,",4,b38,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,"4n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,"6n,",4,b18,f1,f+3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4523,4,f27,f2,b1,f2,f1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,4+,b27,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,"4w,",4,f28,f1,f2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,"5n,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,"6n,",4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,6,f29,f3,f3,b;3,s-3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,4,f18,f1,f2,b1,f2,f1,f2,f2,f2,b1,f3,b3,s2,f1,f2,f2,s2,b1,r1,f3,s3n@,,,,,,,,,,,,,,,,,,,,,,
4530,"4d,",4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,4,r28,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532,4,f28,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,"4n,",5,b28,f2,b3,s3,f3,s3,s1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,"6n,",4,f18,f1,f2,f2*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,4,s28,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,5,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,5,f2d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4538,"6n,",4,f27,f3,s2,f1,f2,b3,s3,b3d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,4,b28,f1,f2,f1,f1,f1,f3,s3,f3,b1d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,4,f#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,4,b38,b3,b3,s3,f3,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4542,"6w,",c5,f17,f+3,s2,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,4,b#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,5,b27,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4545,4,b38,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,"4d,",4,b28,f1,f2,f1,f1,f3,b3,b1,f1,f1,f2,s2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4547,"4w,",4,b37,u3,s1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,4,f17,u3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,4,b28,y+1,r1,v#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,5,f38,b3,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,"6n,",5,f17,f2,b2,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,6,f27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,6,s#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,4,b3n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,5,b17,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,"5n,",4,b27,f2,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,"5d,",4,b18,f2,b2,f3x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,"5n,",4,b27,f3,b2,f3,s3,f1,f2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,6,b18,f2,b2,s2,f1,f3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,4,b27,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,4,f18,f3,s1,f3,s3,b3,s1,f1,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,4,b37,f+2,f2,z3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,4,f29,b2,s2,b3,s3,b1,f1,f2,f3,s2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,"4n,",6,r28,f1,f3,b3w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,6,b17,f+3,m2,o2,f2,f2,f+3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,"4n,",4,f38,b3,f3,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,"6n,",4,b38,s3,s+3,b2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,"5d,",4,b28,f2,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,"6n,",4,f3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,4,b28,f3,b2,f3,b3,f2,f1x@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,"c4w,",4,f28,f3,b3w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,5,b28,f3,s2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,6,f29,b1w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,"4n,",5,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,6,f18,f1,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,5,b28,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,"6n,",4,f28,b2,f3,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,6,f3d#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,"6*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,"4n,",4,b28,f1,r1,o3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,"4w,",5+,b1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,"6n,",4,f;28,f3,s2,f1,f2,b2,s2,f1,f2,b+3,s2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,"6n,",5,f38,s1,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,"5d,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4585,"4n,",4,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,6,s28,f3,b2,f1,f1,f;3,f3,s3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,6,f38,b1,f;3,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4588,4,f28,s1,f3,s3,b2,s2,f2,s3,b1,r#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4589,"5n,",5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4590,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4591,"6d,",4,f38,b2,f1,f2,f3,s3,b3,b3,b3,b1n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592,"4d,",4,b17,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4593,c5,b29,b3,f3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,4,b38,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,"5d,",5,b29,b2,f3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,"5n,",4,f2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,6,s29,f1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,"4n,",4,f27,b1,f1w@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,"4n,",5,b2n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,c5,f29,f3,b3,y1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,"4*,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,"4n,",5n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,6,r28,f+3,b3w#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,4,b38,b1n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,5,f27,f+3,s1,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,5,b27,b+3,s2,v1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,4,b2n#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,"5d,",4,f28,f3,b2,f3,s3,f+3,m1x#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4611,4,b29,f3,b3n@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4612,"6w,",5+,b27,z2,f3,z1*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,"c4w,",6,f2d@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,5,b37,b3,s3,f+1,r2,v3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
